"","X1.x","sampledate","depth.x","o2.x","deck","light","frlight","avsnow","totice","whiteice","extcoef","blueice","surflite","X1.y","Genus","Transect Cell Count","Magnification","Biovolume","CellBioVol","PerBioVol","# of Transects","Cell Count per cm2","Transect Length (cm)","Start XY","Taxa","WaterCol","Functional","X15","X16","X17","X18","X19","End XY","Notes","Field of View scope","Field of View #","Total Cell Count","Estimated Total","Estimated Mucilage Percent Coverage","X1_1","lakeid","year4","group","depth.y","ph","alk","dic","tic","doc","toc","no3no2","no2","nh4","o2.y","totnf","totnuf","totpf","totpuf","drsif"
"900",556,2009-05-27,0,10.5,457,380.01,0.832,NA,NA,NA,NA,NA,0.831531728665208,664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10415,"SP",2009,"iceoff",0,7.91,NA,8.55,8.71,2.73,2.7,2,NA,6,NA,218,277,0,5,3073
"901",557,2009-05-27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10415,"SP",2009,"iceoff",0,7.91,NA,8.55,8.71,2.73,2.7,2,NA,6,NA,218,277,0,5,3073
"902",556,2009-05-27,0,10.5,457,380.01,0.832,NA,NA,NA,NA,NA,0.831531728665208,665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10416,"SP",2009,"iceoff",0,7.91,NA,8.53,NA,2.83,NA,6,NA,30,NA,222,261,0,0,3067
"903",557,2009-05-27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10416,"SP",2009,"iceoff",0,7.91,NA,8.53,NA,2.83,NA,6,NA,30,NA,222,261,0,0,3067
"904",558,2009-06-10,0,10.1,177,73.93,0.417,NA,NA,NA,NA,NA,0.417683615819209,666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10434,"SP",2009,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,NA,NA,NA,NA,NA
"905",559,2009-06-25,0,8.9,1995,1765.6,0.885,NA,NA,NA,NA,NA,0.885012531328321,667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10459,"SP",2009,"iceoff",0,8.16,NA,8.56,9.26,3.39,3.28,2,NA,8,8.9,228,252,0,0,3240
"906",560,2009-07-09,0,9.8,1028,916.4,0.891,NA,NA,NA,NA,NA,0.891439688715953,668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10480,"SP",2009,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA
"907",561,2009-07-22,0,8.8,512,388.29,0.759,NA,NA,NA,NA,NA,0.75837890625,669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10505,"SP",2009,"iceoff",0,8.14,NA,8.13,8.32,3.52,3.34,3,NA,11,8.8,219,252,0,0,3157
"908",562,2009-08-06,0,9,1446,1300,0.9,NA,NA,NA,NA,NA,0.899031811894882,670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10526,"SP",2009,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
"909",563,2009-08-19,0,8.5,620,396.33,0.63,NA,NA,NA,NA,NA,0.639241935483871,671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10551,"SP",2009,"iceoff",0,8.22,719,7.98,8.62,3.26,3.11,7,NA,18,8.5,203,198,3,4,3098
"910",564,2009-09-03,0,9.1,1639,1528.2,0.932,NA,NA,NA,NA,NA,0.932397803538743,672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10572,"SP",2009,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA
"911",565,2009-09-17,0,8.7,695,786.37,1.131,NA,NA,NA,NA,NA,1.13146762589928,673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10597,"SP",2009,"iceoff",0,8.3,NA,7.7,7.33,3.15,3.29,3,NA,5,8.7,210,227,0,1,2988
"912",566,2009-09-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10597,"SP",2009,"iceoff",0,8.3,NA,7.7,7.33,3.15,3.29,3,NA,5,8.7,210,227,0,1,2988
"913",565,2009-09-17,0,8.7,695,786.37,1.131,NA,NA,NA,NA,NA,1.13146762589928,674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10598,"SP",2009,"iceoff",0,8.23,NA,7.41,6.93,3.39,3.12,2,NA,2,8.7,212,229,1,2,2994
"914",566,2009-09-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10598,"SP",2009,"iceoff",0,8.23,NA,7.41,6.93,3.39,3.12,2,NA,2,8.7,212,229,1,2,2994
"915",565,2009-09-17,0,8.7,695,786.37,1.131,NA,NA,NA,NA,NA,1.13146762589928,675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10599,"SP",2009,"iceoff",0,8.3,NA,7.7,7.33,3.15,3.29,3,NA,5,NA,210,227,0,1,2988
"916",566,2009-09-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10599,"SP",2009,"iceoff",0,8.3,NA,7.7,7.33,3.15,3.29,3,NA,5,NA,210,227,0,1,2988
"917",565,2009-09-17,0,8.7,695,786.37,1.131,NA,NA,NA,NA,NA,1.13146762589928,676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10600,"SP",2009,"iceoff",0,8.23,NA,7.41,6.93,3.39,3.12,2,NA,2,NA,212,229,1,2,2994
"918",566,2009-09-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10600,"SP",2009,"iceoff",0,8.23,NA,7.41,6.93,3.39,3.12,2,NA,2,NA,212,229,1,2,2994
"919",567,2009-10-01,0,9,587,807.53,1.376,NA,NA,NA,NA,NA,1.37568994889267,677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10618,"SP",2009,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
"920",568,2009-10-14,0,9.3,228,182.34,0.8,NA,NA,NA,NA,NA,0.799736842105263,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10643,"SP",2009,"iceoff",0,7.78,NA,8.57,9.06,3.06,2.97,11,NA,19,9.3,176,200,4,7,3130
"921",569,2009-10-29,0,9.5,35,25.9,0.735,NA,NA,NA,NA,NA,0.74,679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10664,"SP",2009,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA
"922",570,2009-11-11,0,10.1,364,300.61,0.826,NA,NA,NA,NA,NA,0.825851648351648,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10689,"SP",2009,"iceoff",0,7.58,739,8.52,8.38,3.1,3.21,14,NA,38,10.1,224,262,4,9,3272
"923",571,2009-11-11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10689,"SP",2009,"iceoff",0,7.58,739,8.52,8.38,3.1,3.21,14,NA,38,10.1,224,262,4,9,3272
"924",570,2009-11-11,0,10.1,364,300.61,0.826,NA,NA,NA,NA,NA,0.825851648351648,681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10690,"SP",2009,"iceoff",0,7.58,728,8.55,8.3,3.12,3.45,12,NA,31,10.1,267,261,4,8,3277
"925",571,2009-11-11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10690,"SP",2009,"iceoff",0,7.58,728,8.55,8.3,3.12,3.45,12,NA,31,10.1,267,261,4,8,3277
"926",570,2009-11-11,0,10.1,364,300.61,0.826,NA,NA,NA,NA,NA,0.825851648351648,682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10691,"SP",2009,"iceoff",0,7.58,739,8.52,8.38,3.1,3.21,14,NA,38,NA,224,262,4,9,3272
"927",571,2009-11-11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10691,"SP",2009,"iceoff",0,7.58,739,8.52,8.38,3.1,3.21,14,NA,38,NA,224,262,4,9,3272
"928",570,2009-11-11,0,10.1,364,300.61,0.826,NA,NA,NA,NA,NA,0.825851648351648,683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10692,"SP",2009,"iceoff",0,7.58,728,8.55,8.3,3.12,3.45,12,NA,31,NA,267,261,4,8,3277
"929",571,2009-11-11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10692,"SP",2009,"iceoff",0,7.58,728,8.55,8.3,3.12,3.45,12,NA,31,NA,267,261,4,8,3277
"930",572,2010-01-12,0,16.4,845,39.21,0.046,5.7,32,17,0.267,15,0.0464023668639053,684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10711,"SP",2010,"iceon",0,8.31,NA,8.56,8.54,3.47,3.65,4,NA,6,16.4,316,336,10,14,4122
"931",573,2010-02-11,0,15.9,949,20.66,0.022,9.4,46,14,0.275,32,0.0217702845100105,685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10733,"SP",2010,"iceon",0,8.16,854,11.59,11.69,3.76,3.66,10,NA,10,15.9,282,288,1,5,3965
"932",574,2010-02-11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10733,"SP",2010,"iceon",0,8.16,854,11.59,11.69,3.76,3.66,10,NA,10,15.9,282,288,1,5,3965
"933",573,2010-02-11,0,15.9,949,20.66,0.022,9.4,46,14,0.275,32,0.0217702845100105,686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10734,"SP",2010,"iceon",0,8.14,850,12.16,11.28,3.95,3.45,24,NA,4,15.9,255,305,1,5,3956
"934",574,2010-02-11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10734,"SP",2010,"iceon",0,8.14,850,12.16,11.28,3.95,3.45,24,NA,4,15.9,255,305,1,5,3956
"935",573,2010-02-11,0,15.9,949,20.66,0.022,9.4,46,14,0.275,32,0.0217702845100105,687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10735,"SP",2010,"iceon",0,8.16,854,11.59,11.69,3.76,3.66,10,NA,10,NA,282,288,1,5,3965
"936",574,2010-02-11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10735,"SP",2010,"iceon",0,8.16,854,11.59,11.69,3.76,3.66,10,NA,10,NA,282,288,1,5,3965
"937",573,2010-02-11,0,15.9,949,20.66,0.022,9.4,46,14,0.275,32,0.0217702845100105,688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10736,"SP",2010,"iceon",0,8.14,850,12.16,11.28,3.95,3.45,24,NA,4,NA,255,305,1,5,3956
"938",574,2010-02-11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10736,"SP",2010,"iceon",0,8.14,850,12.16,11.28,3.95,3.45,24,NA,4,NA,255,305,1,5,3956
"939",575,2010-04-12,0,12.1,700,510.31,0.729,NA,NA,NA,NA,NA,0.729014285714286,689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10754,"SP",2010,"iceoff",0,7.74,767,8.92,9.91,3.18,3.09,3,NA,21,12.1,185,227,8,11,3460
"940",576,2010-04-27,0,11.8,1666,1585.8,0.952,NA,NA,NA,NA,NA,0.951860744297719,690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10776,"SP",2010,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,NA,NA,NA,NA,NA
"941",577,2010-05-10,0,11,1401,1303.7,0.931,NA,NA,NA,NA,NA,0.930549607423269,691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10796,"SP",2010,"iceoff",0,7.99,NA,7.68,7.99,0.83,0.61,3,NA,0,11,164,225,8,11,3295
"942",578,2010-05-24,0,10.5,645,525.31,0.814,NA,NA,NA,NA,NA,0.814434108527132,692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10817,"SP",2010,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA
"943",579,2010-06-08,0,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10836,"SP",2010,"iceoff",0,8.27,NA,8.37,8.18,2.93,2.79,10,NA,76,8.7,164,189,8,6,3769
"944",580,2010-06-21,0,9.1,983,862.5,0.878,NA,NA,NA,NA,NA,0.877416073245168,694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10857,"SP",2010,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA
"945",581,2010-06-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10857,"SP",2010,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA
"946",580,2010-06-21,0,9.1,983,862.5,0.878,NA,NA,NA,NA,NA,0.877416073245168,695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10858,"SP",2010,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"947",581,2010-06-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10858,"SP",2010,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"948",582,2010-07-06,0,8.3,1327,1275,0.961,NA,NA,NA,NA,NA,0.960813865862849,696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10876,"SP",2010,"iceoff",0,8.11,NA,7.62,7.29,2.86,2.86,1,NA,15,8.3,133,169,6,8,1478
"949",583,2010-07-20,0,8.1,795,673.14,0.847,NA,NA,NA,NA,NA,0.846716981132075,697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10897,"SP",2010,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,NA,NA,NA,NA,NA
"950",584,2010-08-03,0,8.1,1855,1622.6,0.875,NA,NA,NA,NA,NA,0.874716981132075,698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10916,"SP",2010,"iceoff",0,8.45,695,7.4,3.08,2.89,1.72,2,NA,9,8.1,182,207,7,10,2877
"951",585,2010-08-17,0,8.4,1593,1411.8,0.886,NA,NA,NA,NA,NA,0.886252354048964,699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10937,"SP",2010,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA
"952",586,2010-09-01,0,8.3,1215,1230.5,1.013,NA,NA,NA,NA,NA,1.01275720164609,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10956,"SP",2010,"iceoff",0,8.4,NA,7.57,8,3.15,3.11,2,NA,10,8.3,285,294,4,4,2948
"953",587,2010-09-14,0,9,476,301.65,0.634,NA,NA,NA,NA,NA,0.633718487394958,701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10977,"SP",2010,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
"954",588,2010-09-28,0,8.6,264,193.18,0.733,NA,NA,NA,NA,NA,0.731742424242424,702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10996,"SP",2010,"iceoff",0,7.85,NA,8.29,8.1,3.02,2.89,2,NA,24,8.6,189,207,8,10,2610
"955",589,2010-10-12,0,9.3,435,282.47,0.649,NA,NA,NA,NA,NA,0.649356321839081,703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11018,"SP",2010,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA
"956",590,2010-10-26,0,9.7,25,16.63,0.678,NA,NA,NA,NA,NA,0.6652,704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11038,"SP",2010,"iceoff",0,7.61,NA,7.27,7.31,12.42,12.17,6,NA,24,9.7,134,165,10,18,2771
"957",591,2010-11-11,0,10,577,334.85,0.581,NA,NA,NA,NA,NA,0.580329289428076,705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11060,"SP",2010,"iceoff",0,7.6,728,8,7.68,10.32,10.06,5,NA,33,10,183,193,4,8,3260
"958",592,2011-01-18,0,13.6,422,5.12,0.012,16.9,31,10,0.224,21,0.0121327014218009,706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11082,"SP",2011,"iceon",0,7.76,NA,8.48,8.97,NA,NA,53,NA,53,13.6,257,280,11,13,2925
"959",593,2011-01-18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11082,"SP",2011,"iceon",0,7.76,NA,8.48,8.97,NA,NA,53,NA,53,13.6,257,280,11,13,2925
"960",592,2011-01-18,0,13.6,422,5.12,0.012,16.9,31,10,0.224,21,0.0121327014218009,707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11083,"SP",2011,"iceon",0,7.76,NA,9.08,8.71,NA,NA,45,NA,45,13.6,247,267,11,10,3278
"961",593,2011-01-18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11083,"SP",2011,"iceon",0,7.76,NA,9.08,8.71,NA,NA,45,NA,45,13.6,247,267,11,10,3278
"962",592,2011-01-18,0,13.6,422,5.12,0.012,16.9,31,10,0.224,21,0.0121327014218009,708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11084,"SP",2011,"iceon",0,7.76,NA,8.48,8.97,NA,NA,53,NA,53,NA,257,280,11,13,2925
"963",593,2011-01-18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11084,"SP",2011,"iceon",0,7.76,NA,8.48,8.97,NA,NA,53,NA,53,NA,257,280,11,13,2925
"964",592,2011-01-18,0,13.6,422,5.12,0.012,16.9,31,10,0.224,21,0.0121327014218009,709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11085,"SP",2011,"iceon",0,7.76,NA,9.08,8.71,NA,NA,45,NA,45,NA,247,267,11,10,3278
"965",593,2011-01-18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11085,"SP",2011,"iceon",0,7.76,NA,9.08,8.71,NA,NA,45,NA,45,NA,247,267,11,10,3278
"966",594,2011-02-14,0,13.6,1051,33.17,0.032,16.9,35,11,0.216,24,0.0315604186489058,710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11102,"SP",2011,"iceon",0,7.71,868,9.17,8.79,2.92,2.71,12,NA,15,13.6,255,259,11,13,3106
"967",595,2011-03-21,0,13.4,134,50.13,0.374,1.4,43,7,0.284,36,0.37410447761194,711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11124,"SP",2011,"iceon",0,8.06,NA,6.76,6.77,2.58,2.38,141,NA,169,13.4,385,424,0,9,2623
"968",596,2011-05-03,0,10.6,1646,1154,0.651,NA,NA,NA,NA,NA,0.701093560145808,712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11146,"SP",2011,"iceoff",0,7.48,718,8.68,8.7,2.53,2.5,24,NA,40,10.6,205,265,3,13,4283
"969",597,2011-05-16,0,10.9,1714,975.37,0.569,NA,NA,NA,NA,NA,0.569060676779463,713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11168,"SP",2011,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,NA,NA,NA,NA,NA
"970",598,2011-06-03,0,10,961,627.7,0.653,NA,NA,NA,NA,NA,0.653173777315297,714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11188,"SP",2011,"iceoff",0,8.17,NA,7.98,8.02,2.83,2.65,3,NA,11,10,152,178,2,4,3520
"971",599,2011-06-13,0,9,1736,938.11,0.541,NA,NA,NA,NA,NA,0.540385944700461,715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11210,"SP",2011,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
"972",600,2011-06-28,0,9,1869,1029.9,0.551,NA,NA,NA,NA,NA,0.551043338683788,716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11230,"SP",2011,"iceoff",0,8.01,NA,7.7,8.16,2.47,2.56,6,NA,0,9,142,176,8,7,3278
