,X1.x,sampledate,depth.x,o2.x,deck,light,frlight,avsnow,totice,whiteice,extcoef,blueice,surflite,Genus,Transect Cell Count,Magnification,Biovolume,CellBioVol,PerBioVol,# of Transects,Cell Count per cm2,Transect Length (cm),Start XY,Taxa,WaterCol,Functional,X15,X16,X17,X18,X19,End XY,Notes,Field of View scope,Field of View #,Total Cell Count,Estimated Total,Estimated Mucilage Percent Coverage,X1.y,lakeid,year4,group,depth.y,ph,alk,dic,tic,doc,toc,no3no2,no2,nh4,o2.y,totnf,totnuf,totpf,totpuf,drsif,year4frac,lakeid.y,year4.y,rep,sta,depth,surfchlor,wtemp,o2,o2sat,cond,frlight.y,chlor,phaeo,ph.y,phair,alk.y,dic.y,tic.y,doc.y,toc.y,no3no2.y,no2.y,nh4.y,totnf.y,totnuf.y,totpf.y,totpuf.y,drsif.y,brsif,brsiuf,tpm,cl,so4,ca,mg,na,k,fe,mn,no3no2_sloh,nh4_sloh,kjdl_n_sloh,totpuf_sloh,drp_sloh,drsif_sloh
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.871,SP,2005,1,1,0,5.2,15.37,9.11,96.76,NA,0.14,3.19,1.85,7.43,NA,NA,9.04,9.22,2.76,2.82,1.41,NA,7.05,158.26,210.21,6.93,10.69,3658.87,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.871,SP,2005,1,1,0,5.2,16,8.83,95.83,NA,0.11,3.94,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.871,SP,2005,1,1,0,5.2,16.45,8.61,95.01,114.57,0.16,3.28,0.99,7.45,NA,707.33,8.6,8.84,2.74,2.86,2.06,NA,26.21,206.51,251.1,3.95,8.72,3375.74,NA,NA,0.22,10.84,2.76,12.14,3.39,NA,0.7,0.25,0.02,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.871,SP,2005,1,1,0,5.2,15.77,8.53,92.81,NA,0.11,4.06,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.871,SP,2005,1,1,0,5.2,15.18,8.32,89.76,NA,0.14,3.13,1.81,7.44,NA,NA,-25.31,-51.46,-28.93,-53.99,2.93,NA,30.26,210.21,240.87,5.95,10.78,3333.04,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.871,SP,2005,1,1,0,5.2,13.44,8.01,83.58,NA,0.08,3.33,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.871,SP,2005,2,1,0,4.9,12.06,8.03,81.28,NA,0.1,2.94,0.81,7.32,NA,NA,9.15,9.3,2.99,3.05,2.38,NA,55.37,243.06,293.51,5.58,10.56,3316.03,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.871,SP,2005,2,1,0,4.9,10.64,8.06,78.61,NA,0.12,2.53,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.871,SP,2005,2,1,0,4.9,8.31,8.55,77.7,117.27,0.05,2.39,1.04,7.29,NA,714.95,9.44,9.68,2.68,2.68,3,NA,114.39,277.4,327.53,9.33,13.95,3441,NA,NA,0.06,10.91,2.54,12.68,3.49,NA,0.71,0.84,0.06,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.871,SP,2005,2,1,0,4.9,8.31,8.55,77.7,117.27,0.05,2.39,1.04,7.29,NA,714.95,9.44,9.68,2.68,2.68,3,NA,114.39,277.4,327.53,9.33,13.95,3441,NA,NA,0.06,10.91,2.54,12.68,3.49,NA,0.71,0.84,0.06,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.871,SP,2005,2,1,0,4.9,3.5,9.57,76.34,NA,0,1.1,0.76,7.21,NA,NA,9.51,9.63,2.65,2.64,25.63,NA,118.33,288.03,298.78,2.38,8.17,3649.03,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.871,SP,2005,2,1,0,4.9,3.68,8.62,69.01,118.64,0.09,1.19,0.32,7.14,NA,715.15,9.38,9.5,2.69,2.82,109.77,NA,77.17,320.98,317.99,0.76,3.12,3609.08,NA,NA,0,11.29,2.51,11.86,3.42,3.74,0.66,0.07,0.06,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.871,SP,2005,2,1,0,4.9,6.07,10.63,90.99,112.87,0.08,6.07,1.13,7.45,NA,660.21,8.59,9.05,2.76,2.69,18.04,NA,8.53,145.02,201.28,3.62,10.24,3427.1,NA,NA,0.13,11.04,2.82,10.97,3.26,3.4,0.64,0.01,0,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.871,SP,2005,2,1,0,4.9,6.86,11,95.88,NA,0.14,4.41,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.044,SP,2006,1,1,0,4.6,9.57,10.18,95.11,NA,0.12,3.85,0.51,7.48,NA,NA,8.38,8.61,2.89,2.89,4.19,NA,7.04,143.6,186.95,4.71,11.1,3219.35,NA,NA,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.118,SP,2006,1,1,0,3.7,9.57,10.18,95.11,NA,0.12,3.85,0.51,7.48,NA,NA,8.38,8.61,2.89,2.89,4.19,NA,7.04,143.6,186.95,4.71,11.1,3219.35,NA,NA,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.118,SP,2006,1,1,0,3.7,10.21,9.7,92.38,NA,0.13,5.09,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.118,SP,2006,1,1,0,3.7,13.02,8.97,90.9,NA,0.13,4.98,0.64,7.44,NA,NA,8.34,8.69,3.21,3.36,1.25,NA,6.72,164.73,196.75,3.82,7.88,2986.65,NA,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.118,SP,2006,1,1,0,3.7,13.01,8.41,85.7,NA,NA,3.86,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.118,SP,2006,1,1,0,3.7,14.53,8.66,91.33,NA,0.1,3.76,0.89,7.41,NA,NA,-23.43,-10.17,-27.28,-14.02,13.36,NA,13.96,179.81,221.73,1.26,4.52,2862.39,NA,NA,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.118,SP,2006,1,1,0,3.7,14.65,8.2,87.14,NA,0.11,3.43,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.118,SP,2006,1,1,0,3.7,15.12,8.36,89.44,113.2,0.14,3.93,0.73,7.45,NA,698.93,8.29,8.48,3.42,3.44,1.5,NA,7.16,183.95,218.83,1.29,4.87,2803.64,NA,NA,0.17,11.14,2.41,12.08,3.5,3.93,0.6,0.01,0.01,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.118,SP,2006,1,1,0,3.7,15,7.83,84.47,NA,0.07,3.89,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.118,SP,2006,2,1,0,3,13.8,7.71,81.22,NA,NA,3.7,0.81,7.25,NA,NA,9,9.12,3.26,3.26,1.64,NA,31.75,203.37,258.06,5.53,10.26,3075.56,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.118,SP,2006,2,1,0,3,14.12,7.47,79.92,NA,0.15,2.65,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.118,SP,2006,2,1,0,3,13.45,7.39,77.68,NA,0.12,2.98,1.49,7.34,NA,NA,9.23,9.28,3.21,3.24,2.28,NA,36.48,217.69,268.89,5.67,10.39,3241.58,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.118,SP,2006,2,1,0,3,11.46,7.22,72.27,NA,0.1,2.58,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.118,SP,2006,2,1,0,3,5.47,9.04,76.05,114.38,0.06,4.71,0.83,7.29,NA,680.51,8.84,9.02,3.04,3.11,3.87,NA,41.58,219.6,269.11,1.51,7.51,3216.2,NA,NA,0.06,11.3,2.72,11.84,3.43,3.72,0.69,0.1,0.01,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.118,SP,2006,2,1,0,3,2.13,10.47,80.43,NA,0,2.76,0.79,7.29,NA,NA,9.36,9.54,3.08,3.08,22.47,NA,111.79,285.65,321.95,1.25,8.92,3935.27,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.118,SP,2006,2,1,0,3,2.2,9.95,76.42,123.99,0,5.87,0.5,7.29,NA,756.84,9.9,10.01,3.15,3.28,65.13,NA,179.69,341.36,417.79,5.76,10.95,3676.89,NA,NA,0,11.84,2.52,13.24,3.83,4.19,0.81,1.05,0.41,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.118,SP,2006,2,1,0,3,2.22,9.66,74.17,NA,0.01,1.26,0.57,7.23,NA,NA,10.23,10.23,3.23,3.01,54.41,NA,189.43,436.49,536.45,9.15,15.2,3878.08,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.244,SP,2006,1,1,0,0.7,2.22,9.66,74.17,NA,0.01,1.26,0.57,7.23,NA,NA,10.23,10.23,3.23,3.01,54.41,NA,189.43,436.49,536.45,9.15,15.2,3878.08,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.244,SP,2006,2,1,0,0.6,6.72,9.73,85.53,115.11,0.14,6.49,0.41,7.21,NA,677.65,8.86,9.05,2.88,2.91,51.41,NA,20.25,247.89,301.71,3.49,9.61,3451.79,NA,NA,0.1,11.4,2.42,11.93,3.46,3.96,0.72,0.05,0,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.332,SP,2006,1,1,0,4.3,10.57,10.02,96.39,NA,0.14,7.91,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.375,SP,2006,1,1,0,4,10.57,10.02,96.39,NA,0.14,7.91,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.375,SP,2006,2,1,0,3.1,10.62,9.92,95.78,NA,0.14,5.73,1.08,7.42,NA,NA,8.49,8.74,3.22,3.36,4.88,NA,27.54,184.07,244.15,4.98,12.54,3259.67,NA,NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.411,SP,2006,1,1,0,1.6,12.83,9.49,96.21,NA,0.14,5.24,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.452,SP,2006,1,1,0,2.1,13.93,9.32,96.79,NA,0.12,6.38,0.59,7.46,NA,NA,8.53,8.67,3.34,3.39,14.17,NA,51.66,212.58,256.24,0.5,6.53,3343.93,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.488,SP,2006,1,1,0,2.3,14.05,8.93,93.68,NA,0.15,6.35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.526,SP,2006,1,1,0,0.6,14.25,9.51,99.28,115.8,0.14,3.72,1.2,7.46,NA,693.34,8.25,8.44,3.16,3.16,16.83,NA,22.99,197.95,241.6,1.19,6.58,3149.95,NA,NA,0.2,11.38,2.57,11.94,3.44,4.14,0.73,0.11,0.02,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.564,SP,2006,1,1,0,0.9,14.57,8.76,93.51,NA,0.18,3.78,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.603,SP,2006,1,1,0,-0.8,14.35,8.4,89.56,NA,0.1,4.15,1.48,7.34,NA,NA,8.64,8.95,3.05,3.11,0.07,NA,39.04,187.38,252.64,3.73,9.29,3194.09,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.644,SP,2006,1,1,0,0.8,14.45,8.35,89.7,NA,0.14,2.79,1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.685,SP,2006,1,1,0,1.2,11.58,8.13,81.73,NA,0.12,3.02,3.22,7.33,NA,NA,9.16,9.43,3.12,3.08,1.42,NA,33.69,174.12,215.11,2.98,7.03,3237.51,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.685,SP,2006,2,1,0,1.1,8.79,8.08,75.32,NA,0.1,3.41,3.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.721,SP,2006,1,1,0,1.3,4.99,9.58,79.6,115,0.06,5.26,0.4,7.3,NA,687.58,8.55,8.63,3.12,2.8,1.62,NA,31.73,176.25,229.08,2.63,9,3091.03,NA,NA,0.08,11.54,2.54,11.66,3.4,3.6,0.67,0.09,0.03,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.756,SP,2006,1,1,0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.797,SP,2006,1,1,0,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.827,SP,2006,1,1,0,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.038,SP,2007,1,1,0,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.137,SP,2007,1,1,0,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.236,SP,2007,1,1,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.236,SP,2007,2,1,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.31,SP,2007,1,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.351,SP,2007,1,1,0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.384,SP,2007,1,1,0,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.427,SP,2007,1,1,0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.463,SP,2007,1,1,0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.463,SP,2007,1,1,0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.463,SP,2007,1,1,0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.463,SP,2007,1,1,0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.463,SP,2007,1,1,0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.463,SP,2007,1,1,0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.463,SP,2007,1,1,0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.463,SP,2007,1,1,0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.463,SP,2007,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.463,SP,2007,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.463,SP,2007,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.463,SP,2007,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.463,SP,2007,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.463,SP,2007,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.463,SP,2007,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.463,SP,2007,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.499,SP,2007,1,1,0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.537,SP,2007,1,1,0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.556,SP,2007,1,1,0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.556,SP,2007,2,1,0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
