lakeid,year4,sample_date,species_code,species_name,density,individuals_measured,avg_length
SP,2009,08/19/2009,50700,BOSMINIDAE,2.24,7,0.21
SP,2009,08/19/2009,60203,ASCOMORPHA SALTANS,1.68,,
SP,2009,08/19/2009,60900,CONOCHILUS,0.56,,
SP,2009,08/19/2009,61402,FILINIA TERMINALIS,56.56,,
SP,2009,08/19/2009,61702,KELLICOTTIA LONGISPINA,1.68,,
SP,2009,08/19/2009,61803,KERATELLA CRASSA,0.56,,
SP,2009,08/19/2009,61804,KERATELLA EARLINAE,19.6,,
SP,2009,08/19/2009,61806,KERATELLA QUADRATA,0.56,,
SP,2009,08/19/2009,63005,POLYARTHRA VULGARIS,0.56,,
SP,2009,08/19/2009,63400,SYNCHAETA,2.24,,
SP,2009,08/19/2009,88888,UNKNOWN ROTIFER,0.56,,
SP,2009,09/17/2009,10000,COPEPOD NAUPLII,5.04,,
SP,2009,09/17/2009,20000,CYCLOPOID,0.28,,
SP,2009,09/17/2009,20302,DIACYCLOPS THOMASI,0.56,2,0.72
SP,2009,09/17/2009,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1.4,5,0.33
SP,2009,09/17/2009,30000,CALANOID,2.24,8,0.67
SP,2009,09/17/2009,30402,LEPTODIAPTOMUS MINUTUS,8.4,30,0.74
SP,2009,09/17/2009,50700,BOSMINIDAE,53.48,55,0.28
SP,2009,09/17/2009,51202,DIAPHANOSOMA BIRGEI,0.84,3,0.54
SP,2009,09/17/2009,60200,ASCOMORPHA,6.72,,
SP,2009,09/17/2009,60300,ASPLANCHNA,3.36,,
SP,2009,09/17/2009,60600,COLLOTHECA,1.68,,
SP,2009,09/17/2009,60800,CONOCHILOIDES,0.56,,
SP,2009,09/17/2009,60900,CONOCHILUS,5.6,,
SP,2009,09/17/2009,61402,FILINIA TERMINALIS,250.32,,
SP,2009,09/17/2009,61502,GASTROPUS STYLIFER,14,,
SP,2009,09/17/2009,61702,KELLICOTTIA LONGISPINA,19.6,,
SP,2009,09/17/2009,61801,KERATELLA COCHLEARIS,0.56,,
SP,2009,09/17/2009,61803,KERATELLA CRASSA,2.24,,
SP,2009,09/17/2009,61804,KERATELLA EARLINAE,26.32,,
SP,2009,09/17/2009,61806,KERATELLA QUADRATA,0.56,,
SP,2009,09/17/2009,62902,PLOESOMA LENTICULARE,0.56,,
SP,2009,09/17/2009,63001,POLYARTHRA DOLICHOPTERA,1.68,,
SP,2009,09/17/2009,63004,POLYARTHRA REMATA,12.32,,
SP,2009,09/17/2009,63005,POLYARTHRA VULGARIS,2.24,,
SP,2009,09/17/2009,63400,SYNCHAETA,14.56,,
SP,2009,10/14/2009,10000,COPEPOD NAUPLII,3.92,,
SP,2009,10/14/2009,20000,CYCLOPOID,1.96,3,0.38
SP,2009,10/14/2009,20302,DIACYCLOPS THOMASI,1.4,4,0.49
SP,2009,10/14/2009,20901,TROPOCYCLOPS PRASINUS MEXICANUS,4.76,6,0.42
SP,2009,10/14/2009,30000,CALANOID,0.28,,
SP,2009,10/14/2009,30402,LEPTODIAPTOMUS MINUTUS,0.56,,
SP,2009,10/14/2009,50700,BOSMINIDAE,57.4,50,0.28
SP,2009,10/14/2009,51103,DAPHNIA MENDOTAE,1.68,1,0.65
SP,2009,10/14/2009,51104,DAPHNIA LONGIREMIS,0.28,,
SP,2009,10/14/2009,51202,DIAPHANOSOMA BIRGEI,0.28,,
SP,2009,10/14/2009,60300,ASPLANCHNA,5.6,,
SP,2009,10/14/2009,60600,COLLOTHECA,1.12,,
SP,2009,10/14/2009,60900,CONOCHILUS,12.32,,
SP,2009,10/14/2009,61402,FILINIA TERMINALIS,86.24,,
SP,2009,10/14/2009,61701,KELLICOTTIA BOSTONIENSIS,1.12,,
SP,2009,10/14/2009,61702,KELLICOTTIA LONGISPINA,24.64,,
SP,2009,10/14/2009,61801,KERATELLA COCHLEARIS,2.8,,
SP,2009,10/14/2009,61803,KERATELLA CRASSA,1.12,,
SP,2009,10/14/2009,61804,KERATELLA EARLINAE,22.96,,
SP,2009,10/14/2009,63001,POLYARTHRA DOLICHOPTERA,5.04,,
SP,2009,10/14/2009,63004,POLYARTHRA REMATA,55.44,,
SP,2009,10/14/2009,63005,POLYARTHRA VULGARIS,8.4,,
SP,2009,10/14/2009,63400,SYNCHAETA,3.36,,
SP,2009,11/11/2009,10000,COPEPOD NAUPLII,7.84,,
SP,2009,11/11/2009,20000,CYCLOPOID,1.96,7,0.42
SP,2009,11/11/2009,20901,TROPOCYCLOPS PRASINUS MEXICANUS,2.24,7,0.48
SP,2009,11/11/2009,50700,BOSMINIDAE,7,23,0.3
SP,2009,11/11/2009,60300,ASPLANCHNA,3.36,,
SP,2009,11/11/2009,60900,CONOCHILUS,14,,
SP,2009,11/11/2009,61402,FILINIA TERMINALIS,8.4,,
SP,2009,11/11/2009,61701,KELLICOTTIA BOSTONIENSIS,0.28,,
SP,2009,11/11/2009,61702,KELLICOTTIA LONGISPINA,7.84,,
SP,2009,11/11/2009,61803,KERATELLA CRASSA,0.28,,
SP,2009,11/11/2009,61804,KERATELLA EARLINAE,20.72,,
SP,2009,11/11/2009,61806,KERATELLA QUADRATA,0.28,,
SP,2009,11/11/2009,63004,POLYARTHRA REMATA,15.4,,
SP,2009,11/11/2009,63005,POLYARTHRA VULGARIS,10.08,,
SP,2009,11/11/2009,63400,SYNCHAETA,0.84,,
SP,2010,02/11/2010,10000,COPEPOD NAUPLII,3.36,,
SP,2010,02/11/2010,20000,CYCLOPOID,1.12,4,0.4
SP,2010,02/11/2010,20901,TROPOCYCLOPS PRASINUS MEXICANUS,0.28,1,0.5
SP,2010,02/11/2010,50700,BOSMINIDAE,2.24,8,0.32
SP,2010,02/11/2010,60200,ASCOMORPHA,61.04,,
SP,2010,02/11/2010,60300,ASPLANCHNA,7.84,,
SP,2010,02/11/2010,61402,FILINIA TERMINALIS,11.76,,
SP,2010,02/11/2010,61701,KELLICOTTIA BOSTONIENSIS,1.12,,
SP,2010,02/11/2010,61702,KELLICOTTIA LONGISPINA,9.52,,
SP,2010,02/11/2010,61801,KERATELLA COCHLEARIS,5.6,,
SP,2010,02/11/2010,61804,KERATELLA EARLINAE,42,,
SP,2010,02/11/2010,61805,KERATELLA HIEMALIS,1.12,,
SP,2010,02/11/2010,61806,KERATELLA QUADRATA,0.56,,
SP,2010,02/11/2010,63001,POLYARTHRA DOLICHOPTERA,23.52,,
SP,2010,02/11/2010,63004,POLYARTHRA REMATA,0.56,,
SP,2010,02/11/2010,63005,POLYARTHRA VULGARIS,3.36,,
SP,2010,04/12/2010,20000,CYCLOPOID,2.52,9,0.43
SP,2010,04/12/2010,20302,DIACYCLOPS THOMASI,1.12,4,0.6
SP,2010,04/12/2010,50700,BOSMINIDAE,0.28,1,0.28
SP,2010,04/12/2010,51104,DAPHNIA LONGIREMIS,0.28,1,0.61
SP,2010,04/12/2010,60300,ASPLANCHNA,2.8,,
SP,2010,04/12/2010,61402,FILINIA TERMINALIS,19.6,,
SP,2010,04/12/2010,61502,GASTROPUS STYLIFER,2.8,,
SP,2010,04/12/2010,61701,KELLICOTTIA BOSTONIENSIS,2.8,,
SP,2010,04/12/2010,61702,KELLICOTTIA LONGISPINA,47.6,,
SP,2010,04/12/2010,61804,KERATELLA EARLINAE,86.8,,
SP,2010,04/12/2010,63001,POLYARTHRA DOLICHOPTERA,389.2,,
SP,2010,04/12/2010,63004,POLYARTHRA REMATA,2.8,,
SP,2010,04/12/2010,63005,POLYARTHRA VULGARIS,5.6,,
SP,2010,04/12/2010,63400,SYNCHAETA,2.8,,
SP,2010,05/10/2010,10000,COPEPOD NAUPLII,1.68,,
SP,2010,05/10/2010,20302,DIACYCLOPS THOMASI,0.84,3,0.56
SP,2010,05/10/2010,30000,CALANOID,1.96,6,0.65
SP,2010,05/10/2010,30201,EPISCHURA LACUSTRIS,0.28,1,0.43
SP,2010,05/10/2010,50700,BOSMINIDAE,0.84,3,0.29
SP,2010,05/10/2010,60200,ASCOMORPHA,1.12,,
SP,2010,05/10/2010,60300,ASPLANCHNA,14,,
SP,2010,05/10/2010,61402,FILINIA TERMINALIS,1.68,,
SP,2010,05/10/2010,61702,KELLICOTTIA LONGISPINA,153.44,,
SP,2010,05/10/2010,61801,KERATELLA COCHLEARIS,1.68,,
SP,2010,05/10/2010,61804,KERATELLA EARLINAE,24.08,,
SP,2010,05/10/2010,61805,KERATELLA HIEMALIS,1.68,,
SP,2010,05/10/2010,61806,KERATELLA QUADRATA,0.56,,
SP,2010,05/10/2010,63001,POLYARTHRA DOLICHOPTERA,257.04,,
SP,2010,05/10/2010,63004,POLYARTHRA REMATA,10.08,,
SP,2010,05/10/2010,63005,POLYARTHRA VULGARIS,5.6,,
SP,2010,06/08/2010,10000,COPEPOD NAUPLII,15.4,,
SP,2010,06/08/2010,20000,CYCLOPOID,1.68,6,0.42
SP,2010,06/08/2010,20101,ACANTHOCYCLOPS VERNALIS,0.28,1,0.65
SP,2010,06/08/2010,20302,DIACYCLOPS THOMASI,0.56,2,0.51
SP,2010,06/08/2010,20901,TROPOCYCLOPS PRASINUS MEXICANUS,0.84,3,0.35
SP,2010,06/08/2010,30000,CALANOID,4.76,12,0.46
SP,2010,06/08/2010,30201,EPISCHURA LACUSTRIS,0.56,2,0.97
SP,2010,06/08/2010,30402,LEPTODIAPTOMUS MINUTUS,0.84,2,0.8
SP,2010,06/08/2010,50700,BOSMINIDAE,1.12,4,0.27
SP,2010,06/08/2010,51100,DAPHNIA,0.56,2,0.43
SP,2010,06/08/2010,60200,ASCOMORPHA,1.12,,
SP,2010,06/08/2010,60300,ASPLANCHNA,18.76,,
SP,2010,06/08/2010,60900,CONOCHILUS,24.08,,
SP,2010,06/08/2010,61402,FILINIA TERMINALIS,1.12,,
SP,2010,06/08/2010,61702,KELLICOTTIA LONGISPINA,44.52,,
SP,2010,06/08/2010,61803,KERATELLA CRASSA,0.28,,
SP,2010,06/08/2010,61804,KERATELLA EARLINAE,0.56,,
SP,2010,06/08/2010,62900,PLOESOMA,2.52,,
SP,2010,06/08/2010,63001,POLYARTHRA DOLICHOPTERA,35.56,,
SP,2010,06/08/2010,63004,POLYARTHRA REMATA,21,,
SP,2010,06/08/2010,63005,POLYARTHRA VULGARIS,4.2,,
SP,2010,06/08/2010,63400,SYNCHAETA,2.52,,
SP,2010,07/06/2010,10000,COPEPOD NAUPLII,5.6,,
SP,2010,07/06/2010,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1.12,3,0.25
SP,2010,07/06/2010,30000,CALANOID,16.8,22,0.48
SP,2010,07/06/2010,30201,EPISCHURA LACUSTRIS,0.56,1,0.41
SP,2010,07/06/2010,30402,LEPTODIAPTOMUS MINUTUS,6.16,14,0.77
SP,2010,07/06/2010,50700,BOSMINIDAE,1.4,3,0.29
SP,2010,07/06/2010,51100,DAPHNIA,0.84,3,0.41
SP,2010,07/06/2010,51104,DAPHNIA LONGIREMIS,0.56,1,0.57
SP,2010,07/06/2010,51202,DIAPHANOSOMA BIRGEI,1.96,3,0.72
SP,2010,07/06/2010,60300,ASPLANCHNA,5.04,,
SP,2010,07/06/2010,60900,CONOCHILUS,122.64,,
SP,2010,07/06/2010,61402,FILINIA TERMINALIS,1.12,,
SP,2010,07/06/2010,61702,KELLICOTTIA LONGISPINA,36.96,,
SP,2010,07/06/2010,61804,KERATELLA EARLINAE,5.04,,
SP,2010,07/06/2010,62900,PLOESOMA,8.4,,
SP,2010,07/06/2010,63001,POLYARTHRA DOLICHOPTERA,2.8,,
SP,2010,07/06/2010,63004,POLYARTHRA REMATA,13.44,,
SP,2010,07/06/2010,63005,POLYARTHRA VULGARIS,7.28,,
SP,2010,07/06/2010,63400,SYNCHAETA,16.24,,
SP,2010,08/03/2010,10000,COPEPOD NAUPLII,3.36,,
SP,2010,08/03/2010,20000,CYCLOPOID,1.68,6,0.4
SP,2010,08/03/2010,20302,DIACYCLOPS THOMASI,0.84,3,0.65
SP,2010,08/03/2010,20901,TROPOCYCLOPS PRASINUS MEXICANUS,0.28,,
SP,2010,08/03/2010,30000,CALANOID,1.4,4,0.61
SP,2010,08/03/2010,30402,LEPTODIAPTOMUS MINUTUS,1.68,5,0.76
SP,2010,08/03/2010,50700,BOSMINIDAE,1.68,5,0.28
SP,2010,08/03/2010,51100,DAPHNIA,0.84,3,0.44
SP,2010,08/03/2010,51104,DAPHNIA LONGIREMIS,0.28,1,0.63
SP,2010,08/03/2010,51202,DIAPHANOSOMA BIRGEI,8.12,26,0.68
SP,2010,08/03/2010,60300,ASPLANCHNA,5.88,,
SP,2010,08/03/2010,60900,CONOCHILUS,9.52,,
SP,2010,08/03/2010,61402,FILINIA TERMINALIS,2.8,,
SP,2010,08/03/2010,61702,KELLICOTTIA LONGISPINA,1.96,,
SP,2010,08/03/2010,61801,KERATELLA COCHLEARIS,0.84,,
SP,2010,08/03/2010,61804,KERATELLA EARLINAE,3.36,,
SP,2010,08/03/2010,61806,KERATELLA QUADRATA,0.84,,
SP,2010,08/03/2010,61808,KERATELLA TAUROCEPHALA,0.28,,
SP,2010,08/03/2010,62900,PLOESOMA,2.52,,
SP,2010,08/03/2010,63001,POLYARTHRA DOLICHOPTERA,0.56,,
SP,2010,08/03/2010,63004,POLYARTHRA REMATA,5.6,,
SP,2010,08/03/2010,63400,SYNCHAETA,2.24,,
SP,2010,09/01/2010,10000,COPEPOD NAUPLII,6.44,,
SP,2010,09/01/2010,20000,CYCLOPOID,3.36,11,0.38
SP,2010,09/01/2010,20101,ACANTHOCYCLOPS VERNALIS,3.64,12,0.54
SP,2010,09/01/2010,20302,DIACYCLOPS THOMASI,0.84,3,0.61
SP,2010,09/01/2010,20901,TROPOCYCLOPS PRASINUS MEXICANUS,2.24,8,0.43
SP,2010,09/01/2010,30000,CALANOID,1.96,7,0.58
SP,2010,09/01/2010,30201,EPISCHURA LACUSTRIS,0.28,1,1.42
SP,2010,09/01/2010,30402,LEPTODIAPTOMUS MINUTUS,1.68,5,0.72
SP,2010,09/01/2010,50700,BOSMINIDAE,43.68,30,0.28
SP,2010,09/01/2010,51100,DAPHNIA,13.16,30,0.43
SP,2010,09/01/2010,51104,DAPHNIA LONGIREMIS,22.96,31,0.59
SP,2010,09/01/2010,51202,DIAPHANOSOMA BIRGEI,7.28,26,0.69
SP,2010,09/01/2010,60200,ASCOMORPHA,1.96,,
SP,2010,09/01/2010,60202,ASCOMORPHA OVALIS,1.12,,
SP,2010,09/01/2010,60300,ASPLANCHNA,15.96,,
SP,2010,09/01/2010,60600,COLLOTHECA,4.2,,
SP,2010,09/01/2010,60900,CONOCHILUS,21.56,,
SP,2010,09/01/2010,61402,FILINIA TERMINALIS,9.52,,
SP,2010,09/01/2010,61502,GASTROPUS STYLIFER,0.28,,
SP,2010,09/01/2010,61702,KELLICOTTIA LONGISPINA,3.08,,
SP,2010,09/01/2010,61801,KERATELLA COCHLEARIS,1.4,,
SP,2010,09/01/2010,61804,KERATELLA EARLINAE,13.44,,
SP,2010,09/01/2010,61806,KERATELLA QUADRATA,3.92,,
SP,2010,09/01/2010,62900,PLOESOMA,1.96,,
SP,2010,09/01/2010,62901,PLOESOMA HUDSONI,0.56,,
SP,2010,09/01/2010,63001,POLYARTHRA DOLICHOPTERA,3.36,,
SP,2010,09/01/2010,63004,POLYARTHRA REMATA,39.48,,
SP,2010,09/01/2010,63005,POLYARTHRA VULGARIS,1.12,,
SP,2010,09/01/2010,63400,SYNCHAETA,1.12,,
SP,2010,09/28/2010,10000,COPEPOD NAUPLII,7.28,,
SP,2010,09/28/2010,20000,CYCLOPOID,1.4,4,0.44
SP,2010,09/28/2010,20101,ACANTHOCYCLOPS VERNALIS,1.4,4,0.68
SP,2010,09/28/2010,20302,DIACYCLOPS THOMASI,1.68,5,0.74
SP,2010,09/28/2010,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1.68,5,0.46
SP,2010,09/28/2010,30000,CALANOID,2.52,9,0.52
SP,2010,09/28/2010,30201,EPISCHURA LACUSTRIS,0.28,1,0.62
SP,2010,09/28/2010,30402,LEPTODIAPTOMUS MINUTUS,0.56,2,0.74
SP,2010,09/28/2010,50700,BOSMINIDAE,8.4,20,0.31
SP,2010,09/28/2010,51100,DAPHNIA,1.4,5,0.44
SP,2010,09/28/2010,51103,DAPHNIA MENDOTAE,0.28,1,0.84
SP,2010,09/28/2010,51104,DAPHNIA LONGIREMIS,34.16,30,0.6
SP,2010,09/28/2010,51202,DIAPHANOSOMA BIRGEI,1.96,7,0.66
SP,2010,09/28/2010,60200,ASCOMORPHA,0.56,,
SP,2010,09/28/2010,60202,ASCOMORPHA OVALIS,0.84,,
SP,2010,09/28/2010,60300,ASPLANCHNA,21.56,,
SP,2010,09/28/2010,60800,CONOCHILOIDES,0.28,,
SP,2010,09/28/2010,60900,CONOCHILUS,24.92,,
SP,2010,09/28/2010,61402,FILINIA TERMINALIS,1.68,,
SP,2010,09/28/2010,61701,KELLICOTTIA BOSTONIENSIS,0.84,,
SP,2010,09/28/2010,61702,KELLICOTTIA LONGISPINA,3.64,,
SP,2010,09/28/2010,61801,KERATELLA COCHLEARIS,1.96,,
SP,2010,09/28/2010,61803,KERATELLA CRASSA,0.28,,
SP,2010,09/28/2010,61804,KERATELLA EARLINAE,7.84,,
SP,2010,09/28/2010,61806,KERATELLA QUADRATA,0.56,,
SP,2010,09/28/2010,61900,LECANE,0.28,,
SP,2010,09/28/2010,62900,PLOESOMA,0.28,,
SP,2010,09/28/2010,63001,POLYARTHRA DOLICHOPTERA,5.88,,
SP,2010,09/28/2010,63004,POLYARTHRA REMATA,22.96,,
SP,2010,09/28/2010,63005,POLYARTHRA VULGARIS,2.24,,
SP,2010,09/28/2010,63400,SYNCHAETA,1.4,,
SP,2010,11/11/2010,10000,COPEPOD NAUPLII,33.6,,
SP,2010,11/11/2010,20000,CYCLOPOID,2.24,8,0.37
SP,2010,11/11/2010,20302,DIACYCLOPS THOMASI,5.6,19,0.61
SP,2010,11/11/2010,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1.12,4,0.5
SP,2010,11/11/2010,30402,LEPTODIAPTOMUS MINUTUS,0.28,1,0.84
SP,2010,11/11/2010,50700,BOSMINIDAE,2.8,10,0.35
SP,2010,11/11/2010,51103,DAPHNIA MENDOTAE,0.28,1,0.99
SP,2010,11/11/2010,51104,DAPHNIA LONGIREMIS,37.24,60,0.63
SP,2010,11/11/2010,60300,ASPLANCHNA,3.08,,
SP,2010,11/11/2010,60900,CONOCHILUS,11.48,,
SP,2010,11/11/2010,61501,GASTROPUS HYPTOPUS,18.76,,
SP,2010,11/11/2010,61701,KELLICOTTIA BOSTONIENSIS,5.04,,
SP,2010,11/11/2010,61702,KELLICOTTIA LONGISPINA,11.2,,
SP,2010,11/11/2010,61801,KERATELLA COCHLEARIS,7.56,,
SP,2010,11/11/2010,61804,KERATELLA EARLINAE,11.76,,
SP,2010,11/11/2010,61805,KERATELLA HIEMALIS,0.28,,
SP,2010,11/11/2010,61806,KERATELLA QUADRATA,0.28,,
SP,2010,11/11/2010,61900,LECANE,1.4,,
SP,2010,11/11/2010,63001,POLYARTHRA DOLICHOPTERA,2.24,,
SP,2010,11/11/2010,63004,POLYARTHRA REMATA,4.76,,
SP,2010,11/11/2010,63005,POLYARTHRA VULGARIS,4.2,,
SP,2010,11/11/2010,63400,SYNCHAETA,10.64,,
SP,2011,02/14/2011,10000,COPEPOD NAUPLII,47.32,,
SP,2011,02/14/2011,20000,CYCLOPOID,3.36,8,0.39
SP,2011,02/14/2011,20302,DIACYCLOPS THOMASI,9.52,30,0.59
SP,2011,02/14/2011,20901,TROPOCYCLOPS PRASINUS MEXICANUS,0.28,1,0.49
SP,2011,02/14/2011,50700,BOSMINIDAE,0.56,2,0.39
SP,2011,02/14/2011,51104,DAPHNIA LONGIREMIS,14.56,20,0.75
SP,2011,02/14/2011,60300,ASPLANCHNA,3.08,,
SP,2011,02/14/2011,61701,KELLICOTTIA BOSTONIENSIS,1.68,,
SP,2011,02/14/2011,61702,KELLICOTTIA LONGISPINA,19.88,,
SP,2011,02/14/2011,61801,KERATELLA COCHLEARIS,12.88,,
SP,2011,02/14/2011,61804,KERATELLA EARLINAE,6.16,,
SP,2011,02/14/2011,61805,KERATELLA HIEMALIS,0.28,,
SP,2011,02/14/2011,61806,KERATELLA QUADRATA,0.56,,
SP,2011,02/14/2011,61808,KERATELLA TAUROCEPHALA,0.28,,
SP,2011,02/14/2011,61900,LECANE,0.28,,
SP,2011,02/14/2011,63001,POLYARTHRA DOLICHOPTERA,3.92,,
SP,2011,02/14/2011,63004,POLYARTHRA REMATA,5.04,,
SP,2011,02/14/2011,63005,POLYARTHRA VULGARIS,2.52,,
SP,2011,02/14/2011,63400,SYNCHAETA,2.24,,
SP,2011,05/03/2011,10000,COPEPOD NAUPLII,47.6,,
SP,2011,05/03/2011,20000,CYCLOPOID,5.32,10,0.39
SP,2011,05/03/2011,20302,DIACYCLOPS THOMASI,40.32,55,0.73
SP,2011,05/03/2011,51100,DAPHNIA,1.12,4,0.55
SP,2011,05/03/2011,60200,ASCOMORPHA,0.56,,
SP,2011,05/03/2011,60300,ASPLANCHNA,1.68,,
SP,2011,05/03/2011,61501,GASTROPUS HYPTOPUS,1.68,,
SP,2011,05/03/2011,61702,KELLICOTTIA LONGISPINA,11.2,,
SP,2011,05/03/2011,61801,KERATELLA COCHLEARIS,37.52,,
SP,2011,05/03/2011,61804,KERATELLA EARLINAE,9.52,,
SP,2011,05/03/2011,61805,KERATELLA HIEMALIS,1.68,,
SP,2011,05/03/2011,61806,KERATELLA QUADRATA,2.24,,
SP,2011,05/03/2011,63001,POLYARTHRA DOLICHOPTERA,81.76,,
SP,2011,05/03/2011,63004,POLYARTHRA REMATA,1.68,,
SP,2011,05/03/2011,63005,POLYARTHRA VULGARIS,7.28,,
SP,2011,05/03/2011,63400,SYNCHAETA,0.56,,
SP,2011,06/03/2011,10000,COPEPOD NAUPLII,92.4,,
SP,2011,06/03/2011,20000,CYCLOPOID,5.88,10,0.36
SP,2011,06/03/2011,20302,DIACYCLOPS THOMASI,19.6,53,0.69
SP,2011,06/03/2011,30000,CALANOID,1.12,3,0.45
SP,2011,06/03/2011,30402,LEPTODIAPTOMUS MINUTUS,3.08,10,0.87
SP,2011,06/03/2011,51100,DAPHNIA,0.56,2,0.48
SP,2011,06/03/2011,51104,DAPHNIA LONGIREMIS,0.84,3,0.71
SP,2011,06/03/2011,60900,CONOCHILUS,18.2,,
SP,2011,06/03/2011,61501,GASTROPUS HYPTOPUS,1.4,,
SP,2011,06/03/2011,61502,GASTROPUS STYLIFER,1.4,,
SP,2011,06/03/2011,61702,KELLICOTTIA LONGISPINA,9.8,,
SP,2011,06/03/2011,61801,KERATELLA COCHLEARIS,274.4,,
SP,2011,06/03/2011,61803,KERATELLA CRASSA,4.2,,
SP,2011,06/03/2011,61804,KERATELLA EARLINAE,35,,
SP,2011,06/03/2011,61806,KERATELLA QUADRATA,8.4,,
SP,2011,06/03/2011,61904,LECANE INERMIS,1.4,,
SP,2011,06/03/2011,61918,LECANE TENUISETA,1.4,,
SP,2011,06/03/2011,62400,MONOSTYLA,1.4,,
SP,2011,06/03/2011,63001,POLYARTHRA DOLICHOPTERA,58.8,,
SP,2011,06/03/2011,63002,POLYARTHRA EURYPTERA,2.8,,
SP,2011,06/03/2011,63004,POLYARTHRA REMATA,21,,
SP,2011,06/03/2011,63005,POLYARTHRA VULGARIS,68.6,,
SP,2011,06/28/2011,10000,COPEPOD NAUPLII,128.8,,
SP,2011,06/28/2011,20000,CYCLOPOID,19.6,10,0.33
SP,2011,06/28/2011,20302,DIACYCLOPS THOMASI,46.48,33,0.6
SP,2011,06/28/2011,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1.12,2,0.5
SP,2011,06/28/2011,30000,CALANOID,8.4,14,0.41
SP,2011,06/28/2011,30402,LEPTODIAPTOMUS MINUTUS,4.48,8,0.81
SP,2011,06/28/2011,30801,SKISTODIAPTOMUS OREGONENSIS,0.56,1,1.15
SP,2011,06/28/2011,50700,BOSMINIDAE,5.6,10,0.31
SP,2011,06/28/2011,51100,DAPHNIA,0.56,1,0.44
SP,2011,06/28/2011,51103,DAPHNIA MENDOTAE,0.56,1,1.01
SP,2011,06/28/2011,51104,DAPHNIA LONGIREMIS,1.68,3,0.79
SP,2011,06/28/2011,51202,DIAPHANOSOMA BIRGEI,4.48,8,0.61
SP,2011,06/28/2011,60600,COLLOTHECA,1.4,,
SP,2011,06/28/2011,60900,CONOCHILUS,78.4,,
SP,2011,06/28/2011,61501,GASTROPUS HYPTOPUS,4.2,,
SP,2011,06/28/2011,61502,GASTROPUS STYLIFER,51.8,,
SP,2011,06/28/2011,61702,KELLICOTTIA LONGISPINA,18.2,,
SP,2011,06/28/2011,61801,KERATELLA COCHLEARIS,207.2,,
SP,2011,06/28/2011,61803,KERATELLA CRASSA,4.2,,
SP,2011,06/28/2011,61804,KERATELLA EARLINAE,53.2,,
SP,2011,06/28/2011,61805,KERATELLA HIEMALIS,1.4,,
SP,2011,06/28/2011,61806,KERATELLA QUADRATA,8.4,,
SP,2011,06/28/2011,61904,LECANE INERMIS,7,,
SP,2011,06/28/2011,63001,POLYARTHRA DOLICHOPTERA,35,,
SP,2011,06/28/2011,63004,POLYARTHRA REMATA,47.6,,
SP,2011,06/28/2011,63005,POLYARTHRA VULGARIS,49,,
SP,2011,06/28/2011,63400,SYNCHAETA,2.8,,
SP,2011,07/26/2011,10000,COPEPOD NAUPLII,45.36,,
SP,2011,07/26/2011,20000,CYCLOPOID,1.68,6,0.32
SP,2011,07/26/2011,20302,DIACYCLOPS THOMASI,29.96,45,0.62
SP,2011,07/26/2011,20901,TROPOCYCLOPS PRASINUS MEXICANUS,4.48,16,0.36
SP,2011,07/26/2011,30000,CALANOID,10.64,31,0.53
SP,2011,07/26/2011,30402,LEPTODIAPTOMUS MINUTUS,5.88,19,0.74
SP,2011,07/26/2011,50700,BOSMINIDAE,7.28,25,0.31
SP,2011,07/26/2011,51100,DAPHNIA,0.84,2,0.44
SP,2011,07/26/2011,51104,DAPHNIA LONGIREMIS,1.96,7,0.62
SP,2011,07/26/2011,51130,DAPHNIA PULICARIA,0.28,1,0.68
SP,2011,07/26/2011,51202,DIAPHANOSOMA BIRGEI,3.92,13,0.54
SP,2011,07/26/2011,60300,ASPLANCHNA,0.56,,
SP,2011,07/26/2011,60600,COLLOTHECA,0.56,,
SP,2011,07/26/2011,61502,GASTROPUS STYLIFER,6.16,,
SP,2011,07/26/2011,61702,KELLICOTTIA LONGISPINA,2.8,,
SP,2011,07/26/2011,61801,KERATELLA COCHLEARIS,71.68,,
SP,2011,07/26/2011,61803,KERATELLA CRASSA,2.24,,
SP,2011,07/26/2011,61804,KERATELLA EARLINAE,12.88,,
SP,2011,07/26/2011,61806,KERATELLA QUADRATA,1.12,,
SP,2011,07/26/2011,63001,POLYARTHRA DOLICHOPTERA,0.56,,
SP,2011,07/26/2011,63004,POLYARTHRA REMATA,3.92,,
SP,2011,07/26/2011,63005,POLYARTHRA VULGARIS,6.16,,
SP,2011,08/22/2011,10000,COPEPOD NAUPLII,47.04,,
SP,2011,08/22/2011,20000,CYCLOPOID,1.4,4,0.34
SP,2011,08/22/2011,20302,DIACYCLOPS THOMASI,19.04,32,0.66
SP,2011,08/22/2011,20901,TROPOCYCLOPS PRASINUS MEXICANUS,2.52,9,0.4
SP,2011,08/22/2011,30000,CALANOID,3.64,10,0.48
SP,2011,08/22/2011,30402,LEPTODIAPTOMUS MINUTUS,5.88,13,0.72
SP,2011,08/22/2011,30801,SKISTODIAPTOMUS OREGONENSIS,0.56,2,1.07
