,X1.x,sampledate,depth.x,o2.x,deck,light,frlight,avsnow,totice,whiteice,extcoef,blueice,surflite,X1.y,Genus,Transect Cell Count,Magnification,Biovolume,CellBioVol,PerBioVol,Taxa,WaterCol,Functional,year4,group,depth.y,ph,alk,dic,tic,doc,toc,no3no2,no2,nh4,o2.y,totnf,totnuf,totpf,totpuf,drsif
921,569,10/29/09,0,9.5,35,25.9,0.735,NA,NA,NA,NA,NA,0.74,679,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA
922,570,11/11/09,0,10.1,364,300.61,0.826,NA,NA,NA,NA,NA,0.825851648,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,iceoff,0,7.58,739,8.52,8.38,3.1,3.21,14,NA,38,10.1,224,262,4,9,3272
923,571,11/11/09,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,iceoff,0,7.58,739,8.52,8.38,3.1,3.21,14,NA,38,10.1,224,262,4,9,3272
924,570,11/11/09,0,10.1,364,300.61,0.826,NA,NA,NA,NA,NA,0.825851648,681,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,iceoff,0,7.58,728,8.55,8.3,3.12,3.45,12,NA,31,10.1,267,261,4,8,3277
925,571,11/11/09,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,681,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,iceoff,0,7.58,728,8.55,8.3,3.12,3.45,12,NA,31,10.1,267,261,4,8,3277
926,570,11/11/09,0,10.1,364,300.61,0.826,NA,NA,NA,NA,NA,0.825851648,682,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,iceoff,0,7.58,739,8.52,8.38,3.1,3.21,14,NA,38,NA,224,262,4,9,3272
927,571,11/11/09,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,682,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,iceoff,0,7.58,739,8.52,8.38,3.1,3.21,14,NA,38,NA,224,262,4,9,3272
928,570,11/11/09,0,10.1,364,300.61,0.826,NA,NA,NA,NA,NA,0.825851648,683,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,iceoff,0,7.58,728,8.55,8.3,3.12,3.45,12,NA,31,NA,267,261,4,8,3277
929,571,11/11/09,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,683,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,iceoff,0,7.58,728,8.55,8.3,3.12,3.45,12,NA,31,NA,267,261,4,8,3277
930,572,1/12/10,0,16.4,845,39.21,0.046,5.7,32,17,0.267,15,0.046402367,684,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceon,0,8.31,NA,8.56,8.54,3.47,3.65,4,NA,6,16.4,316,336,10,14,4122
931,573,2/11/10,0,15.9,949,20.66,0.022,9.4,46,14,0.275,32,0.021770285,685,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceon,0,8.16,854,11.59,11.69,3.76,3.66,10,NA,10,15.9,282,288,1,5,3965
932,574,2/11/10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,685,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceon,0,8.16,854,11.59,11.69,3.76,3.66,10,NA,10,15.9,282,288,1,5,3965
933,573,2/11/10,0,15.9,949,20.66,0.022,9.4,46,14,0.275,32,0.021770285,686,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceon,0,8.14,850,12.16,11.28,3.95,3.45,24,NA,4,15.9,255,305,1,5,3956
934,574,2/11/10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,686,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceon,0,8.14,850,12.16,11.28,3.95,3.45,24,NA,4,15.9,255,305,1,5,3956
935,573,2/11/10,0,15.9,949,20.66,0.022,9.4,46,14,0.275,32,0.021770285,687,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceon,0,8.16,854,11.59,11.69,3.76,3.66,10,NA,10,NA,282,288,1,5,3965
936,574,2/11/10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,687,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceon,0,8.16,854,11.59,11.69,3.76,3.66,10,NA,10,NA,282,288,1,5,3965
937,573,2/11/10,0,15.9,949,20.66,0.022,9.4,46,14,0.275,32,0.021770285,688,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceon,0,8.14,850,12.16,11.28,3.95,3.45,24,NA,4,NA,255,305,1,5,3956
938,574,2/11/10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,688,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceon,0,8.14,850,12.16,11.28,3.95,3.45,24,NA,4,NA,255,305,1,5,3956
939,575,4/12/10,0,12.1,700,510.31,0.729,NA,NA,NA,NA,NA,0.729014286,689,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceoff,0,7.74,767,8.92,9.91,3.18,3.09,3,NA,21,12.1,185,227,8,11,3460
940,576,4/27/10,0,11.8,1666,1585.8,0.952,NA,NA,NA,NA,NA,0.951860744,690,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,NA,NA,NA,NA,NA
941,577,5/10/10,0,11,1401,1303.7,0.931,NA,NA,NA,NA,NA,0.930549607,691,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceoff,0,7.99,NA,7.68,7.99,0.83,0.61,3,NA,0,11,164,225,8,11,3295
942,578,5/24/10,0,10.5,645,525.31,0.814,NA,NA,NA,NA,NA,0.814434109,692,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA
943,579,6/8/10,0,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,693,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceoff,0,8.27,NA,8.37,8.18,2.93,2.79,10,NA,76,8.7,164,189,8,6,3769
944,580,6/21/10,0,9.1,983,862.5,0.878,NA,NA,NA,NA,NA,0.877416073,694,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA
945,581,6/21/10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,694,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA
946,580,6/21/10,0,9.1,983,862.5,0.878,NA,NA,NA,NA,NA,0.877416073,695,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
947,581,6/21/10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,695,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
948,582,7/6/10,0,8.3,1327,1275,0.961,NA,NA,NA,NA,NA,0.960813866,696,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceoff,0,8.11,NA,7.62,7.29,2.86,2.86,1,NA,15,8.3,133,169,6,8,1478
949,583,7/20/10,0,8.1,795,673.14,0.847,NA,NA,NA,NA,NA,0.846716981,697,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,NA,NA,NA,NA,NA
950,584,8/3/10,0,8.1,1855,1622.6,0.875,NA,NA,NA,NA,NA,0.874716981,698,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceoff,0,8.45,695,7.4,3.08,2.89,1.72,2,NA,9,8.1,182,207,7,10,2877
951,585,8/17/10,0,8.4,1593,1411.8,0.886,NA,NA,NA,NA,NA,0.886252354,699,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA
952,586,9/1/10,0,8.3,1215,1230.5,1.013,NA,NA,NA,NA,NA,1.012757202,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceoff,0,8.4,NA,7.57,8,3.15,3.11,2,NA,10,8.3,285,294,4,4,2948
953,587,9/14/10,0,9,476,301.65,0.634,NA,NA,NA,NA,NA,0.633718487,701,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
954,588,9/28/10,0,8.6,264,193.18,0.733,NA,NA,NA,NA,NA,0.731742424,702,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceoff,0,7.85,NA,8.29,8.1,3.02,2.89,2,NA,24,8.6,189,207,8,10,2610
955,589,10/12/10,0,9.3,435,282.47,0.649,NA,NA,NA,NA,NA,0.649356322,703,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA
956,590,10/26/10,0,9.7,25,16.63,0.678,NA,NA,NA,NA,NA,0.6652,704,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceoff,0,7.61,NA,7.27,7.31,12.42,12.17,6,NA,24,9.7,134,165,10,18,2771
957,591,11/11/10,0,10,577,334.85,0.581,NA,NA,NA,NA,NA,0.580329289,705,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceoff,0,7.6,728,8,7.68,10.32,10.06,5,NA,33,10,183,193,4,8,3260
958,592,1/18/11,0,13.6,422,5.12,0.012,16.9,31,10,0.224,21,0.012132701,706,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceon,0,7.76,NA,8.48,8.97,NA,NA,53,NA,53,13.6,257,280,11,13,2925
959,593,1/18/11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,706,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceon,0,7.76,NA,8.48,8.97,NA,NA,53,NA,53,13.6,257,280,11,13,2925
960,592,1/18/11,0,13.6,422,5.12,0.012,16.9,31,10,0.224,21,0.012132701,707,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceon,0,7.76,NA,9.08,8.71,NA,NA,45,NA,45,13.6,247,267,11,10,3278
961,593,1/18/11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceon,0,7.76,NA,9.08,8.71,NA,NA,45,NA,45,13.6,247,267,11,10,3278
962,592,1/18/11,0,13.6,422,5.12,0.012,16.9,31,10,0.224,21,0.012132701,708,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceon,0,7.76,NA,8.48,8.97,NA,NA,53,NA,53,NA,257,280,11,13,2925
963,593,1/18/11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,708,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceon,0,7.76,NA,8.48,8.97,NA,NA,53,NA,53,NA,257,280,11,13,2925
964,592,1/18/11,0,13.6,422,5.12,0.012,16.9,31,10,0.224,21,0.012132701,709,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceon,0,7.76,NA,9.08,8.71,NA,NA,45,NA,45,NA,247,267,11,10,3278
965,593,1/18/11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,709,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceon,0,7.76,NA,9.08,8.71,NA,NA,45,NA,45,NA,247,267,11,10,3278
966,594,2/14/11,0,13.6,1051,33.17,0.032,16.9,35,11,0.216,24,0.031560419,710,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceon,0,7.71,868,9.17,8.79,2.92,2.71,12,NA,15,13.6,255,259,11,13,3106
967,595,3/21/11,0,13.4,134,50.13,0.374,1.4,43,7,0.284,36,0.374104478,711,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceon,0,8.06,NA,6.76,6.77,2.58,2.38,141,NA,169,13.4,385,424,0,9,2623
968,596,5/3/11,0,10.6,1646,1154,0.651,NA,NA,NA,NA,NA,0.70109356,712,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,7.48,718,8.68,8.7,2.53,2.5,24,NA,40,10.6,205,265,3,13,4283
969,597,5/16/11,0,10.9,1714,975.37,0.569,NA,NA,NA,NA,NA,0.569060677,713,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,NA,NA,NA,NA,NA
970,598,6/3/11,0,10,961,627.7,0.653,NA,NA,NA,NA,NA,0.653173777,714,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,8.17,NA,7.98,8.02,2.83,2.65,3,NA,11,10,152,178,2,4,3520
971,599,6/13/11,0,9,1736,938.11,0.541,NA,NA,NA,NA,NA,0.540385945,715,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
972,600,6/28/11,0,9,1869,1029.9,0.551,NA,NA,NA,NA,NA,0.551043339,716,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,8.01,NA,7.7,8.16,2.47,2.56,6,NA,0,9,142,176,8,7,3278
973,601,7/11/11,0,8.2,598,326.24,0.546,NA,NA,NA,NA,NA,0.545551839,717,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,NA,NA,NA,NA,NA
974,602,7/26/11,0,8.3,1472,737.57,0.501,NA,NA,NA,NA,NA,0.501066576,718,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,8.15,NA,8.83,9.45,NA,NA,4,NA,0,8.3,204,212,2,4,2842
975,603,7/26/11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,718,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,8.15,NA,8.83,9.45,NA,NA,4,NA,0,8.3,204,212,2,4,2842
976,602,7/26/11,0,8.3,1472,737.57,0.501,NA,NA,NA,NA,NA,0.501066576,719,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,8.09,NA,NA,NA,NA,NA,2,NA,0,8.3,203,219,67,5,2852
977,603,7/26/11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,719,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,8.09,NA,NA,NA,NA,NA,2,NA,0,8.3,203,219,67,5,2852
978,602,7/26/11,0,8.3,1472,737.57,0.501,NA,NA,NA,NA,NA,0.501066576,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,8.15,NA,8.83,9.45,NA,NA,4,NA,0,NA,204,212,2,4,2842
979,603,7/26/11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,8.15,NA,8.83,9.45,NA,NA,4,NA,0,NA,204,212,2,4,2842
980,602,7/26/11,0,8.3,1472,737.57,0.501,NA,NA,NA,NA,NA,0.501066576,721,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,8.09,NA,NA,NA,NA,NA,2,NA,0,NA,203,219,67,5,2852
981,603,7/26/11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,721,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,8.09,NA,NA,NA,NA,NA,2,NA,0,NA,203,219,67,5,2852
982,604,8/8/11,0,8.3,1149,458.3,0.399,NA,NA,NA,NA,NA,0.398868581,722,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA
983,605,8/22/11,0,8.6,1624,906.22,0.558,NA,NA,NA,NA,NA,0.558017241,723,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,8.25,678,7.48,7.78,2.63,2.6,3,NA,0,8.6,308,291,0,0,2696
984,606,9/6/11,0,8.6,1510,871.53,0.577,NA,NA,NA,NA,NA,0.577172185,724,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA
985,607,9/20/11,0,9.3,582,254.34,0.436,NA,NA,NA,NA,NA,0.437010309,725,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,8.17,NA,7.93,7.72,NA,NA,27,NA,34,9.3,236,182,14,11,3011
986,608,10/4/11,0,9.5,761,320.28,0.421,NA,NA,NA,NA,NA,0.42086728,726,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA
987,609,10/17/11,0,9.5,876,463.28,0.529,NA,NA,NA,NA,NA,0.528858447,727,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,7.9,NA,NA,NA,NA,NA,0,NA,0,9.5,188,190,4,5,NA
988,610,10/31/11,0,9,194,89.5,0.461,NA,NA,NA,NA,NA,0.461340206,728,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
989,611,11/15/11,0,9.7,145,59.28,0.409,NA,NA,NA,NA,NA,0.408827586,729,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,7.5,659,NA,NA,NA,NA,89,NA,242,9.7,172,212,5,10,NA
990,612,11/15/11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,729,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,7.5,659,NA,NA,NA,NA,89,NA,242,9.7,172,212,5,10,NA
991,611,11/15/11,0,9.7,145,59.28,0.409,NA,NA,NA,NA,NA,0.408827586,730,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,7.51,662,NA,NA,NA,NA,86,NA,298,9.7,158,203,8,14,NA
992,612,11/15/11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,730,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,7.51,662,NA,NA,NA,NA,86,NA,298,9.7,158,203,8,14,NA
993,611,11/15/11,0,9.7,145,59.28,0.409,NA,NA,NA,NA,NA,0.408827586,731,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,7.5,659,NA,NA,NA,NA,89,NA,242,NA,172,212,5,10,NA
994,612,11/15/11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,731,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,7.5,659,NA,NA,NA,NA,89,NA,242,NA,172,212,5,10,NA
995,611,11/15/11,0,9.7,145,59.28,0.409,NA,NA,NA,NA,NA,0.408827586,732,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,7.51,662,NA,NA,NA,NA,86,NA,298,NA,158,203,8,14,NA
996,612,11/15/11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,732,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,7.51,662,NA,NA,NA,NA,86,NA,298,NA,158,203,8,14,NA
997,613,1/12/12,0,13.3,318,9.47,0.03,9,29,1,0.372,28,0.029779874,733,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceon,0,7.95,NA,8.79,8.6,3.06,3,5,NA,18,13.3,182,204,5,10,3239
998,614,2/21/12,0,12.7,165,4.37,0.027,9.4,41,11,0.285,30,0.026484848,734,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceon,0,7.78,682,8.56,9.37,2.62,2.65,8,NA,25,12.7,134,141,0,0,3185
999,615,2/21/12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,734,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceon,0,7.78,682,8.56,9.37,2.62,2.65,8,NA,25,12.7,134,141,0,0,3185
1000,614,2/21/12,0,12.7,165,4.37,0.027,9.4,41,11,0.285,30,0.026484848,735,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceon,0,7.78,746,8,8.62,2.72,2.67,8,NA,25,12.7,340,116,0,0,3228
1001,615,2/21/12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,735,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceon,0,7.78,746,8,8.62,2.72,2.67,8,NA,25,12.7,340,116,0,0,3228
1002,614,2/21/12,0,12.7,165,4.37,0.027,9.4,41,11,0.285,30,0.026484848,736,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceon,0,7.78,682,8.56,9.37,2.62,2.65,8,NA,25,NA,134,141,0,0,3185
1003,615,2/21/12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,736,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceon,0,7.78,682,8.56,9.37,2.62,2.65,8,NA,25,NA,134,141,0,0,3185
1004,614,2/21/12,0,12.7,165,4.37,0.027,9.4,41,11,0.285,30,0.026484848,737,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceon,0,7.78,746,8,8.62,2.72,2.67,8,NA,25,NA,340,116,0,0,3228
1005,615,2/21/12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,737,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceon,0,7.78,746,8,8.62,2.72,2.67,8,NA,25,NA,340,116,0,0,3228
1006,616,4/2/12,0,10.5,1153,1148.3,0.987,NA,NA,NA,NA,NA,0.995923677,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,7.46,637,7.95,8.51,2.82,2.51,52,NA,9,10.5,250,263,0,0,3754
1007,617,4/17/12,0,11.2,1673,1483.5,0.886,NA,NA,NA,NA,NA,0.886730424,739,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,NA,NA,NA,NA,NA
1008,618,5/2/12,0,11.4,1916,1818.9,0.95,NA,NA,NA,NA,NA,0.949321503,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,8.01,NA,9.19,9.04,2.62,2.42,2,NA,8,11.4,226,280,0,0,3552
1009,619,5/2/12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,8.01,NA,9.19,9.04,2.62,2.42,2,NA,8,11.4,226,280,0,0,3552
1010,618,5/2/12,0,11.4,1916,1818.9,0.95,NA,NA,NA,NA,NA,0.949321503,741,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,8.03,NA,9.21,7.71,2.57,2.49,12,NA,13,11.4,252,263,0,0,3527
1011,619,5/2/12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,8.03,NA,9.21,7.71,2.57,2.49,12,NA,13,11.4,252,263,0,0,3527
1012,618,5/2/12,0,11.4,1916,1818.9,0.95,NA,NA,NA,NA,NA,0.949321503,742,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,8.01,NA,9.19,9.04,2.62,2.42,2,NA,8,NA,226,280,0,0,3552
1013,619,5/2/12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,742,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,8.01,NA,9.19,9.04,2.62,2.42,2,NA,8,NA,226,280,0,0,3552
1014,618,5/2/12,0,11.4,1916,1818.9,0.95,NA,NA,NA,NA,NA,0.949321503,743,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,8.03,NA,9.21,7.71,2.57,2.49,12,NA,13,NA,252,263,0,0,3527
1015,619,5/2/12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,743,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,8.03,NA,9.21,7.71,2.57,2.49,12,NA,13,NA,252,263,0,0,3527
1016,620,5/16/12,0,10.1,1688,1587.7,0.941,NA,NA,NA,NA,NA,0.940580569,744,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,NA,NA,NA,NA,NA
1017,621,5/31/12,0,9.5,1694,1598.6,0.941,NA,NA,NA,NA,NA,0.943683589,745,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,8.04,NA,8.24,7.71,2.49,2.64,6,NA,18,9.5,72,68,0,0,3034
1018,622,6/14/12,0,8.9,113,85.45,0.759,NA,NA,NA,NA,NA,0.75619469,746,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA
1019,623,6/27/12,0,8.7,1564,1121,0.717,NA,NA,NA,NA,NA,0.716751918,747,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,8.22,NA,8.09,8.88,2.73,2.7,4,NA,9,8.7,145,138,0,0,2956
1020,624,7/12/12,0,8.4,1198,885.58,0.74,NA,NA,NA,NA,NA,0.739215359,748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA
1021,625,7/25/12,0,8.2,293,186.03,0.636,NA,NA,NA,NA,NA,0.634914676,749,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,8.45,NA,8.53,8.33,2.94,2.79,3,NA,6,8.2,156,165,1,2,2666
1022,626,8/9/12,0,8.7,267,156.19,0.585,NA,NA,NA,NA,NA,0.584981273,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA
1023,627,8/23/12,0,8.9,523,304.79,0.582,NA,NA,NA,NA,NA,0.582772467,751,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,8.46,696,7.26,7.36,2.71,2.43,0,NA,3,8.9,90,146,0,0,2683
1024,628,8/23/12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,751,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,8.46,696,7.26,7.36,2.71,2.43,0,NA,3,8.9,90,146,0,0,2683
1025,627,8/23/12,0,8.9,523,304.79,0.582,NA,NA,NA,NA,NA,0.582772467,752,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,8.52,702,7.17,7.72,2.53,2.46,0,NA,0,8.9,95,97,0,0,2672
1026,628,8/23/12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,752,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,8.52,702,7.17,7.72,2.53,2.46,0,NA,0,8.9,95,97,0,0,2672
1027,627,8/23/12,0,8.9,523,304.79,0.582,NA,NA,NA,NA,NA,0.582772467,753,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,8.46,696,7.26,7.36,2.71,2.43,0,NA,3,NA,90,146,0,0,2683
