,X1.x,daynum,sampledate,depth.x,o2.x,deck,light,frlight.x,avsnow,totice,whiteice,extcoef,blueice,surflite,X1.y,Genus,Transect Cell Count,Magnification,Biovolume,CellBioVol,PerBioVol,# of Transects,Cell Count per cm2,Transect Length (cm),Start XY,Taxa,WaterCol,Functional,X15,X16,X17,X18,X19,End XY,Notes,Field of View scope,Field of View #,Total Cell Count,Estimated Total,Estimated Mucilage Percent Coverage,X1_1,lakeid,year4.x,group,depth.y,ph.x,alk.x,dic.x,tic.x,doc.x,toc.x,no3no2.x,no2.x,nh4.x,o2.y,totnf.x,totnuf.x,totpf.x,totpuf.x,drsif.x,X1,lakeid.x,wtemp,o2,o2sat,cond,frlight.y,chlor,phaeo,ph.y,phair,alk.y,dic.y,tic.y,doc.y,toc.y,no3no2.y,no2.y,nh4.y,totnf.y,totnuf.y,totpf.y,totpuf.y,drsif.y,brsif,brsiuf,tpm,cl,so4,ca,mg,na,k,fe,mn,no3no2_sloh,nh4_sloh,kjdl_n_sloh,totpuf_sloh,drp_sloh,drsif_sloh,year4frac,lakeid.y,year4.y,rep,sta,depth,surfchlor
1157,530,,1/17/08,0,14.3,249,3.25,0.013,11.1,33,8,0.356,25,0.013052209,631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9943,SP,2008,iceon,0,7.78,NA,9.03,9.58,3.51,3.37,7,NA,32,NA,335,325,5,9,3243,503,SP,3.16,10.59,83.5,NA,0,1.59,1.03,7.34,8.02,NA,9.19,9.54,3.24,3.11,20.2,NA,82.82,344.58,340.93,3.57,7.38,3317.68,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008.044,SP,2008,2,1,0,11
1158,531,,1/17/08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9943,SP,2008,iceon,0,7.78,NA,9.03,9.58,3.51,3.37,7,NA,32,NA,335,325,5,9,3243,503,SP,3.16,10.59,83.5,NA,0,1.59,1.03,7.34,8.02,NA,9.19,9.54,3.24,3.11,20.2,NA,82.82,344.58,340.93,3.57,7.38,3317.68,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008.044,SP,2008,2,1,0,11
1159,532,,3/3/08,0,14.6,1237,19.11,0.015,18.9,48,13,0.236,35,0.015448666,632,Dinobryon,1,NA,1034.087,1034.087,0.139472888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9964,SP,2008,iceon,0,7.63,813,9.9,9.99,3.35,3.27,15,NA,59,14.6,241,269,5,7,3348,504,SP,3.19,9.9,77.87,111.93,0,0.55,0.48,7.16,7.82,756.16,10.03,9.84,3.04,2.98,93.84,NA,37.56,285.61,299.54,4.56,7.1,3418.21,NA,NA,0,8.2,2.38,12.21,3.4,3.18,0.74,0.01,0.02,NA,NA,NA,NA,NA,NA,2008.169,SP,2008,1,1,0,2.4
1160,533,,3/3/08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,632,Dinobryon,1,NA,1034.087,1034.087,0.139472888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9964,SP,2008,iceon,0,7.63,813,9.9,9.99,3.35,3.27,15,NA,59,14.6,241,269,5,7,3348,504,SP,3.19,9.9,77.87,111.93,0,0.55,0.48,7.16,7.82,756.16,10.03,9.84,3.04,2.98,93.84,NA,37.56,285.61,299.54,4.56,7.1,3418.21,NA,NA,0,8.2,2.38,12.21,3.4,3.18,0.74,0.01,0.02,NA,NA,NA,NA,NA,NA,2008.169,SP,2008,1,1,0,2.4
1161,532,,3/3/08,0,14.6,1237,19.11,0.015,18.9,48,13,0.236,35,0.015448666,633,Dinobryon,1,NA,1034.087,1034.087,0.139472888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9965,SP,2008,iceon,0,7.63,801,9.92,10.12,3.46,3.4,12,NA,9,14.6,220,242,2,8,3627,504,SP,3.19,9.9,77.87,111.93,0,0.55,0.48,7.16,7.82,756.16,10.03,9.84,3.04,2.98,93.84,NA,37.56,285.61,299.54,4.56,7.1,3418.21,NA,NA,0,8.2,2.38,12.21,3.4,3.18,0.74,0.01,0.02,NA,NA,NA,NA,NA,NA,2008.169,SP,2008,1,1,0,2.4
1162,533,,3/3/08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633,Dinobryon,1,NA,1034.087,1034.087,0.139472888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9965,SP,2008,iceon,0,7.63,801,9.92,10.12,3.46,3.4,12,NA,9,14.6,220,242,2,8,3627,504,SP,3.19,9.9,77.87,111.93,0,0.55,0.48,7.16,7.82,756.16,10.03,9.84,3.04,2.98,93.84,NA,37.56,285.61,299.54,4.56,7.1,3418.21,NA,NA,0,8.2,2.38,12.21,3.4,3.18,0.74,0.01,0.02,NA,NA,NA,NA,NA,NA,2008.169,SP,2008,1,1,0,2.4
1163,532,,3/3/08,0,14.6,1237,19.11,0.015,18.9,48,13,0.236,35,0.015448666,634,Dinobryon,1,NA,1034.087,1034.087,0.139472888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9966,SP,2008,iceon,0,7.63,813,9.9,9.99,3.35,3.27,15,NA,59,NA,241,269,5,7,3348,504,SP,3.19,9.9,77.87,111.93,0,0.55,0.48,7.16,7.82,756.16,10.03,9.84,3.04,2.98,93.84,NA,37.56,285.61,299.54,4.56,7.1,3418.21,NA,NA,0,8.2,2.38,12.21,3.4,3.18,0.74,0.01,0.02,NA,NA,NA,NA,NA,NA,2008.169,SP,2008,1,1,0,2.4
1164,533,,3/3/08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,634,Dinobryon,1,NA,1034.087,1034.087,0.139472888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9966,SP,2008,iceon,0,7.63,813,9.9,9.99,3.35,3.27,15,NA,59,NA,241,269,5,7,3348,504,SP,3.19,9.9,77.87,111.93,0,0.55,0.48,7.16,7.82,756.16,10.03,9.84,3.04,2.98,93.84,NA,37.56,285.61,299.54,4.56,7.1,3418.21,NA,NA,0,8.2,2.38,12.21,3.4,3.18,0.74,0.01,0.02,NA,NA,NA,NA,NA,NA,2008.169,SP,2008,1,1,0,2.4
1165,532,,3/3/08,0,14.6,1237,19.11,0.015,18.9,48,13,0.236,35,0.015448666,635,Dinobryon,1,NA,1034.087,1034.087,0.139472888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9967,SP,2008,iceon,0,7.63,801,9.92,10.12,3.46,3.4,12,NA,9,NA,220,242,2,8,3627,504,SP,3.19,9.9,77.87,111.93,0,0.55,0.48,7.16,7.82,756.16,10.03,9.84,3.04,2.98,93.84,NA,37.56,285.61,299.54,4.56,7.1,3418.21,NA,NA,0,8.2,2.38,12.21,3.4,3.18,0.74,0.01,0.02,NA,NA,NA,NA,NA,NA,2008.169,SP,2008,1,1,0,2.4
1166,533,,3/3/08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635,Dinobryon,1,NA,1034.087,1034.087,0.139472888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9967,SP,2008,iceon,0,7.63,801,9.92,10.12,3.46,3.4,12,NA,9,NA,220,242,2,8,3627,504,SP,3.19,9.9,77.87,111.93,0,0.55,0.48,7.16,7.82,756.16,10.03,9.84,3.04,2.98,93.84,NA,37.56,285.61,299.54,4.56,7.1,3418.21,NA,NA,0,8.2,2.38,12.21,3.4,3.18,0.74,0.01,0.02,NA,NA,NA,NA,NA,NA,2008.169,SP,2008,1,1,0,2.4
1167,532,,3/3/08,0,14.6,1237,19.11,0.015,18.9,48,13,0.236,35,0.015448666,632,Dinobryon,1,NA,1034.087,1034.087,0.139472888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9964,SP,2008,iceon,0,7.63,813,9.9,9.99,3.35,3.27,15,NA,59,14.6,241,269,5,7,3348,505,SP,3.19,9.9,77.87,111.93,0,0.55,0.48,7.16,7.82,756.16,10.03,9.84,3.04,2.98,93.84,NA,37.56,285.61,299.54,4.56,7.1,3418.21,NA,NA,0,8.2,2.38,12.21,3.4,3.18,0.74,0.01,0.02,NA,NA,NA,NA,NA,NA,2008.169,SP,2008,2,1,0,2.3
1168,533,,3/3/08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,632,Dinobryon,1,NA,1034.087,1034.087,0.139472888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9964,SP,2008,iceon,0,7.63,813,9.9,9.99,3.35,3.27,15,NA,59,14.6,241,269,5,7,3348,505,SP,3.19,9.9,77.87,111.93,0,0.55,0.48,7.16,7.82,756.16,10.03,9.84,3.04,2.98,93.84,NA,37.56,285.61,299.54,4.56,7.1,3418.21,NA,NA,0,8.2,2.38,12.21,3.4,3.18,0.74,0.01,0.02,NA,NA,NA,NA,NA,NA,2008.169,SP,2008,2,1,0,2.3
1169,532,,3/3/08,0,14.6,1237,19.11,0.015,18.9,48,13,0.236,35,0.015448666,633,Dinobryon,1,NA,1034.087,1034.087,0.139472888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9965,SP,2008,iceon,0,7.63,801,9.92,10.12,3.46,3.4,12,NA,9,14.6,220,242,2,8,3627,505,SP,3.19,9.9,77.87,111.93,0,0.55,0.48,7.16,7.82,756.16,10.03,9.84,3.04,2.98,93.84,NA,37.56,285.61,299.54,4.56,7.1,3418.21,NA,NA,0,8.2,2.38,12.21,3.4,3.18,0.74,0.01,0.02,NA,NA,NA,NA,NA,NA,2008.169,SP,2008,2,1,0,2.3
1170,533,,3/3/08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633,Dinobryon,1,NA,1034.087,1034.087,0.139472888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9965,SP,2008,iceon,0,7.63,801,9.92,10.12,3.46,3.4,12,NA,9,14.6,220,242,2,8,3627,505,SP,3.19,9.9,77.87,111.93,0,0.55,0.48,7.16,7.82,756.16,10.03,9.84,3.04,2.98,93.84,NA,37.56,285.61,299.54,4.56,7.1,3418.21,NA,NA,0,8.2,2.38,12.21,3.4,3.18,0.74,0.01,0.02,NA,NA,NA,NA,NA,NA,2008.169,SP,2008,2,1,0,2.3
1171,532,,3/3/08,0,14.6,1237,19.11,0.015,18.9,48,13,0.236,35,0.015448666,634,Dinobryon,1,NA,1034.087,1034.087,0.139472888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9966,SP,2008,iceon,0,7.63,813,9.9,9.99,3.35,3.27,15,NA,59,NA,241,269,5,7,3348,505,SP,3.19,9.9,77.87,111.93,0,0.55,0.48,7.16,7.82,756.16,10.03,9.84,3.04,2.98,93.84,NA,37.56,285.61,299.54,4.56,7.1,3418.21,NA,NA,0,8.2,2.38,12.21,3.4,3.18,0.74,0.01,0.02,NA,NA,NA,NA,NA,NA,2008.169,SP,2008,2,1,0,2.3
1172,533,,3/3/08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,634,Dinobryon,1,NA,1034.087,1034.087,0.139472888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9966,SP,2008,iceon,0,7.63,813,9.9,9.99,3.35,3.27,15,NA,59,NA,241,269,5,7,3348,505,SP,3.19,9.9,77.87,111.93,0,0.55,0.48,7.16,7.82,756.16,10.03,9.84,3.04,2.98,93.84,NA,37.56,285.61,299.54,4.56,7.1,3418.21,NA,NA,0,8.2,2.38,12.21,3.4,3.18,0.74,0.01,0.02,NA,NA,NA,NA,NA,NA,2008.169,SP,2008,2,1,0,2.3
1173,532,,3/3/08,0,14.6,1237,19.11,0.015,18.9,48,13,0.236,35,0.015448666,635,Dinobryon,1,NA,1034.087,1034.087,0.139472888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9967,SP,2008,iceon,0,7.63,801,9.92,10.12,3.46,3.4,12,NA,9,NA,220,242,2,8,3627,505,SP,3.19,9.9,77.87,111.93,0,0.55,0.48,7.16,7.82,756.16,10.03,9.84,3.04,2.98,93.84,NA,37.56,285.61,299.54,4.56,7.1,3418.21,NA,NA,0,8.2,2.38,12.21,3.4,3.18,0.74,0.01,0.02,NA,NA,NA,NA,NA,NA,2008.169,SP,2008,2,1,0,2.3
1174,533,,3/3/08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635,Dinobryon,1,NA,1034.087,1034.087,0.139472888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9967,SP,2008,iceon,0,7.63,801,9.92,10.12,3.46,3.4,12,NA,9,NA,220,242,2,8,3627,505,SP,3.19,9.9,77.87,111.93,0,0.55,0.48,7.16,7.82,756.16,10.03,9.84,3.04,2.98,93.84,NA,37.56,285.61,299.54,4.56,7.1,3418.21,NA,NA,0,8.2,2.38,12.21,3.4,3.18,0.74,0.01,0.02,NA,NA,NA,NA,NA,NA,2008.169,SP,2008,2,1,0,2.3
1175,534,,3/27/08,0,13.7,913,9.52,0.01,16.1,50,6,0.236,44,0.010427163,636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9983,SP,2008,iceon,0,7.56,NA,9.8,9.76,3.41,3.38,14,NA,20,13.7,279,255,6,7,3282,506,SP,3.18,9.04,70.94,NA,0,1.41,0.66,7.19,7.83,NA,11.71,11.8,3.09,3.03,63.23,NA,372.1,644.89,653.07,68.73,71.6,3270.99,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008.235,SP,2008,1,1,0,2.4
1176,535,,5/13/08,0,11.3,886,804.83,0.908,NA,NA,NA,NA,NA,0.908386005,637,Dinobryon,45,NA,1034.087,46533.915,0.457929132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10005,SP,2008,iceoff,0,7.62,688,8.51,8.7,3.27,3.18,42,NA,20,11.3,246,270,3,7,3449,507,SP,7.12,10.51,92.52,103,0.16,4.12,1.21,7.36,7.94,684,8.92,9.05,3.3,3.23,60.95,NA,18.81,260.87,292.84,3.74,8.48,3471.21,NA,NA,0.15,4.88,1.45,11.88,3.34,3.03,0.66,0.02,0,NA,NA,NA,NA,NA,NA,2008.363,SP,2008,1,1,0,3.4
1177,536,,5/19/08,0,11.5,1433,1335.3,0.932,NA,NA,NA,NA,NA,0.931821354,638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10027,SP,2008,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA,508,SP,8.62,10.76,98.48,NA,0.19,2.59,3.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008.38,SP,2008,1,1,0,1.6
1178,537,,6/2/08,0,10.3,996,842.57,0.846,NA,NA,NA,NA,NA,0.845953815,639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10047,SP,2008,iceoff,0,8.07,NA,7.84,7.78,3.16,3.1,4,NA,8,10.3,156,196,7,0,3166,509,SP,11.02,10.17,98.8,NA,0.2,5.8,0.36,7.55,8.01,NA,7.54,8.22,3.11,3.11,16.38,NA,16.13,197.45,246.56,6.34,8.57,3137.42,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008.418,SP,2008,1,1,0,1.5
1179,538,,6/18/08,0,9.6,1423,1334.8,0.938,NA,NA,NA,NA,NA,0.938018271,640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10069,SP,2008,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,NA,NA,NA,NA,NA,510,SP,13,9.86,100.17,NA,0.24,4.92,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008.462,SP,2008,1,1,0,1.2
1180,539,,7/1/08,0,9,1347,809.74,0.601,NA,NA,NA,NA,NA,0.601143281,641,Dinobryon,85,NA,1034.087,87897.395,0.640170936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10089,SP,2008,iceoff,0,8.24,NA,7.83,7.96,3.18,3.05,1,NA,2,9,209,240,15,18,3405,511,SP,15.39,9.22,98.94,NA,0.19,4.42,0.91,7.57,7.83,NA,8.37,8.62,3.39,3.1,2.86,NA,6.05,246.76,287.14,15.98,26.05,3578.37,NA,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008.497,SP,2008,1,1,0,1.2
1181,540,,7/15/08,0,9.2,1922,1602.9,0.834,NA,NA,NA,NA,NA,0.833975026,642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10111,SP,2008,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,NA,NA,NA,NA,NA,512,SP,16.16,9.78,106.35,NA,0.23,3.92,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008.536,SP,2008,1,1,0,1.5
1182,541,,7/29/08,0,8.6,253,177.88,0.703,NA,NA,NA,NA,NA,0.703083004,643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10131,SP,2008,iceoff,0,8.27,NA,7.67,7.81,3.27,3.27,4,NA,0,8.6,185,196,4,5,3093,513,SP,17.07,8.8,97.97,NA,0.19,2.9,1.61,7.61,7.91,NA,8.22,8.34,3.27,3.37,2.88,NA,0.65,219.06,242.82,5.97,10.24,3421.54,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008.574,SP,2008,1,1,0,1.2
1183,542,,8/12/08,0,8.5,980,809.06,0.826,NA,NA,NA,NA,NA,0.825571429,644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10153,SP,2008,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA,514,SP,17.46,8.43,95.1,NA,0.24,2.55,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008.612,SP,2008,1,1,0,1
1184,543,,8/25/08,0,8.2,1890,1417.1,0.75,NA,NA,NA,NA,NA,0.74978836,645,Dinobryon,7,NA,1034.087,7238.609,0.101119629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10173,SP,2008,iceoff,0,8.24,717,8.31,8.11,3.5,3.35,2,NA,1,8.2,185,196,4,5,2782,515,SP,17.79,8.85,99.85,104.77,0.23,2.46,1.48,7.56,8.04,718.22,8.67,8.78,3.46,3.37,2.11,NA,8.59,227.25,258.88,7.43,13.29,3036.34,NA,NA,0.29,6.53,2.16,11.65,3.34,3.05,0.76,0.2,0.03,NA,NA,NA,NA,NA,NA,2008.648,SP,2008,1,1,0,0.8
1185,544,,8/25/08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,645,Dinobryon,7,NA,1034.087,7238.609,0.101119629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10173,SP,2008,iceoff,0,8.24,717,8.31,8.11,3.5,3.35,2,NA,1,8.2,185,196,4,5,2782,515,SP,17.79,8.85,99.85,104.77,0.23,2.46,1.48,7.56,8.04,718.22,8.67,8.78,3.46,3.37,2.11,NA,8.59,227.25,258.88,7.43,13.29,3036.34,NA,NA,0.29,6.53,2.16,11.65,3.34,3.05,0.76,0.2,0.03,NA,NA,NA,NA,NA,NA,2008.648,SP,2008,1,1,0,0.8
1186,543,,8/25/08,0,8.2,1890,1417.1,0.75,NA,NA,NA,NA,NA,0.74978836,646,Dinobryon,7,NA,1034.087,7238.609,0.101119629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10174,SP,2008,iceoff,0,8.18,717,8.25,8.23,3.49,3.33,2,NA,2,8.2,204,208,4,5,2770,515,SP,17.79,8.85,99.85,104.77,0.23,2.46,1.48,7.56,8.04,718.22,8.67,8.78,3.46,3.37,2.11,NA,8.59,227.25,258.88,7.43,13.29,3036.34,NA,NA,0.29,6.53,2.16,11.65,3.34,3.05,0.76,0.2,0.03,NA,NA,NA,NA,NA,NA,2008.648,SP,2008,1,1,0,0.8
1187,544,,8/25/08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,646,Dinobryon,7,NA,1034.087,7238.609,0.101119629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10174,SP,2008,iceoff,0,8.18,717,8.25,8.23,3.49,3.33,2,NA,2,8.2,204,208,4,5,2770,515,SP,17.79,8.85,99.85,104.77,0.23,2.46,1.48,7.56,8.04,718.22,8.67,8.78,3.46,3.37,2.11,NA,8.59,227.25,258.88,7.43,13.29,3036.34,NA,NA,0.29,6.53,2.16,11.65,3.34,3.05,0.76,0.2,0.03,NA,NA,NA,NA,NA,NA,2008.648,SP,2008,1,1,0,0.8
1188,543,,8/25/08,0,8.2,1890,1417.1,0.75,NA,NA,NA,NA,NA,0.74978836,647,Dinobryon,7,NA,1034.087,7238.609,0.101119629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10175,SP,2008,iceoff,0,8.24,717,8.31,8.11,3.5,3.35,2,NA,1,NA,185,196,4,5,2782,515,SP,17.79,8.85,99.85,104.77,0.23,2.46,1.48,7.56,8.04,718.22,8.67,8.78,3.46,3.37,2.11,NA,8.59,227.25,258.88,7.43,13.29,3036.34,NA,NA,0.29,6.53,2.16,11.65,3.34,3.05,0.76,0.2,0.03,NA,NA,NA,NA,NA,NA,2008.648,SP,2008,1,1,0,0.8
1189,544,,8/25/08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,647,Dinobryon,7,NA,1034.087,7238.609,0.101119629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10175,SP,2008,iceoff,0,8.24,717,8.31,8.11,3.5,3.35,2,NA,1,NA,185,196,4,5,2782,515,SP,17.79,8.85,99.85,104.77,0.23,2.46,1.48,7.56,8.04,718.22,8.67,8.78,3.46,3.37,2.11,NA,8.59,227.25,258.88,7.43,13.29,3036.34,NA,NA,0.29,6.53,2.16,11.65,3.34,3.05,0.76,0.2,0.03,NA,NA,NA,NA,NA,NA,2008.648,SP,2008,1,1,0,0.8
1190,543,,8/25/08,0,8.2,1890,1417.1,0.75,NA,NA,NA,NA,NA,0.74978836,648,Dinobryon,7,NA,1034.087,7238.609,0.101119629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10176,SP,2008,iceoff,0,8.18,717,8.25,8.23,3.49,3.33,2,NA,2,NA,204,208,4,5,2770,515,SP,17.79,8.85,99.85,104.77,0.23,2.46,1.48,7.56,8.04,718.22,8.67,8.78,3.46,3.37,2.11,NA,8.59,227.25,258.88,7.43,13.29,3036.34,NA,NA,0.29,6.53,2.16,11.65,3.34,3.05,0.76,0.2,0.03,NA,NA,NA,NA,NA,NA,2008.648,SP,2008,1,1,0,0.8
1191,544,,8/25/08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648,Dinobryon,7,NA,1034.087,7238.609,0.101119629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10176,SP,2008,iceoff,0,8.18,717,8.25,8.23,3.49,3.33,2,NA,2,NA,204,208,4,5,2770,515,SP,17.79,8.85,99.85,104.77,0.23,2.46,1.48,7.56,8.04,718.22,8.67,8.78,3.46,3.37,2.11,NA,8.59,227.25,258.88,7.43,13.29,3036.34,NA,NA,0.29,6.53,2.16,11.65,3.34,3.05,0.76,0.2,0.03,NA,NA,NA,NA,NA,NA,2008.648,SP,2008,1,1,0,0.8
1192,543,,8/25/08,0,8.2,1890,1417.1,0.75,NA,NA,NA,NA,NA,0.74978836,645,Dinobryon,7,NA,1034.087,7238.609,0.101119629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10173,SP,2008,iceoff,0,8.24,717,8.31,8.11,3.5,3.35,2,NA,1,8.2,185,196,4,5,2782,516,SP,17.79,8.85,99.85,104.77,0.23,2.46,1.48,7.56,8.04,718.22,8.67,8.78,3.46,3.37,2.11,NA,8.59,227.25,258.88,7.43,13.29,3036.34,NA,NA,0.29,6.53,2.16,11.65,3.34,3.05,0.76,0.2,0.03,NA,NA,NA,NA,NA,NA,2008.648,SP,2008,2,1,0,0.8
1193,544,,8/25/08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,645,Dinobryon,7,NA,1034.087,7238.609,0.101119629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10173,SP,2008,iceoff,0,8.24,717,8.31,8.11,3.5,3.35,2,NA,1,8.2,185,196,4,5,2782,516,SP,17.79,8.85,99.85,104.77,0.23,2.46,1.48,7.56,8.04,718.22,8.67,8.78,3.46,3.37,2.11,NA,8.59,227.25,258.88,7.43,13.29,3036.34,NA,NA,0.29,6.53,2.16,11.65,3.34,3.05,0.76,0.2,0.03,NA,NA,NA,NA,NA,NA,2008.648,SP,2008,2,1,0,0.8
