,sampledate,Genus,Transect Cell Count,Magnification,Biovolume,CellBioVol,PerBioVol,Taxa,WaterCol,Functional,year4,group,depth,ph,alk,dic,tic,doc,toc,no3no2,no2,nh4,o2,totnf,totnuf,totpf,totpuf,drsif
462,9/18/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,iceoff,0,8.04,NA,8.47,8.62,3.38,3.91,0,NA,5,9.2,187,217,4,5,2847
463,10/2/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA
464,10/15/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,iceoff,0,7.76,NA,8.45,8.47,3.32,3.19,32,NA,6,9.9,227,259,0,0,2588
465,10/29/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA,NA
466,11/15/01,Limnothrix,16,NA,5.642771,90.284336,0.000645408,NA,NA,NA,2001,iceoff,0,7.54,664,8.96,9.03,3.37,3.32,28,NA,43,10.5,188,196,7,11,2959
467,1/16/02,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,iceon,0,7.77,NA,9.33,9.49,3.64,3.41,13,NA,23,14.8,372,474,2,6,3057
468,2/28/02,Limnothrix,5,NA,5.642771,28.213855,0.000533085,NA,NA,NA,2002,iceon,0,8.1,705,9.01,9.14,3.35,3.28,22,NA,10,15.4,350,327,3,2,3057
469,4/1/02,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,iceon,0,8.2,NA,9.37,9.54,3.39,3.21,15,NA,26,16,390,423,1,7,2997
470,4/23/02,Limnothrix,15,NA,5.642771,84.641565,0.000661833,NA,NA,NA,2002,iceoff,0,7.29,634,8.73,8.97,3.01,2.91,59,NA,33,11.7,302,311,11,21,2877
471,4/23/02,Limnothrix,15,NA,5.642771,84.641565,0.000661833,NA,NA,NA,2002,iceoff,0,7.28,611,8.66,8.96,2.91,2.92,62,NA,43,11.7,297,307,11,18,1860
472,4/23/02,Limnothrix,15,NA,5.642771,84.641565,0.000661833,NA,NA,NA,2002,iceoff,0,7.29,634,8.73,8.97,3.01,2.91,59,NA,33,NA,302,311,11,21,2877
473,4/23/02,Limnothrix,15,NA,5.642771,84.641565,0.000661833,NA,NA,NA,2002,iceoff,0,7.28,611,8.66,8.96,2.91,2.92,62,NA,43,NA,297,307,11,18,1860
474,5/7/02,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,iceoff,0,7.66,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA
475,5/22/02,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,iceoff,0,7.94,NA,8.19,8.54,3.21,3.4,9,NA,10,13.2,207,258,3,9,2757
476,6/5/02,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,NA,NA,NA,NA,NA
477,6/19/02,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,iceoff,0,7.97,NA,8.09,8.06,3.4,3.6,2,NA,12,9.1,267,302,6,7,2510
478,7/3/02,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
479,7/17/02,Limnothrix,18,NA,5.642771,101.569878,0.001395167,NA,NA,NA,2002,iceoff,0,8.11,NA,8.33,8.36,3.45,3.39,11,NA,5,7.9,111,126,5,6,2455
480,7/30/02,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA
481,8/14/02,Limnothrix,8,NA,5.642771,45.142168,0.000984509,NA,NA,NA,2002,iceoff,0,8.42,655,8.32,8.48,3.75,3.79,3,NA,9,8.3,268,290,3,9,2428
482,8/14/02,Limnothrix,8,NA,5.642771,45.142168,0.000984509,NA,NA,NA,2002,iceoff,0,8.37,650,8.35,8.48,3.67,3.54,0,NA,9,8.3,227,243,3,6,2428
483,8/14/02,Limnothrix,8,NA,5.642771,45.142168,0.000984509,NA,NA,NA,2002,iceoff,0,8.42,655,8.32,8.48,3.75,3.79,3,NA,9,NA,268,290,3,9,2428
484,8/14/02,Limnothrix,8,NA,5.642771,45.142168,0.000984509,NA,NA,NA,2002,iceoff,0,8.37,650,8.35,8.48,3.67,3.54,0,NA,9,NA,227,243,3,6,2428
485,8/29/02,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA
486,9/12/02,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,iceoff,0,8.33,NA,8.42,8.53,3.55,3.52,3,NA,19,8.8,223,290,1,11,2363
487,9/12/02,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,iceoff,0,8.19,NA,8.41,8.54,3.48,3.5,0,NA,14,8.8,252,278,3,7,2427
488,9/12/02,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,iceoff,0,8.33,NA,8.42,8.53,3.55,3.52,3,NA,19,NA,223,290,1,11,2363
489,9/12/02,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,iceoff,0,8.19,NA,8.41,8.54,3.48,3.5,0,NA,14,NA,252,278,3,7,2427
490,9/26/02,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA
491,10/9/02,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,iceoff,0,8.06,NA,1.76,8.04,0.6,3.32,0,NA,34,9.9,176,247,5,5,2299
492,10/24/02,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA,NA
493,11/7/02,Limnothrix,2,NA,5.642771,11.285542,0.00014235,NA,NA,NA,2002,iceoff,0,7.39,665,8.66,8.73,3.27,3.12,7,NA,43,10,222,256,5,13,3131
494,11/7/02,Limnothrix,2,NA,5.642771,11.285542,0.00014235,NA,NA,NA,2002,iceoff,0,7.4,661,8.66,8.74,3.28,3.16,3,NA,30,10,218,256,4,10,3067
495,11/7/02,Limnothrix,2,NA,5.642771,11.285542,0.00014235,NA,NA,NA,2002,iceoff,0,7.39,665,8.66,8.73,3.27,3.12,7,NA,43,NA,222,256,5,13,3131
496,11/7/02,Limnothrix,2,NA,5.642771,11.285542,0.00014235,NA,NA,NA,2002,iceoff,0,7.4,661,8.66,8.74,3.28,3.16,3,NA,30,NA,218,256,4,10,3067
497,1/15/03,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceon,0,7.73,NA,10.79,10.87,3.98,3.9,9,NA,31,16.1,272,302,3,4,3266
498,3/6/03,Limnothrix,32,NA,5.642771,180.568672,0.00454042,NA,NA,NA,2003,iceon,0,7.7,763,10.32,10.71,4.08,4.14,33,NA,149,14.2,379,312,7,10,2904
499,4/2/03,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceon,0,7.79,NA,5.77,6.22,2.42,2.33,41,NA,26,10.8,175,314,3,20,1518
500,4/2/03,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceon,0,7.66,NA,5.74,5.97,2.43,2.3,36,NA,18,10.8,170,286,3,20,1578
501,4/2/03,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceon,0,7.79,NA,5.77,6.22,2.42,2.33,41,NA,26,NA,175,314,3,20,1518
502,4/2/03,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceon,0,7.66,NA,5.74,5.97,2.43,2.3,36,NA,18,NA,170,286,3,20,1578
503,4/29/03,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceoff,0,7.5,640,8.61,8.81,3.24,3.13,7,NA,36,12,401,428,9,10,2603
504,5/14/03,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceoff,0,7.74,NA,NA,NA,NA,NA,NA,NA,NA,11.1,NA,NA,NA,NA,NA
505,5/30/03,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceoff,0,8.06,NA,8.01,8.07,3.49,3.42,1,NA,16,10.4,193,274,6,7,2371
506,5/30/03,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceoff,0,8.05,NA,8.17,8.28,3.62,3.54,3,NA,23,10.4,226,269,5,8,2584
507,5/30/03,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceoff,0,8.06,NA,8.01,8.07,3.49,3.42,1,NA,16,NA,193,274,6,7,2371
508,5/30/03,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceoff,0,8.05,NA,8.17,8.28,3.62,3.54,3,NA,23,NA,226,269,5,8,2584
509,6/9/03,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA
510,6/23/03,Limnothrix,288,NA,5.642771,1625.118048,0.023337604,NA,NA,NA,2003,iceoff,0,7.99,NA,7.94,8.02,3.94,3.97,3,NA,14,8.8,184,256,3,4,2318
511,7/7/03,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA
512,7/21/03,Limnothrix,136,NA,5.642771,767.416856,0.009982081,NA,NA,NA,2003,iceoff,0,7.94,NA,8.26,8.32,3.61,3.54,1,NA,7,8.5,172,195,2,3,2106
513,8/4/03,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA
514,8/20/03,Limnothrix,162,NA,5.642771,914.128902,0.012901519,NA,NA,NA,2003,iceoff,0,8.33,643,8.35,8.35,3.97,3.79,0,NA,11,8,186,213,3,4,1890
515,9/3/03,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA
516,9/16/03,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceoff,0,8.12,NA,8.32,8.33,3.44,3.49,1,NA,10,8.6,298,307,4,5,2116
517,10/1/03,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA
518,10/14/03,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceoff,0,7.98,NA,8.74,8.81,3.8,4.05,2,NA,24,9.8,285,403,0,5,2060
519,10/28/03,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA
520,11/13/03,Limnothrix,24,NA,5.642771,135.426504,0.001323013,NA,NA,NA,2003,iceoff,0,7.26,672,7.33,6.92,5.27,5.54,3,NA,25,10.5,306,258,3,7,2569
521,1/12/04,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,iceon,0,7.55,NA,8.96,NA,3.18,NA,17,NA,44,13.6,324,357,3,7,2899
522,1/12/04,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,iceon,0,7.54,NA,8.75,9.32,3.11,3.04,19,NA,44,13.6,282,344,2,7,2841
523,1/12/04,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,iceon,0,7.55,NA,8.96,NA,3.18,NA,17,NA,44,NA,324,357,3,7,2899
524,1/12/04,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,iceon,0,7.54,NA,8.75,9.32,3.11,3.04,19,NA,44,NA,282,344,2,7,2841
525,2/18/04,Limnothrix,156,100,5.642771,880.272276,0.090667536,NA,NA,NA,2004,iceon,0,7.39,733,10.06,10.01,3.39,3.33,33,NA,37,12.8,282,296,3,7,2956
526,4/7/04,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,iceon,0,7.52,NA,4.19,NA,1.8,NA,170,NA,118,11.3,424,388,2,0,1116
527,4/30/04,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,iceoff,0,7.47,637,8.78,8.94,3.19,3.2,57,NA,13,11.2,334,325,11,10,2841
528,5/10/04,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3,NA,NA,NA,NA,NA
529,5/24/04,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,iceoff,0,7.98,NA,8.02,8.27,3.32,3.21,2,NA,104,10.8,242,268,2,6,2474
530,6/7/04,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA
531,6/22/04,Limnothrix,36,NA,5.642771,203.139756,0.002508178,NA,NA,NA,2004,iceoff,0,8.13,NA,8.21,8.31,3.55,3.47,1,NA,39,9.4,239,239,1,5,2405
532,7/6/04,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA
533,7/21/04,Limnothrix,347,NA,5.642771,1958.041537,0.050319934,NA,NA,NA,2004,iceoff,0,7.96,NA,8.43,8.37,3.82,3.53,1,NA,20,8.7,201,234,1,3,2519
534,8/2/04,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA
535,8/16/04,Limnothrix,273,NA,5.642771,1540.476483,0.044247264,NA,NA,NA,2004,iceoff,0,8.25,642,8.28,8.2,3.65,3.65,0,NA,47,8.9,221,211,2,5,2461
536,8/16/04,Limnothrix,273,NA,5.642771,1540.476483,0.044247264,NA,NA,NA,2004,iceoff,0,8.15,680,8.15,8.2,3.59,3.52,1,NA,40,8.9,226,191,4,6,2461
537,8/16/04,Limnothrix,273,NA,5.642771,1540.476483,0.044247264,NA,NA,NA,2004,iceoff,0,8.25,642,8.28,8.2,3.65,3.65,0,NA,47,NA,221,211,2,5,2461
538,8/16/04,Limnothrix,273,NA,5.642771,1540.476483,0.044247264,NA,NA,NA,2004,iceoff,0,8.15,680,8.15,8.2,3.59,3.52,1,NA,40,NA,226,191,4,6,2461
539,8/30/04,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA
540,9/13/04,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,iceoff,0,8.17,NA,8.18,8.16,3.45,3.41,1,NA,2,9.3,212,189,3,5,2461
541,9/29/04,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA
542,10/11/04,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,iceoff,0,7.89,NA,8.58,8.59,3.49,3.33,4,NA,32,12.2,196,216,3,4,2461
543,10/25/04,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,NA,NA,NA,NA,NA
544,11/10/04,Limnothrix,41,NA,5.642771,231.353611,0.005763407,NA,NA,NA,2004,iceoff,0,7.41,652,8.55,8.7,3.14,3.12,12,NA,55,9.8,177,226,3,8,2783
545,11/10/04,Limnothrix,41,NA,5.642771,231.353611,0.005763407,NA,NA,NA,2004,iceoff,0,7.41,636,8.51,8.68,3.04,3.08,6,NA,22,9.8,205,237,4,8,2783
546,11/10/04,Limnothrix,41,NA,5.642771,231.353611,0.005763407,NA,NA,NA,2004,iceoff,0,7.41,652,8.55,8.7,3.14,3.12,12,NA,55,NA,177,226,3,8,2783
547,11/10/04,Limnothrix,41,NA,5.642771,231.353611,0.005763407,NA,NA,NA,2004,iceoff,0,7.41,636,8.51,8.68,3.04,3.08,6,NA,22,NA,205,237,4,8,2783
548,1/19/05,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,iceon,0,7.84,NA,9.43,9.52,3.3,3.28,11,NA,208,16.6,207,266,3,6,3248
549,2/25/05,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,iceon,0,7.96,775,9.35,9.43,3.6,3.71,3,NA,74,16.3,217,233,3,3,3172
550,4/6/05,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,iceon,0,7.35,NA,7.37,6.29,2.6,2.26,32,NA,49,11.4,185,243,2,5,2484
551,4/20/05,Limnothrix,21,NA,5.642771,118.498191,0.000980158,NA,NA,NA,2005,iceoff,0,7.65,620,8.29,8.47,3.04,2.98,2,NA,5,12.2,167,201,3,7,2943
552,4/20/05,Limnothrix,21,NA,5.642771,118.498191,0.000980158,NA,NA,NA,2005,iceoff,0,7.65,616,8.31,NA,3.02,NA,3,NA,10,12.2,197,197,3,7,2866
553,4/20/05,Limnothrix,21,NA,5.642771,118.498191,0.000980158,NA,NA,NA,2005,iceoff,0,7.65,620,8.29,8.47,3.04,2.98,2,NA,5,NA,167,201,3,7,2943
554,4/20/05,Limnothrix,21,NA,5.642771,118.498191,0.000980158,NA,NA,NA,2005,iceoff,0,7.65,616,8.31,NA,3.02,NA,3,NA,10,NA,197,197,3,7,2866
555,5/2/05,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,NA,NA,NA,NA,NA
556,5/19/05,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,iceoff,0,7.9,NA,8.53,8.71,3.51,3.95,2,NA,28,11.5,187,194,4,7,2877
557,6/1/05,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3,NA,NA,NA,NA,NA
558,6/13/05,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,iceoff,0,7.98,NA,9.1,9.21,3.64,3.67,2,NA,26,8.8,210,208,2,3,2712
559,6/27/05,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,NA,NA,NA,NA,NA
560,7/12/05,Limnothrix,30,NA,5.642771,169.28313,0.002544675,NA,NA,NA,2005,iceoff,0,8.2,NA,8.72,8.74,3.6,3.39,4,NA,68,8.6,210,198,4,2,2556
561,7/25/05,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA
562,8/9/05,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,iceoff,0,8.25,637,8.58,8.66,3.52,3.62,2,NA,9,8.6,185,248,2,4,2723
563,8/22/05,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA
564,9/8/05,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,iceoff,0,8.16,NA,8.67,8.81,3.31,3.27,1,NA,2,8.6,203,225,0,2,2583
565,9/19/05,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA
566,10/3/05,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,iceoff,0,8.03,NA,8.8,8.92,3.29,3.52,0,NA,1,9.2,220,235,3,3,2653
567,10/17/05,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA
568,11/15/05,Limnothrix,13,NA,5.642771,73.356023,0.001942188,NA,NA,NA,2005,iceoff,0,7.4,669,9.06,9.33,3.45,3.53,2,NA,20,9.2,207,256,6,10,2933
569,11/15/05,Limnothrix,13,NA,5.642771,73.356023,0.001942188,NA,NA,NA,2005,iceoff,0,7.42,669,9.12,9.23,3.16,3.08,2,NA,21,9.2,191,255,4,10,2793
570,11/15/05,Limnothrix,13,NA,5.642771,73.356023,0.001942188,NA,NA,NA,2005,iceoff,0,7.4,669,9.06,9.33,3.45,3.53,2,NA,20,NA,207,256,6,10,2933
571,11/15/05,Limnothrix,13,NA,5.642771,73.356023,0.001942188,NA,NA,NA,2005,iceoff,0,7.42,669,9.12,9.23,3.16,3.08,2,NA,21,NA,191,255,4,10,2793
572,1/17/06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,iceon,0,7.81,NA,8.29,8.29,2.96,2.77,12,NA,55,13.7,238,254,4,4,3219
573,2/13/06,Limnothrix,13,NA,5.642771,73.356023,0.005455915,NA,NA,NA,2006,iceon,0,7.73,722,3.17,3.16,8.92,9.12,12,NA,49,13.6,0,303,2,8,3036
574,2/13/06,Limnothrix,13,NA,5.642771,73.356023,0.005455915,NA,NA,NA,2006,iceon,0,7.73,730,3.21,3.27,8.93,9.31,7,NA,147,13.6,281,293,2,6,3195
575,2/13/06,Limnothrix,13,NA,5.642771,73.356023,0.005455915,NA,NA,NA,2006,iceon,0,7.73,722,3.17,3.16,8.92,9.12,12,NA,49,NA,0,303,2,8,3036
576,2/13/06,Limnothrix,13,NA,5.642771,73.356023,0.005455915,NA,NA,NA,2006,iceon,0,7.73,730,3.21,3.27,8.93,9.31,7,NA,147,NA,281,293,2,6,3195
577,3/31/06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,iceon,0,7.8,NA,4.22,3.26,1.58,1.09,103,NA,118,15,330,334,4,7,1566
578,3/31/06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,iceon,0,7.85,NA,4.46,3.41,1.71,1.29,93,NA,120,15,338,393,6,9,1542
579,3/31/06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,iceon,0,7.8,NA,4.22,3.26,1.58,1.09,103,NA,118,NA,330,334,4,7,1566
580,3/31/06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,iceon,0,7.85,NA,4.46,3.41,1.71,1.29,93,NA,120,NA,338,393,6,9,1542
581,4/20/06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,iceoff,0,NA,651,7.79,7.9,2.77,2.58,16,NA,15,NA,216,251,4,11,3056
582,5/2/06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,NA,NA,NA,NA,NA
583,5/18/06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,iceoff,0,7.83,NA,7.61,7.86,3.23,3.22,0,NA,8,10.9,191,255,4,9,2930
584,5/18/06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,iceoff,0,7.83,NA,9.06,7.83,3.22,3.19,0,NA,2,10.9,223,280,3,9,2935
585,5/18/06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,iceoff,0,7.83,NA,7.61,7.86,3.23,3.22,0,NA,8,NA,191,255,4,9,2930
586,5/18/06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,iceoff,0,7.83,NA,9.06,7.83,3.22,3.19,0,NA,2,NA,223,280,3,9,2935
587,5/31/06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA
588,6/15/06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,iceoff,0,8.11,NA,NA,NA,NA,NA,0,NA,5,9.2,183,258,3,8,2565
589,6/28/06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,NA,NA,NA,NA,NA
590,7/12/06,Limnothrix,51,NA,5.642771,287.781321,0.005164228,NA,NA,NA,2006,iceoff,0,8.38,NA,NA,7.63,NA,3.34,1,NA,18,8.8,214,208,3,3,2698
591,7/26/06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,NA,NA,NA,NA,NA
592,8/9/06,Limnothrix,118,NA,5.642771,665.846978,0.035879249,NA,NA,NA,2006,iceoff,0,8.32,654,7.64,7.75,3.21,3.13,1,NA,46,8.5,182,182,1,4,2667
593,8/24/06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA
594,9/8/06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,iceoff,0,8.33,NA,7.55,7.68,2.95,2.99,0,NA,11,8.8,172,168,5,5,2613
595,9/8/06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,iceoff,0,8.22,NA,7.34,7.48,2.96,3.02,1,NA,5,8.8,164,168,3,4,2669
596,9/8/06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,iceoff,0,8.33,NA,7.55,7.68,2.95,2.99,0,NA,11,NA,172,168,5,5,2613
597,9/8/06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,iceoff,0,8.22,NA,7.34,7.48,2.96,3.02,1,NA,5,NA,164,168,3,4,2669
598,9/21/06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA
599,10/4/06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,iceoff,0,7.79,NA,8.84,9.01,3.2,3.09,1,NA,6,9.4,209,240,1,5,2593
600,10/19/06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA
601,10/30/06,Limnothrix,53,NA,5.642771,299.066863,0.006067722,NA,NA,NA,2006,iceoff,0,7.38,643,8.54,8.58,3,2.99,2,NA,44,9.4,213,248,8,8,2834
602,1/15/07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,iceon,0,8.71,NA,8.49,9.25,3.42,3.12,65,NA,12,17.3,295,274,5,9,3823
603,2/20/07,Limnothrix,9,NA,5.642771,50.784939,0.001166427,NA,NA,NA,2007,iceon,0,7.95,792,8.71,9.07,3.21,3.01,4,NA,11,16.1,201,228,4,4,3856
604,3/28/07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,iceon,0,6.34,NA,0.53,0.41,0.49,0.48,49,NA,119,12,150,186,1,0,160
605,3/28/07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,iceon,0,6.31,NA,0.55,0.44,0.44,0.49,56,NA,130,12,157,215,0,0,169
606,3/28/07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,iceon,0,6.34,NA,0.53,0.41,0.49,0.48,49,NA,119,NA,150,186,1,0,160
607,3/28/07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,iceon,0,6.31,NA,0.55,0.44,0.44,0.49,56,NA,130,NA,157,215,0,0,169
608,4/24/07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,iceoff,0,7.7,674,7.8,7.9,2.84,2.77,3,NA,8,11.9,196,221,2,5,3532
609,5/9/07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,NA,NA,NA,NA,NA
610,5/21/07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,iceoff,0,7.95,NA,7.38,7.56,2.87,2.69,2,NA,2,10.1,239,257,3,5,3362
611,6/6/07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA
