,lakeid,sampledate,Biovolume,CellBioVol,ice.pres,depth,chlor.surf,yearfrac,wtemp,o2,o2sat,cond,frlight,chlor.int,phaeo,ph,phair,alk,dic,tic,doc,toc,no3no2,no2,nh4,totnf,totnuf,totpf,totpuf,drsif,brsif,brsiuf,tpm,cl,so4,ca,mg,na,k,fe,mn,no3no2_sloh,nh4_sloh,kjdl_n_sloh,totpuf_sloh,drp_sloh,drsif_sloh,year4frac
254,SP,10/31/95,,,0,,,95.8329,8.01,9.28,83.51,NA,0.18,3.07,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995.833
255,SP,11/13/95,,,0,0,4.6,95.8685,4.06,10.69,86.7,86.49,0.13,5.04,0,7.45,7.98,653.68,8.94,9.04,3.18,3.3,2,NA,33.68,184.27,213.81,2.49,8.24,4666.96,2997.31,3101.78,NA,4.61,2.56,10.25,2.86,2.22,0.67,NA,NA,NA,NA,NA,NA,NA,NA,1995.869
256,SP,1/24/96,,,1,0,2.1,96.063,2.31,8.98,69.18,NA,0.14,0.66,0.27,7.17,7.78,NA,9.67,9.8,2.97,2.9,39.02,NA,60.16,257.7,269.43,4.5,12.43,3154.55,2885.09,2841.73,0,NA,NA,NA,NA,NA,NA,0.02,0.04,NA,NA,NA,NA,NA,NA,1996.063
257,SP,2/21/96,,,1,,,96.139,2.93,8.51,66.71,93.45,0.27,NA,NA,7.19,8.08,690.56,10.76,10.86,3.15,3.27,72.77,NA,155.98,406.55,451.15,7.88,13.94,3534.12,3300.64,3471.33,0,4.8,3.04,10.96,3.09,2.38,0.74,0.91,0.17,NA,NA,NA,NA,NA,NA,1996.139
258,SP,4/1/96,,,1,,,96.249,2.89,7.88,61.55,NA,0.54,0.57,0.3,7.26,8.12,NA,10.83,10.85,3.24,3.08,107.04,NA,220.04,423.75,449.35,26.69,36.28,3900.66,3785.42,3806.18,0,NA,NA,NA,NA,NA,NA,2.03,0.18,NA,NA,NA,NA,NA,NA,1996.249
259,SP,5/14/96,,,0,0,3.7,96.366,4.36,8.04,65.84,88.85,0.22,3.77,1.55,7.08,8.02,645.13,9.57,9.76,3.02,2.83,80.7,NA,88.26,332.94,424.74,2.88,14.17,3196.33,3134.65,3178.51,0.18,4.56,2.78,10.53,2.96,2.27,0.7,0.09,0.05,NA,NA,NA,NA,NA,NA,1996.366
260,SP,5/29/96,,,0,,,96.407,8.61,10.1,92.88,NA,0.17,6.56,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996.407
261,SP,6/10/96,,,0,0,0.7,96.44,10.69,10.7,102.78,NA,0.2,4.07,2.59,7.45,7.96,NA,8.59,8.67,3.16,3.11,20.73,NA,39.62,188.9,250.33,2.78,14.17,2793.65,2782.42,2832.42,0.2,NA,NA,NA,NA,NA,NA,0.03,0.01,NA,NA,NA,NA,NA,NA,1996.44
262,SP,6/26/96,,,0,,,96.484,11.86,10.12,99.41,NA,0.21,3.55,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996.484
263,SP,7/10/96,,,0,0,2.1,96.522,13.03,9.72,98.09,NA,0.23,4.81,0.06,7.52,8.11,NA,8.4,8.5,3.24,3.37,11.25,NA,154.8,168.29,239.63,2.87,7.58,2887.96,2953.79,2821.43,0,NA,NA,NA,NA,NA,NA,0.11,0.02,NA,NA,NA,NA,NA,NA,1996.522
264,SP,7/25/96,,,0,,,96.563,13.54,9.91,101.18,NA,0.18,4.2,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996.563
265,SP,8/8/96,,,0,0,1,96.601,14.28,9.31,97.15,NA,0.22,1.96,4.29,7.42,7.67,620.73,8.49,8.64,3.35,3.43,10.32,NA,72.26,249.94,272.81,1.66,8.29,2891.56,2819.31,2863.48,0.27,4.76,2.56,9.37,2.65,2.35,0.68,0.15,0.02,NA,NA,NA,NA,NA,NA,1996.601
266,SP,8/20/96,,,0,,,96.634,14.46,8.88,93.27,NA,0.23,3.09,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996.634
267,SP,9/5/96,,,0,0,0.7,96.678,15.29,9.02,96.4,NA,0.18,2.7,2.16,7.4,8.2,NA,8.13,8.55,3.43,3.42,4.02,NA,60.05,180.72,232.74,5.91,12.94,3109.22,3014.33,3151.26,0.13,NA,NA,NA,NA,NA,NA,0.22,0.05,NA,NA,NA,NA,NA,NA,1996.678
268,SP,9/18/96,,,0,,,96.713,12.81,8.7,89.01,NA,0.19,3.42,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996.713
269,SP,9/30/96,,,0,0,1.4,96.746,11.68,8.39,83.88,NA,0.22,3.4,1.32,7.46,8.06,NA,8.57,8.78,3.29,3.36,0.2,NA,52.25,204.62,226.99,3.9,8.15,2848.88,3127.92,3175.44,0.2,NA,NA,NA,NA,NA,NA,0.25,0.05,NA,NA,NA,NA,NA,NA,1996.746
270,SP,10/15/96,,,0,,,96.787,9.89,8.72,83.29,NA,0.17,3.19,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996.787
271,SP,11/6/96,,,0,0,0.7,96.847,6.8,9.31,81.07,87.76,0.12,1.86,1.17,7.26,7.77,631.92,9.29,9.44,3.29,3.4,3.56,NA,84.93,175.1,202.4,4.13,11.98,3219.46,3283.04,3404.56,0.11,4.92,2.75,9.78,2.76,2.4,0.74,0.38,0.04,NA,NA,NA,NA,NA,NA,1996.847
272,SP,1/14/97,TotalBiovolume,58814.83928,1,,,97.036,2.95,10.01,78.68,NA,NA,0.66,0.32,7.25,7.87,NA,9.3,9.39,3.27,3.2,34.19,NA,160.25,304.84,348.1,4.27,17.77,2805.77,3504.99,3493.12,0,NA,NA,NA,NA,NA,NA,0.27,0.14,NA,NA,NA,NA,NA,NA,1997.036
273,SP,2/17/97,TotalBiovolume,1720.185234,1,,,97.129,2.91,9.65,75.67,93.56,NA,0.28,0.58,7.2,8.06,657.47,9.44,9.51,3.35,3.18,56.59,NA,130.59,345.77,410.13,7.44,17.14,2890.53,3534.44,3609.56,0,5.49,2.64,9.86,2.73,2.73,0.7,0.73,0.17,NA,NA,NA,NA,NA,NA,1997.129
274,SP,3/25/97,NA,NA,1,,,97.227,2.88,9.49,74.22,NA,NA,0.78,0.54,7.17,8.04,NA,10.29,10.45,4.19,3.28,78.37,NA,39.33,357.08,424.74,2.88,14.17,3243.55,3829.13,3904.55,0,NA,NA,NA,NA,NA,NA,1.6,0.14,NA,NA,NA,NA,NA,NA,1997.227
275,SP,5/6/97,TotalBiovolume,553601.7042,0,,,97.342,5.81,10.93,92.87,86.13,0.12,6.62,1.6,7.4,8.02,620.11,8.69,8.92,3.11,3.18,27.61,NA,45,159.24,212.17,0.13,11.61,3006.94,3329.77,3513.77,0.1,4.95,2.53,10,2.81,2.39,0.66,0,0.01,NA,NA,NA,NA,NA,NA,1997.342
276,SP,5/21/97,NA,NA,0,,,97.384,7.69,11.39,101.36,NA,0.16,4.69,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997.384
277,SP,6/4/97,NA,NA,0,,,97.422,10.84,10.83,103.66,NA,0.21,2.39,1.72,7.56,7.93,NA,8.38,8.46,3.12,3.11,2.84,NA,32.16,173.33,231.39,3.96,11.33,3040.9,2473.87,2709.37,0.23,NA,NA,NA,NA,NA,NA,0.01,0,NA,NA,NA,NA,NA,NA,1997.422
278,SP,6/18/97,TotalBiovolume,120852.7877,0,,,97.46,12.01,9.89,97.31,NA,0.21,2.37,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997.46
279,SP,7/1/97,NA,NA,0,,,97.496,14.39,10.91,112.25,NA,0.25,2.99,0.33,7.6,7.75,NA,8.3,8.42,3.32,3.3,1.04,NA,51.68,155.45,194.22,0.84,8.2,2832.61,2835.03,2969.88,0.18,NA,NA,NA,NA,NA,NA,0.02,0.03,NA,NA,NA,NA,NA,NA,1997.496
280,SP,7/17/97,NA,NA,0,,,97.54,14.99,10.08,105.8,NA,0.2,0.77,1.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997.54
281,SP,7/29/97,NA,NA,0,0,0,97.573,15.91,9.96,106.55,NA,0.14,0,6.15,7.49,7.69,NA,8.08,8.3,3.46,3.42,12.85,NA,43.63,122.99,152.34,0.28,5.12,2674.25,2695.12,2789.73,0.17,NA,NA,NA,NA,NA,NA,0.06,0.01,NA,NA,NA,NA,NA,NA,1997.573
282,SP,8/13/97,NA,NA,0,0,0.8,97.614,15.39,8.11,88.29,NA,NA,0.83,11.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997.614
283,SP,8/28/97,TotalBiovolume,74003.74465,0,0,0.5,97.655,15.01,8.79,94.05,87.86,0.23,1.22,4.5,7.43,7.97,622.46,8.43,8.54,3.51,3.58,0.39,NA,45.83,104.83,153.21,3,10.08,2557.02,2534.82,2695.42,0.15,5.03,2.52,10.13,2.8,2.45,0.7,0.15,0.02,NA,NA,NA,NA,NA,NA,1997.655
284,SP,9/9/97,NA,NA,0,0,1.1,97.688,14.72,8.7,92.49,NA,0.23,1.25,3.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997.688
285,SP,9/24/97,NA,NA,0,,,97.729,13.96,8.17,85.72,NA,0.19,1.02,1.8,7.26,7.99,NA,8.57,8.82,3.44,3.48,0.98,NA,58.37,214.02,223.39,8.51,10.72,2783.4,2628.66,2554.31,0.37,NA,NA,NA,NA,NA,NA,0.41,0.04,NA,NA,NA,NA,NA,NA,1997.729
286,SP,10/7/97,NA,NA,0,,,97.764,12.98,8.21,84.53,NA,0.2,1.78,5.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997.764
287,SP,10/24/97,NA,NA,0,,,97.811,9.79,8.66,81.78,NA,0.19,0.91,4.84,7.3,7.85,NA,8.86,9.06,3.41,3.4,0,NA,64,236.39,258.13,7.44,11.91,2806.28,2579.23,2654.55,0.18,NA,NA,NA,NA,NA,NA,0.36,0.03,NA,NA,NA,NA,NA,NA,1997.811
288,SP,11/10/97,TotalBiovolume,128833.4606,0,,,97.858,7.08,9.49,83.16,88.62,0.12,2,4.72,7.38,7.98,638.89,8.59,8.72,3.3,3.42,2.13,NA,24.03,43.49,47.3,3.49,9,2712.31,2521.43,2508.57,0.09,4.99,2.44,10.19,2.88,2.52,0.67,0.01,0,NA,NA,NA,NA,NA,NA,1997.858
289,SP,1/12/98,NA,NA,0,,,98.03,3.07,13.05,102.78,NA,NA,9.86,1.4,7.41,7.9,NA,9.35,9.7,3.49,3.42,11.83,NA,99.32,260.5,287.89,3.4,12.06,3248.7,3001.58,3031.69,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1998.03
290,SP,2/23/98,TotalBiovolume,189107.2736,0,,,98.145,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,NA,NA,NA,NA,NA,NA,1998.145
291,SP,3/18/98,NA,NA,0,,,98.208,3.47,10.35,82.34,NA,0.07,5.19,0.78,7.32,7.91,NA,8.82,9.05,3.39,3.36,94.6,NA,25.68,307.1,314.11,7.1,12.51,2842.28,2918.5,2877.5,0.12,NA,NA,NA,NA,NA,NA,0.01,0,NA,NA,NA,NA,NA,NA,1998.208
292,SP,4/20/98,,,0,,,98.299,6.46,11.74,101.29,88,0.15,NA,NA,7.47,7.98,619.5,8.45,8.64,3.23,3.04,9.3,NA,10.44,241.68,279.28,6.34,9.63,2623.2,2448.65,2448.17,0.1,5.23,2.55,9.78,2.83,2.47,0.67,0,0,NA,NA,NA,NA,NA,NA,1998.299
293,SP,5/5/98,NA,NA,0,,,98.34,9.42,11.29,105.01,NA,0.2,5.85,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998.34
294,SP,5/19/98,NA,NA,0,,,98.378,12.24,10.48,103.93,NA,0.24,5.28,0.07,7.53,8,NA,8.29,8.54,2.97,3.1,0.3,NA,24.75,191.25,249.57,3.36,9.75,2560.29,2708.39,2800.3,0.21,NA,NA,NA,NA,NA,NA,0.02,0.01,NA,NA,NA,NA,NA,NA,1998.378
295,SP,6/1/98,NA,NA,0,,,98.414,12.41,9.88,98.19,NA,0.24,4.44,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998.414
296,SP,6/15/98,TotalBiovolume,167909.7456,0,,,98.452,12.86,10.29,103.9,NA,0.25,3.73,0.8,7.57,8.19,NA,8.16,8.48,3.33,3.47,1.24,NA,16.77,183.04,227.7,2.92,7.44,2468.03,2643.55,2655.26,0.14,NA,NA,NA,NA,NA,NA,0.07,0.01,NA,NA,NA,NA,NA,NA,1998.452
297,SP,6/29/98,NA,NA,0,,,98.49,15.35,9.5,100.95,NA,0.29,3.35,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998.49
298,SP,7/14/98,NA,NA,0,,,98.532,16.51,9.28,101.95,NA,0.25,2.73,0.78,7.45,8.1,NA,8.43,8.57,3.49,3.37,2.6,NA,27.26,170.61,207.52,2.65,8.06,2460.67,2622.69,2716.85,0.14,NA,NA,NA,NA,NA,NA,0.12,0.01,NA,NA,NA,NA,NA,NA,1998.532
299,SP,7/27/98,NA,NA,0,,,98.567,16.46,9.81,107.69,NA,0.27,3.23,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998.567
300,SP,8/12/98,TotalBiovolume,193824.5165,0,,,98.611,17.09,8.06,90.11,89.77,0.27,2.32,1.33,7.4,8.07,624.71,8.36,8.89,3.57,3.51,0.52,NA,47.11,196.74,241.48,4.15,8.98,2459.47,2405.14,2479.03,0.27,5.38,2.55,9.37,2.84,2.5,0.68,0.18,0.02,NA,NA,NA,NA,NA,NA,1998.611
301,SP,8/26/98,NA,NA,0,,,98.649,17.24,8.42,94.65,NA,0.29,4.33,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998.649
302,SP,9/9/98,NA,NA,0,,,98.688,16.36,7.9,87.87,NA,0.27,4.1,1.4,7.38,7.97,NA,9.08,9.22,3.66,3.66,2.78,NA,40.26,177.78,238.58,2.11,9.84,2635.59,2766.92,2771.59,0.22,NA,NA,NA,NA,NA,NA,0.31,0.03,NA,NA,NA,NA,NA,NA,1998.688
303,SP,9/24/98,NA,NA,0,,,98.729,15.31,7.65,83.36,NA,0.25,3.51,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998.729
304,SP,10/6/98,NA,NA,0,,,98.762,13.31,8.16,84.65,NA,0.25,3.55,1.95,7.17,7.94,NA,8.95,9.05,3.54,3.54,0.21,NA,52.29,202.46,238.6,6.73,12.44,2613.89,2682.93,2744.7,0.16,NA,NA,NA,NA,NA,NA,0.28,0.04,NA,NA,NA,NA,NA,NA,1998.762
305,SP,10/20/98,NA,NA,0,,,98.8,11.34,8.19,80.62,NA,0.22,3.68,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998.8
306,SP,11/12/98,TotalBiovolume,147520.6467,0,,,98.863,7.3,9.21,81.12,92.62,0.11,4.01,0.87,7.34,7.76,660.38,9.11,9.17,3.56,3.62,2,NA,28.99,203.29,227.85,5.49,11.87,2859.71,2619.63,2632,0.14,5.46,2.23,9.87,2.87,2.44,0.69,0.11,0,NA,NA,NA,NA,NA,NA,1998.863
307,SP,1/18/99,NA,NA,1,,,99.047,2.25,11.06,85.25,NA,NA,2.04,1.29,7.29,7.71,NA,9.29,9.44,3.18,3.08,22.67,NA,112.97,294.06,260.5,9.34,8.71,3072.99,3194.29,3116.1,0,NA,NA,NA,NA,NA,NA,0.02,0.03,NA,NA,NA,NA,NA,NA,1999.047
308,SP,2/23/99,TotalBiovolume,83274.68798,1,0,5.1,99.145,2.36,10.07,77.63,97.08,0.13,0.92,0.77,7.21,8,709.51,9.19,9.24,3.19,2.95,52.09,NA,152.91,516.18,662.08,5.67,16.35,3364.29,3493.32,3414.83,0,6.13,2.1,11.18,3.15,2.74,0.82,0.88,0.12,NA,NA,NA,NA,NA,NA,1999.145
309,SP,3/24/99,NA,NA,1,0,0.6,99.225,2.5,10.13,78.2,NA,0.23,2.94,0.81,7.26,7.76,NA,10.17,10.42,3.57,3.39,89.44,NA,251.13,465.31,501.94,17.91,19.79,3943.85,3972.46,3868.08,0,NA,NA,NA,NA,NA,NA,2.39,0.15,NA,NA,NA,NA,NA,NA,1999.225
310,SP,5/4/99,TotalBiovolume,227305.348,0,,,99.337,7.66,13.28,117.91,91.74,0.23,4.69,0.08,7.8,8.05,647.96,8.53,8.72,2.91,2.83,6.94,NA,18.03,147.66,174.61,4.97,14.09,2862.44,2715.75,2720.24,0,5.28,2,10.68,3.01,2.57,0.73,0.04,0.02,NA,NA,NA,NA,NA,NA,1999.337
311,SP,5/20/99,NA,NA,0,,,99.381,10.01,11.04,103.66,NA,0.22,2.92,10.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999.381
312,SP,6/2/99,NA,NA,0,0,4.1,99.416,11.17,10.39,100.36,NA,0.21,3.91,0.68,7.58,8.02,NA,8.57,8.8,3.26,3.17,5.42,NA,50.92,301.36,342.55,11.76,18.88,2767.27,2628.08,2707.68,0,NA,NA,NA,NA,NA,NA,0.01,0.01,NA,NA,NA,NA,NA,NA,1999.416
313,SP,6/16/99,NA,NA,0,,,99.455,12.61,9.39,93.39,NA,0.28,4.35,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999.455
314,SP,7/1/99,TotalBiovolume,74952.73654,0,0,1.3,99.496,14.01,9.63,98.66,NA,0.22,2.72,1.48,7.59,8.18,NA,8.87,8.93,3.31,3.28,1.22,NA,45.69,189.97,224.61,5.24,10.31,2722.64,2800.29,2829.87,0,NA,NA,NA,NA,NA,NA,0.23,0.02,NA,NA,NA,NA,NA,NA,1999.496
315,SP,7/15/99,NA,NA,0,,,99.534,15.07,9.45,99.1,NA,0.26,3.25,2.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999.534
316,SP,7/28/99,NA,NA,0,0,1.8,99.57,17.07,9.17,100.34,NA,0.28,3.65,2.56,7.45,7.85,NA,8.42,8.62,3.22,3.19,1.56,NA,41.87,193.48,233.3,3.9,8.97,2655.09,2573.29,2743.74,0,NA,NA,NA,NA,NA,NA,0.2,0.02,NA,NA,NA,NA,NA,NA,1999.57
317,SP,8/10/99,NA,NA,0,,,99.605,15.8,8.73,93.53,NA,0.26,4.1,2.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999.605
318,SP,8/23/99,TotalBiovolume,58570.67871,0,0,3.5,99.641,15.81,8.09,87.56,91.23,0.2,4.16,3.05,7.38,7.74,630.39,8.81,8.96,3.38,3.21,1.5,NA,38.66,221.31,266.89,7.79,15.17,2635.12,2691.12,2802.64,0,5.57,1.95,10.06,2.94,2.53,0.67,0.21,0.03,NA,NA,NA,NA,NA,NA,1999.641
319,SP,9/9/99,NA,NA,0,0,1.7,99.688,15.91,8.98,97.54,NA,0.26,2.86,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999.688
320,SP,9/23/99,NA,NA,0,0,1.8,99.726,13.78,8.4,87.57,NA,0.25,4.54,2.95,7.39,7.85,NA,8.98,9.13,3.34,3.32,3.39,NA,53.24,196.04,228.5,3.54,10.99,2736.74,2456.29,2620.25,0,NA,NA,NA,NA,NA,NA,0.28,0.02,NA,NA,NA,NA,NA,NA,1999.726
321,SP,10/8/99,NA,NA,0,,,99.767,10.96,8.31,81.37,NA,0.23,3.02,4.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999.767
322,SP,10/19/99,NA,NA,0,0,4.7,99.797,9.74,8.7,82.29,NA,0.18,4.59,3.5,7.28,7.87,NA,9.1,9.21,3.24,3.17,1.77,NA,43.71,285.14,263.51,5.48,10.19,2793.7,3208.06,3224.75,0,NA,NA,NA,NA,NA,NA,0.37,0.04,NA,NA,NA,NA,NA,NA,1999.797
323,SP,11/10/99,TotalBiovolume,29393.12457,0,,,99.858,7.39,11.5,101.55,91,0.13,15.29,0.51,7.55,8.04,649.9,8.57,8.71,3.34,3.37,1.62,NA,12.64,199.52,220.48,4.87,9.25,2553.2,3216.62,3245,0,5.95,2.14,10.3,3.03,2.57,0.72,0.08,0,NA,NA,NA,NA,NA,NA,1999.858
324,SP,1/18/00,NA,NA,1,0,15.8,0.046,2.64,11.86,92.5,NA,0.08,4.81,3.58,7.33,8,NA,9.62,9.81,3.8,3.74,5.75,NA,97.74,324.75,384.78,5.28,13.03,3018.25,3223.29,3267.5,0,NA,NA,NA,NA,NA,NA,0.02,0.05,NA,NA,NA,NA,NA,NA,2000.046
325,SP,2/22/00,TotalBiovolume,19235.34559,1,,,0.142,2.72,10.79,84.13,98.94,0.16,1.91,1.29,7.28,8.02,683.22,9.59,9.62,3.2,2.94,8.89,NA,196.28,395.04,440.31,8.81,13.58,3352.77,2989.71,3596.32,0,6.31,1.91,11.02,3.2,2.72,0.73,1.05,0.11,NA,NA,NA,NA,NA,NA,2000.142
,SP,4/6/00,TotalBiovolume,128642.492,0,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,SP,4/7/00,NA,NA,0,0,10.9,0.262,4.22,11.66,94.95,91.62,0.17,8.59,2.35,7.41,7.99,641.41,8.47,8.76,2.76,2.59,7,NA,16.67,248.64,295.2,2.13,7,3015.08,3209.5,3088.98,0.13,5.99,1.92,9.84,2.91,2.51,0.65,0.07,0.01,NA,NA,NA,NA,NA,NA,2000.262
,,4/18/00,NA,NA,0,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,SP,4/19/00,,,0,,,0.295,4.4,12.02,98.35,NA,0.15,7.78,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000.295
,,5/2/00,NA,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,SP,5/3/00,,,0,0,-1,0.333,6.92,12.67,110.57,NA,0.17,3.95,4.21,7.76,8,NA,8.61,8.97,3.4,3.19,1.65,NA,27.41,245.32,257.77,5.45,12.29,2867.71,2924.92,2960.46,0.13,NA,NA,NA,NA,NA,NA,0.01,0.02,NA,NA,NA,NA,NA,NA,2000.333
,,5/17/00,NA,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,SP,5/18/00,,,0,,,0.374,9.14,11.52,105.64,NA,0.22,4.22,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000.374
,,5/30/00,TotalBiovolume,306599.4631,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,SP,5/31/00,,,0,0,0.7,0.41,10.7,10.81,103.12,NA,0.24,1.39,1.05,7.6,7.99,NA,8.66,8.92,3.25,3.1,3.2,NA,36.16,172.59,217.81,2.87,8.78,2845.37,3029.66,3009.02,0.12,NA,NA,NA,NA,NA,NA,0.02,0.01,NA,NA,NA,NA,NA,NA,2000.41
,,6/13/00,NA,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,SP,6/14/00,,,0,0,1,0.448,12.28,10.55,104.21,NA,0.23,3.96,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000.448
,,6/27/00,NA,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,SP,6/28/00,,,0,0,1.5,0.486,13.06,10.03,100.95,NA,0.24,4.4,0.79,7.46,7.86,NA,8.84,9.04,3.43,3.37,3.3,NA,35.43,249.08,271.93,4.44,9.48,2847.37,2836.87,2950.87,0.2,NA,NA,NA,NA,NA,NA,0.03,0.04,NA,NA,NA,NA,NA,NA,2000.486
