sampledate.x,wtemp,o2,o2sat,cond,frlight,chlor.x,phaeo,ph,phair,alk,dic,tic,doc,toc,no3no2,no2,nh4,totnf,totnuf,totpf,totpuf,drsif,brsif,brsiuf,tpm,cl,so4,ca,mg,na,k,fe,mn,chlDate,chlor.y,datePlus1,dateMinus1,year4,daynum,avsnow,totice,whiteice,blueice,lakeid,sampledate,division,taxa_name,genus,biovolume_conc,Season,bv.datePlus1,bv.dateMinus1
5/19/14,6.51,10.18,88.75,111.07,0.1,7.31,0.52,7.25,NA,702.04,8.05,8.79,2.51,2.45,34.99,NA,24.67,227.44,259.92,1.87,27.56,2712.16,NA,NA,0.07,9.84,2.75,11.48,3.4,2.93,0.65,0.03,0.01,5/19/14,6.5,5/20/14,5/18/14,NA,NA,NA,NA,NA,NA,SP,5/19/14,Chlorophyta,Chlamydomonas ,Chlamydomonas,55955.8807,1,5/20/14,5/18/14
5/19/14,6.51,10.18,88.75,111.07,0.1,7.31,0.52,7.25,NA,702.04,8.05,8.79,2.51,2.45,34.99,NA,24.67,227.44,259.92,1.87,27.56,2712.16,NA,NA,0.07,9.84,2.75,11.48,3.4,2.93,0.65,0.03,0.01,5/19/14,6.5,5/20/14,5/18/14,NA,NA,NA,NA,NA,NA,SP,5/19/14,Chlorophyta,Chlorogonium ,Chlorogonium,709.5168,1,5/20/14,5/18/14
5/19/14,6.51,10.18,88.75,111.07,0.1,7.31,0.52,7.25,NA,702.04,8.05,8.79,2.51,2.45,34.99,NA,24.67,227.44,259.92,1.87,27.56,2712.16,NA,NA,0.07,9.84,2.75,11.48,3.4,2.93,0.65,0.03,0.01,5/19/14,6.5,5/20/14,5/18/14,NA,NA,NA,NA,NA,NA,SP,5/19/14,Chlorophyta,Hegewaldia parvula,Hegewaldia,640.339,1,5/20/14,5/18/14
5/19/14,6.51,10.18,88.75,111.07,0.1,7.31,0.52,7.25,NA,702.04,8.05,8.79,2.51,2.45,34.99,NA,24.67,227.44,259.92,1.87,27.56,2712.16,NA,NA,0.07,9.84,2.75,11.48,3.4,2.93,0.65,0.03,0.01,5/19/14,6.5,5/20/14,5/18/14,NA,NA,NA,NA,NA,NA,SP,5/19/14,Chlorophyta,Monoraphidium arcuatum,Monoraphidium,492.2003,1,5/20/14,5/18/14
5/19/14,6.51,10.18,88.75,111.07,0.1,7.31,0.52,7.25,NA,702.04,8.05,8.79,2.51,2.45,34.99,NA,24.67,227.44,259.92,1.87,27.56,2712.16,NA,NA,0.07,9.84,2.75,11.48,3.4,2.93,0.65,0.03,0.01,5/19/14,6.5,5/20/14,5/18/14,NA,NA,NA,NA,NA,NA,SP,5/19/14,Chlorophyta,Monoraphidium capricornutum,Monoraphidium,165.3788,1,5/20/14,5/18/14
5/19/14,6.51,10.18,88.75,111.07,0.1,7.31,0.52,7.25,NA,702.04,8.05,8.79,2.51,2.45,34.99,NA,24.67,227.44,259.92,1.87,27.56,2712.16,NA,NA,0.07,9.84,2.75,11.48,3.4,2.93,0.65,0.03,0.01,5/19/14,6.5,5/20/14,5/18/14,NA,NA,NA,NA,NA,NA,SP,5/19/14,Chlorophyta,Oocystis parva,Oocystis,748.3175,1,5/20/14,5/18/14
5/19/14,6.51,10.18,88.75,111.07,0.1,7.31,0.52,7.25,NA,702.04,8.05,8.79,2.51,2.45,34.99,NA,24.67,227.44,259.92,1.87,27.56,2712.16,NA,NA,0.07,9.84,2.75,11.48,3.4,2.93,0.65,0.03,0.01,5/19/14,6.5,5/20/14,5/18/14,NA,NA,NA,NA,NA,NA,SP,5/19/14,Chlorophyta,Scenedesmus bijuga,Scenedesmus,2217.2412,1,5/20/14,5/18/14
5/19/14,6.51,10.18,88.75,111.07,0.1,7.31,0.52,7.25,NA,702.04,8.05,8.79,2.51,2.45,34.99,NA,24.67,227.44,259.92,1.87,27.56,2712.16,NA,NA,0.07,9.84,2.75,11.48,3.4,2.93,0.65,0.03,0.01,5/19/14,6.5,5/20/14,5/18/14,NA,NA,NA,NA,NA,NA,SP,5/19/14,Chlorophyta,Scenedesmus serratus,Scenedesmus,1285.9987,1,5/20/14,5/18/14
5/19/14,6.51,10.18,88.75,111.07,0.1,7.31,0.52,7.25,NA,702.04,8.05,8.79,2.51,2.45,34.99,NA,24.67,227.44,259.92,1.87,27.56,2712.16,NA,NA,0.07,9.84,2.75,11.48,3.4,2.93,0.65,0.03,0.01,5/19/14,6.5,5/20/14,5/18/14,NA,NA,NA,NA,NA,NA,SP,5/19/14,Chlorophyta,Tetraedron regulare,Tetraedron,211.7309,1,5/20/14,5/18/14
5/19/14,6.51,10.18,88.75,111.07,0.1,7.31,0.52,7.25,NA,702.04,8.05,8.79,2.51,2.45,34.99,NA,24.67,227.44,259.92,1.87,27.56,2712.16,NA,NA,0.07,9.84,2.75,11.48,3.4,2.93,0.65,0.03,0.01,5/19/14,6.5,5/20/14,5/18/14,NA,NA,NA,NA,NA,NA,SP,5/19/14,Chrysophyta,Chrysophyceae,,24809.87,1,5/20/14,5/18/14
5/19/14,6.51,10.18,88.75,111.07,0.1,7.31,0.52,7.25,NA,702.04,8.05,8.79,2.51,2.45,34.99,NA,24.67,227.44,259.92,1.87,27.56,2712.16,NA,NA,0.07,9.84,2.75,11.48,3.4,2.93,0.65,0.03,0.01,5/19/14,6.5,5/20/14,5/18/14,NA,NA,NA,NA,NA,NA,SP,5/19/14,Chrysophyta,Chrysophyceae,,2062.0678,1,5/20/14,5/18/14
5/19/14,6.51,10.18,88.75,111.07,0.1,7.31,0.52,7.25,NA,702.04,8.05,8.79,2.51,2.45,34.99,NA,24.67,227.44,259.92,1.87,27.56,2712.16,NA,NA,0.07,9.84,2.75,11.48,3.4,2.93,0.65,0.03,0.01,5/19/14,6.5,5/20/14,5/18/14,NA,NA,NA,NA,NA,NA,SP,5/19/14,Chrysophyta,Chrysolykos planctonicus,Chrysolykos,399.1044,1,5/20/14,5/18/14
5/19/14,6.51,10.18,88.75,111.07,0.1,7.31,0.52,7.25,NA,702.04,8.05,8.79,2.51,2.45,34.99,NA,24.67,227.44,259.92,1.87,27.56,2712.16,NA,NA,0.07,9.84,2.75,11.48,3.4,2.93,0.65,0.03,0.01,5/19/14,6.5,5/20/14,5/18/14,NA,NA,NA,NA,NA,NA,SP,5/19/14,Chrysophyta,Chrysolykos skujai,Chrysolykos,199.5522,1,5/20/14,5/18/14
5/19/14,6.51,10.18,88.75,111.07,0.1,7.31,0.52,7.25,NA,702.04,8.05,8.79,2.51,2.45,34.99,NA,24.67,227.44,259.92,1.87,27.56,2712.16,NA,NA,0.07,9.84,2.75,11.48,3.4,2.93,0.65,0.03,0.01,5/19/14,6.5,5/20/14,5/18/14,NA,NA,NA,NA,NA,NA,SP,5/19/14,Chrysophyta,Chrysosphaerella ,Chrysosphaerella,73168.9587,1,5/20/14,5/18/14
5/19/14,6.51,10.18,88.75,111.07,0.1,7.31,0.52,7.25,NA,702.04,8.05,8.79,2.51,2.45,34.99,NA,24.67,227.44,259.92,1.87,27.56,2712.16,NA,NA,0.07,9.84,2.75,11.48,3.4,2.93,0.65,0.03,0.01,5/19/14,6.5,5/20/14,5/18/14,NA,NA,NA,NA,NA,NA,SP,5/19/14,Chrysophyta,Dinobryon ,Dinobryon,10809.049,1,5/20/14,5/18/14
5/19/14,6.51,10.18,88.75,111.07,0.1,7.31,0.52,7.25,NA,702.04,8.05,8.79,2.51,2.45,34.99,NA,24.67,227.44,259.92,1.87,27.56,2712.16,NA,NA,0.07,9.84,2.75,11.48,3.4,2.93,0.65,0.03,0.01,5/19/14,6.5,5/20/14,5/18/14,NA,NA,NA,NA,NA,NA,SP,5/19/14,Chrysophyta,Dinobryon cylindricum,Dinobryon,4966.6204,1,5/20/14,5/18/14
5/19/14,6.51,10.18,88.75,111.07,0.1,7.31,0.52,7.25,NA,702.04,8.05,8.79,2.51,2.45,34.99,NA,24.67,227.44,259.92,1.87,27.56,2712.16,NA,NA,0.07,9.84,2.75,11.48,3.4,2.93,0.65,0.03,0.01,5/19/14,6.5,5/20/14,5/18/14,NA,NA,NA,NA,NA,NA,SP,5/19/14,Chrysophyta,Dinobryon cyst,Dinobryon,27785.5801,1,5/20/14,5/18/14
5/19/14,6.51,10.18,88.75,111.07,0.1,7.31,0.52,7.25,NA,702.04,8.05,8.79,2.51,2.45,34.99,NA,24.67,227.44,259.92,1.87,27.56,2712.16,NA,NA,0.07,9.84,2.75,11.48,3.4,2.93,0.65,0.03,0.01,5/19/14,6.5,5/20/14,5/18/14,NA,NA,NA,NA,NA,NA,SP,5/19/14,Chrysophyta,Kephyrion petasatum,Kephyrion,1033.7245,1,5/20/14,5/18/14
5/19/14,6.51,10.18,88.75,111.07,0.1,7.31,0.52,7.25,NA,702.04,8.05,8.79,2.51,2.45,34.99,NA,24.67,227.44,259.92,1.87,27.56,2712.16,NA,NA,0.07,9.84,2.75,11.48,3.4,2.93,0.65,0.03,0.01,5/19/14,6.5,5/20/14,5/18/14,NA,NA,NA,NA,NA,NA,SP,5/19/14,Chrysophyta,Kephyrion planctonicum,Kephyrion,399.1044,1,5/20/14,5/18/14
5/19/14,6.51,10.18,88.75,111.07,0.1,7.31,0.52,7.25,NA,702.04,8.05,8.79,2.51,2.45,34.99,NA,24.67,227.44,259.92,1.87,27.56,2712.16,NA,NA,0.07,9.84,2.75,11.48,3.4,2.93,0.65,0.03,0.01,5/19/14,6.5,5/20/14,5/18/14,NA,NA,NA,NA,NA,NA,SP,5/19/14,Chrysophyta,Mallomonas ,Mallomonas,21817.6544,1,5/20/14,5/18/14
5/19/14,6.51,10.18,88.75,111.07,0.1,7.31,0.52,7.25,NA,702.04,8.05,8.79,2.51,2.45,34.99,NA,24.67,227.44,259.92,1.87,27.56,2712.16,NA,NA,0.07,9.84,2.75,11.48,3.4,2.93,0.65,0.03,0.01,5/19/14,6.5,5/20/14,5/18/14,NA,NA,NA,NA,NA,NA,SP,5/19/14,Chrysophyta,Mallomonas akrokomas,Mallomonas,886.8965,1,5/20/14,5/18/14
5/19/14,6.51,10.18,88.75,111.07,0.1,7.31,0.52,7.25,NA,702.04,8.05,8.79,2.51,2.45,34.99,NA,24.67,227.44,259.92,1.87,27.56,2712.16,NA,NA,0.07,9.84,2.75,11.48,3.4,2.93,0.65,0.03,0.01,5/19/14,6.5,5/20/14,5/18/14,NA,NA,NA,NA,NA,NA,SP,5/19/14,Cryptophyta,Cryptomonas erosa,Cryptomonas,226158.6058,1,5/20/14,5/18/14
5/19/14,6.51,10.18,88.75,111.07,0.1,7.31,0.52,7.25,NA,702.04,8.05,8.79,2.51,2.45,34.99,NA,24.67,227.44,259.92,1.87,27.56,2712.16,NA,NA,0.07,9.84,2.75,11.48,3.4,2.93,0.65,0.03,0.01,5/19/14,6.5,5/20/14,5/18/14,NA,NA,NA,NA,NA,NA,SP,5/19/14,Cryptophyta,Rhodomonas minuta,Rhodomonas,8979.8291,1,5/20/14,5/18/14
5/19/14,6.51,10.18,88.75,111.07,0.1,7.31,0.52,7.25,NA,702.04,8.05,8.79,2.51,2.45,34.99,NA,24.67,227.44,259.92,1.87,27.56,2712.16,NA,NA,0.07,9.84,2.75,11.48,3.4,2.93,0.65,0.03,0.01,5/19/14,6.5,5/20/14,5/18/14,NA,NA,NA,NA,NA,NA,SP,5/19/14,Cryptophyta,Rhodomonas minuta,Rhodomonas,6518.6824,1,5/20/14,5/18/14
5/19/14,6.51,10.18,88.75,111.07,0.1,7.31,0.52,7.25,NA,702.04,8.05,8.79,2.51,2.45,34.99,NA,24.67,227.44,259.92,1.87,27.56,2712.16,NA,NA,0.07,9.84,2.75,11.48,3.4,2.93,0.65,0.03,0.01,5/19/14,6.5,5/20/14,5/18/14,NA,NA,NA,NA,NA,NA,SP,5/19/14,Cyanophyta,Aphanocapsa delicatissima,Aphanocapsa,44.3449,1,5/20/14,5/18/14
5/19/14,6.51,10.18,88.75,111.07,0.1,7.31,0.52,7.25,NA,702.04,8.05,8.79,2.51,2.45,34.99,NA,24.67,227.44,259.92,1.87,27.56,2712.16,NA,NA,0.07,9.84,2.75,11.48,3.4,2.93,0.65,0.03,0.01,5/19/14,6.5,5/20/14,5/18/14,NA,NA,NA,NA,NA,NA,SP,5/19/14,Cyanophyta,Aphanothece nidulans,Aphanothece,332.5859,1,5/20/14,5/18/14
5/19/14,6.51,10.18,88.75,111.07,0.1,7.31,0.52,7.25,NA,702.04,8.05,8.79,2.51,2.45,34.99,NA,24.67,227.44,259.92,1.87,27.56,2712.16,NA,NA,0.07,9.84,2.75,11.48,3.4,2.93,0.65,0.03,0.01,5/19/14,6.5,5/20/14,5/18/14,NA,NA,NA,NA,NA,NA,SP,5/19/14,Haptophyta,Chrysochromulina parva,Chrysochromulina,57630.6015,1,5/20/14,5/18/14
5/19/14,6.51,10.18,88.75,111.07,0.1,7.31,0.52,7.25,NA,702.04,8.05,8.79,2.51,2.45,34.99,NA,24.67,227.44,259.92,1.87,27.56,2712.16,NA,NA,0.07,9.84,2.75,11.48,3.4,2.93,0.65,0.03,0.01,5/19/14,6.5,5/20/14,5/18/14,NA,NA,NA,NA,NA,NA,SP,5/19/14,Pyrrhophyta,Gymnodinium sp. 1,Gymnodinium,26606.8951,1,5/20/14,5/18/14
5/19/14,6.51,10.18,88.75,111.07,0.1,7.31,0.52,7.25,NA,702.04,8.05,8.79,2.51,2.45,34.99,NA,24.67,227.44,259.92,1.87,27.56,2712.16,NA,NA,0.07,9.84,2.75,11.48,3.4,2.93,0.65,0.03,0.01,5/19/14,6.5,5/20/14,5/18/14,NA,NA,NA,NA,NA,NA,SP,5/19/14,Pyrrhophyta,Gymnodinium sp. 2,Gymnodinium,9977.5869,1,5/20/14,5/18/14
5/19/14,6.51,10.18,88.75,111.07,0.1,7.31,0.52,7.25,NA,702.04,8.05,8.79,2.51,2.45,34.99,NA,24.67,227.44,259.92,1.87,27.56,2712.16,NA,NA,0.07,9.84,2.75,11.48,3.4,2.93,0.65,0.03,0.01,5/19/14,6.5,5/20/14,5/18/14,NA,NA,NA,NA,NA,NA,SP,5/19/14,Total,Total,Total,763067.3469,1,5/20/14,5/18/14
5/27/14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/4/14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/17/14,11.01,9.74,94.54,NA,0.16,4.69,1.36,7.39,NA,NA,7.74,8.37,2.83,2.83,2.94,NA,35.39,195.53,239.96,6.13,11.01,2736.54,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,6/17/14,1.3,6/18/14,6/16/14,NA,NA,NA,NA,NA,NA,SP,6/17/14,,Rhodospirillum rubrum,Rhodospirillum,16.6293,1,6/18/14,6/16/14
6/17/14,11.01,9.74,94.54,NA,0.16,4.69,1.36,7.39,NA,NA,7.74,8.37,2.83,2.83,2.94,NA,35.39,195.53,239.96,6.13,11.01,2736.54,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,6/17/14,1.3,6/18/14,6/16/14,NA,NA,NA,NA,NA,NA,SP,6/17/14,Bacillariophyta,Asterionella formosa,Asterionella,46305.5579,1,6/18/14,6/16/14
6/17/14,11.01,9.74,94.54,NA,0.16,4.69,1.36,7.39,NA,NA,7.74,8.37,2.83,2.83,2.94,NA,35.39,195.53,239.96,6.13,11.01,2736.54,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,6/17/14,1.3,6/18/14,6/16/14,NA,NA,NA,NA,NA,NA,SP,6/17/14,Bacillariophyta,Cyclotella atomus,Cyclotella,1064.2762,1,6/18/14,6/16/14
6/17/14,11.01,9.74,94.54,NA,0.16,4.69,1.36,7.39,NA,NA,7.74,8.37,2.83,2.83,2.94,NA,35.39,195.53,239.96,6.13,11.01,2736.54,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,6/17/14,1.3,6/18/14,6/16/14,NA,NA,NA,NA,NA,NA,SP,6/17/14,Bacillariophyta,Cyclotella meneghiniana,Cyclotella,3469.3276,1,6/18/14,6/16/14
6/17/14,11.01,9.74,94.54,NA,0.16,4.69,1.36,7.39,NA,NA,7.74,8.37,2.83,2.83,2.94,NA,35.39,195.53,239.96,6.13,11.01,2736.54,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,6/17/14,1.3,6/18/14,6/16/14,NA,NA,NA,NA,NA,NA,SP,6/17/14,Bacillariophyta,Fragilaria delicatissima,Fragilaria,41329.8806,1,6/18/14,6/16/14
6/17/14,11.01,9.74,94.54,NA,0.16,4.69,1.36,7.39,NA,NA,7.74,8.37,2.83,2.83,2.94,NA,35.39,195.53,239.96,6.13,11.01,2736.54,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,6/17/14,1.3,6/18/14,6/16/14,NA,NA,NA,NA,NA,NA,SP,6/17/14,Bacillariophyta,Fragilaria filiformis,Fragilaria,47992.3421,1,6/18/14,6/16/14
6/17/14,11.01,9.74,94.54,NA,0.16,4.69,1.36,7.39,NA,NA,7.74,8.37,2.83,2.83,2.94,NA,35.39,195.53,239.96,6.13,11.01,2736.54,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,6/17/14,1.3,6/18/14,6/16/14,NA,NA,NA,NA,NA,NA,SP,6/17/14,Bacillariophyta,Stephanodiscus alpinus,Stephanodiscus,12415.6956,1,6/18/14,6/16/14
6/17/14,11.01,9.74,94.54,NA,0.16,4.69,1.36,7.39,NA,NA,7.74,8.37,2.83,2.83,2.94,NA,35.39,195.53,239.96,6.13,11.01,2736.54,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,6/17/14,1.3,6/18/14,6/16/14,NA,NA,NA,NA,NA,NA,SP,6/17/14,Bacillariophyta,Synedra ulna,Synedra,169384.7567,1,6/18/14,6/16/14
6/17/14,11.01,9.74,94.54,NA,0.16,4.69,1.36,7.39,NA,NA,7.74,8.37,2.83,2.83,2.94,NA,35.39,195.53,239.96,6.13,11.01,2736.54,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,6/17/14,1.3,6/18/14,6/16/14,NA,NA,NA,NA,NA,NA,SP,6/17/14,Bacillariophyta,Tabellaria flocculosa,Tabellaria,28712.3536,1,6/18/14,6/16/14
6/17/14,11.01,9.74,94.54,NA,0.16,4.69,1.36,7.39,NA,NA,7.74,8.37,2.83,2.83,2.94,NA,35.39,195.53,239.96,6.13,11.01,2736.54,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,6/17/14,1.3,6/18/14,6/16/14,NA,NA,NA,NA,NA,NA,SP,6/17/14,Bacillariophyta,Ulnaria ulna,Ulnaria,182935.5372,1,6/18/14,6/16/14
6/17/14,11.01,9.74,94.54,NA,0.16,4.69,1.36,7.39,NA,NA,7.74,8.37,2.83,2.83,2.94,NA,35.39,195.53,239.96,6.13,11.01,2736.54,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,6/17/14,1.3,6/18/14,6/16/14,NA,NA,NA,NA,NA,NA,SP,6/17/14,Bacillariophyta,Urosolenia longiseta,Urosolenia,33258.6186,1,6/18/14,6/16/14
6/17/14,11.01,9.74,94.54,NA,0.16,4.69,1.36,7.39,NA,NA,7.74,8.37,2.83,2.83,2.94,NA,35.39,195.53,239.96,6.13,11.01,2736.54,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,6/17/14,1.3,6/18/14,6/16/14,NA,NA,NA,NA,NA,NA,SP,6/17/14,Chlorophyta,Chlorococcaceae,,13480.8246,1,6/18/14,6/16/14
6/17/14,11.01,9.74,94.54,NA,0.16,4.69,1.36,7.39,NA,NA,7.74,8.37,2.83,2.83,2.94,NA,35.39,195.53,239.96,6.13,11.01,2736.54,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,6/17/14,1.3,6/18/14,6/16/14,NA,NA,NA,NA,NA,NA,SP,6/17/14,Chlorophyta,Chlorococcaceae,,11086.2069,1,6/18/14,6/16/14
6/17/14,11.01,9.74,94.54,NA,0.16,4.69,1.36,7.39,NA,NA,7.74,8.37,2.83,2.83,2.94,NA,35.39,195.53,239.96,6.13,11.01,2736.54,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,6/17/14,1.3,6/18/14,6/16/14,NA,NA,NA,NA,NA,NA,SP,6/17/14,Chlorophyta,Chlamydomonas ,Chlamydomonas,36153.9737,1,6/18/14,6/16/14
6/17/14,11.01,9.74,94.54,NA,0.16,4.69,1.36,7.39,NA,NA,7.74,8.37,2.83,2.83,2.94,NA,35.39,195.53,239.96,6.13,11.01,2736.54,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,6/17/14,1.3,6/18/14,6/16/14,NA,NA,NA,NA,NA,NA,SP,6/17/14,Chlorophyta,Closterium moniliferum,Closterium,12992.3338,1,6/18/14,6/16/14
6/17/14,11.01,9.74,94.54,NA,0.16,4.69,1.36,7.39,NA,NA,7.74,8.37,2.83,2.83,2.94,NA,35.39,195.53,239.96,6.13,11.01,2736.54,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,6/17/14,1.3,6/18/14,6/16/14,NA,NA,NA,NA,NA,NA,SP,6/17/14,Chlorophyta,Lobomonas ,Lobomonas,5432.2411,1,6/18/14,6/16/14
6/17/14,11.01,9.74,94.54,NA,0.16,4.69,1.36,7.39,NA,NA,7.74,8.37,2.83,2.83,2.94,NA,35.39,195.53,239.96,6.13,11.01,2736.54,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,6/17/14,1.3,6/18/14,6/16/14,NA,NA,NA,NA,NA,NA,SP,6/17/14,Chlorophyta,Monoraphidium arcuatum,Monoraphidium,606.3911,1,6/18/14,6/16/14
6/17/14,11.01,9.74,94.54,NA,0.16,4.69,1.36,7.39,NA,NA,7.74,8.37,2.83,2.83,2.94,NA,35.39,195.53,239.96,6.13,11.01,2736.54,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,6/17/14,1.3,6/18/14,6/16/14,NA,NA,NA,NA,NA,NA,SP,6/17/14,Chlorophyta,Monoraphidium capricornutum,Monoraphidium,165.3788,1,6/18/14,6/16/14
6/17/14,11.01,9.74,94.54,NA,0.16,4.69,1.36,7.39,NA,NA,7.74,8.37,2.83,2.83,2.94,NA,35.39,195.53,239.96,6.13,11.01,2736.54,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,6/17/14,1.3,6/18/14,6/16/14,NA,NA,NA,NA,NA,NA,SP,6/17/14,Chlorophyta,Monoraphidium griffithii,Monoraphidium,798.2066,1,6/18/14,6/16/14
6/17/14,11.01,9.74,94.54,NA,0.16,4.69,1.36,7.39,NA,NA,7.74,8.37,2.83,2.83,2.94,NA,35.39,195.53,239.96,6.13,11.01,2736.54,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,6/17/14,1.3,6/18/14,6/16/14,NA,NA,NA,NA,NA,NA,SP,6/17/14,Chlorophyta,Mucidosphaerium pulchellum,Mucidosphaerium,145.6984,1,6/18/14,6/16/14
6/17/14,11.01,9.74,94.54,NA,0.16,4.69,1.36,7.39,NA,NA,7.74,8.37,2.83,2.83,2.94,NA,35.39,195.53,239.96,6.13,11.01,2736.54,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,6/17/14,1.3,6/18/14,6/16/14,NA,NA,NA,NA,NA,NA,SP,6/17/14,Chlorophyta,Oocystis parva,Oocystis,1419.0335,1,6/18/14,6/16/14
6/17/14,11.01,9.74,94.54,NA,0.16,4.69,1.36,7.39,NA,NA,7.74,8.37,2.83,2.83,2.94,NA,35.39,195.53,239.96,6.13,11.01,2736.54,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,6/17/14,1.3,6/18/14,6/16/14,NA,NA,NA,NA,NA,NA,SP,6/17/14,Chlorophyta,Scenedesmus bijuga,Scenedesmus,1396.861,1,6/18/14,6/16/14
6/17/14,11.01,9.74,94.54,NA,0.16,4.69,1.36,7.39,NA,NA,7.74,8.37,2.83,2.83,2.94,NA,35.39,195.53,239.96,6.13,11.01,2736.54,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,6/17/14,1.3,6/18/14,6/16/14,NA,NA,NA,NA,NA,NA,SP,6/17/14,Chlorophyta,Scenedesmus serratus,Scenedesmus,3405.6838,1,6/18/14,6/16/14
6/17/14,11.01,9.74,94.54,NA,0.16,4.69,1.36,7.39,NA,NA,7.74,8.37,2.83,2.83,2.94,NA,35.39,195.53,239.96,6.13,11.01,2736.54,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,6/17/14,1.3,6/18/14,6/16/14,NA,NA,NA,NA,NA,NA,SP,6/17/14,Chlorophyta,Selenastrum ,Selenastrum,308.0071,1,6/18/14,6/16/14
6/17/14,11.01,9.74,94.54,NA,0.16,4.69,1.36,7.39,NA,NA,7.74,8.37,2.83,2.83,2.94,NA,35.39,195.53,239.96,6.13,11.01,2736.54,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,6/17/14,1.3,6/18/14,6/16/14,NA,NA,NA,NA,NA,NA,SP,6/17/14,Chlorophyta,Treubaria setigera,Treubaria,2642.4022,1,6/18/14,6/16/14
6/17/14,11.01,9.74,94.54,NA,0.16,4.69,1.36,7.39,NA,NA,7.74,8.37,2.83,2.83,2.94,NA,35.39,195.53,239.96,6.13,11.01,2736.54,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,6/17/14,1.3,6/18/14,6/16/14,NA,NA,NA,NA,NA,NA,SP,6/17/14,Chrysophyta,Chrysophyceae,,5395.8785,1,6/18/14,6/16/14
6/17/14,11.01,9.74,94.54,NA,0.16,4.69,1.36,7.39,NA,NA,7.74,8.37,2.83,2.83,2.94,NA,35.39,195.53,239.96,6.13,11.01,2736.54,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,6/17/14,1.3,6/18/14,6/16/14,NA,NA,NA,NA,NA,NA,SP,6/17/14,Chrysophyta,Chrysophyceae,,2237.6404,1,6/18/14,6/16/14
6/17/14,11.01,9.74,94.54,NA,0.16,4.69,1.36,7.39,NA,NA,7.74,8.37,2.83,2.83,2.94,NA,35.39,195.53,239.96,6.13,11.01,2736.54,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,6/17/14,1.3,6/18/14,6/16/14,NA,NA,NA,NA,NA,NA,SP,6/17/14,Chrysophyta,Chrysosphaerella ,Chrysosphaerella,10647.1934,1,6/18/14,6/16/14
6/17/14,11.01,9.74,94.54,NA,0.16,4.69,1.36,7.39,NA,NA,7.74,8.37,2.83,2.83,2.94,NA,35.39,195.53,239.96,6.13,11.01,2736.54,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,6/17/14,1.3,6/18/14,6/16/14,NA,NA,NA,NA,NA,NA,SP,6/17/14,Chrysophyta,Dinobryon ,Dinobryon,16130.4257,1,6/18/14,6/16/14
