sampledate,species_code,species_name,density,individuals_measured,avg_length
10/9/07,30801,SKISTODIAPTOMUS OREGONENSIS,37,,
10/9/07,50000,CLADOCERAN,1.4,,
10/9/07,50700,BOSMINIDAE,0.3,,
10/9/07,51000,CHYDORUS,0.3,,
10/9/07,60200,ASCOMORPHA,19.6,,
10/9/07,61502,GASTROPUS STYLIFER,2.8,1,0.09
10/9/07,61805,KERATELLA HIEMALIS,4667.6,,
10/9/07,61808,KERATELLA TAUROCEPHALA,2.8,9,0.11
10/9/07,63005,POLYARTHRA VULGARIS,2.8,,
10/9/07,63602,TRICHOCERCA BIROSTRIS,5.6,,
11/15/07,20901,TROPOCYCLOPS PRASINUS MEXICANUS,36.4,4,0.51
11/15/07,30801,SKISTODIAPTOMUS OREGONENSIS,0.8,,
11/15/07,50700,BOSMINIDAE,22.7,,
11/15/07,51000,CHYDORUS,0.6,,
11/15/07,61808,KERATELLA TAUROCEPHALA,2427.6,2,0.11
11/15/07,63400,SYNCHAETA,243.6,15,0.21
2/25/08,61808,KERATELLA TAUROCEPHALA,0.3,,
5/8/08,10000,COPEPOD NAUPLII,3.9,,
5/8/08,20000,CYCLOPOID,0.6,,
5/8/08,60203,ASCOMORPHA SALTANS,1.7,,
5/8/08,61502,GASTROPUS STYLIFER,0.3,,
5/8/08,61800,KERATELLA,0.3,,
5/8/08,63400,SYNCHAETA,12.9,15,0.18
5/8/08,63612,TRICHOCERCA MULTICRINIS,0.3,1,0.22
6/3/08,10000,COPEPOD NAUPLII,13.2,,
6/3/08,20302,DIACYCLOPS THOMASI,,1,0.71
6/3/08,20601,MESOCYCLOPS EDAX,2.8,22,0.62
6/3/08,30000,CALANOID,0.6,2,0.65
6/3/08,30801,SKISTODIAPTOMUS OREGONENSIS,0.3,1,1.21
6/3/08,50700,BOSMINIDAE,7.3,,
6/3/08,51000,CHYDORUS,0.3,,
6/3/08,51130,DAPHNIA PULICARIA,2.8,,
6/3/08,60200,ASCOMORPHA,0.6,,
6/3/08,60800,CONOCHILOIDES,0.6,1,0.07
6/3/08,61808,KERATELLA TAUROCEPHALA,18.5,,
6/3/08,63005,POLYARTHRA VULGARIS,3.6,,
6/3/08,63400,SYNCHAETA,0.8,,
6/30/08,10000,COPEPOD NAUPLII,4.5,,
6/30/08,20601,MESOCYCLOPS EDAX,4,39,0.85
6/30/08,30000,CALANOID,1.7,14,0.58
6/30/08,30801,SKISTODIAPTOMUS OREGONENSIS,0.6,2,1.1
6/30/08,50700,BOSMINIDAE,10.9,,
6/30/08,51130,DAPHNIA PULICARIA,4.8,17,0.87
6/30/08,61808,KERATELLA TAUROCEPHALA,11.5,3,0.11
6/30/08,63005,POLYARTHRA VULGARIS,9.8,3,0.12
6/30/08,63602,TRICHOCERCA BIROSTRIS,1.1,,
7/28/08,10000,COPEPOD NAUPLII,7.8,,
7/28/08,20601,MESOCYCLOPS EDAX,8.1,23,1.05
7/28/08,30000,CALANOID,1.1,4,0.75
7/28/08,30801,SKISTODIAPTOMUS OREGONENSIS,0.3,1,1.17
7/28/08,50700,BOSMINIDAE,2.2,,
7/28/08,51130,DAPHNIA PULICARIA,0.3,1,1.17
7/28/08,60900,CONOCHILUS,0.3,,
7/28/08,61801,KERATELLA COCHLEARIS,0.3,,
7/28/08,61803,KERATELLA CRASSA,1.7,,
7/28/08,61808,KERATELLA TAUROCEPHALA,1.1,1,0.11
7/28/08,63005,POLYARTHRA VULGARIS,3.4,,
7/28/08,63612,TRICHOCERCA MULTICRINIS,0.3,,
8/26/08,10000,COPEPOD NAUPLII,1.7,,
8/26/08,20000,CYCLOPOID,0.3,,
8/26/08,20601,MESOCYCLOPS EDAX,6.1,20,0.92
8/26/08,30000,CALANOID,0.6,2,0.97
8/26/08,30801,SKISTODIAPTOMUS OREGONENSIS,0.3,1,1.28
8/26/08,50700,BOSMINIDAE,0.3,,
8/26/08,61808,KERATELLA TAUROCEPHALA,0.3,,
9/23/08,10000,COPEPOD NAUPLII,1.4,,
9/23/08,20601,MESOCYCLOPS EDAX,4,30,0.82
9/23/08,30000,CALANOID,1.4,10,0.88
9/23/08,30801,SKISTODIAPTOMUS OREGONENSIS,,2,1.1
9/23/08,50700,BOSMINIDAE,7.6,,
9/23/08,51000,CHYDORUS,0.3,1,0.22
9/23/08,51130,DAPHNIA PULICARIA,3.1,,
9/23/08,51801,HOLOPEDIUM GIBBERUM,,2,0.52
9/23/08,61808,KERATELLA TAUROCEPHALA,0.3,,
9/23/08,63005,POLYARTHRA VULGARIS,0.3,,
10/21/08,10000,COPEPOD NAUPLII,0.3,,
10/21/08,20302,DIACYCLOPS THOMASI,0.8,2,0.7
10/21/08,20601,MESOCYCLOPS EDAX,3.7,12,0.75
10/21/08,30801,SKISTODIAPTOMUS OREGONENSIS,3.3,25,1.15
10/21/08,50700,BOSMINIDAE,24.9,,
10/21/08,51130,DAPHNIA PULICARIA,2.6,,
10/21/08,60200,ASCOMORPHA,0.6,,
10/21/08,62406,MONOSTYLA LUNARIS,0.6,,
10/21/08,63005,POLYARTHRA VULGARIS,0.6,,
10/21/08,63400,SYNCHAETA,0.3,,
11/11/08,20302,DIACYCLOPS THOMASI,0.3,2,1.06
11/11/08,30801,SKISTODIAPTOMUS OREGONENSIS,3.1,22,1.17
11/11/08,50700,BOSMINIDAE,45.1,,
11/11/08,51130,DAPHNIA PULICARIA,0.3,,
11/11/08,60200,ASCOMORPHA,0.6,,
11/11/08,61801,KERATELLA COCHLEARIS,1.1,,
11/11/08,61808,KERATELLA TAUROCEPHALA,0.3,,
11/11/08,62000,LEPADELLA,0.3,,
11/11/08,62201,MANFREDIUM EUDACTYLOTUM,0.3,,
11/11/08,62406,MONOSTYLA LUNARIS,0.3,,
11/11/08,63005,POLYARTHRA VULGARIS,2,,
2/17/09,50700,BOSMINIDAE,0.56,1,0.36
2/17/09,61806,KERATELLA QUADRATA,0.56,1,0.15
4/28/09,10000,COPEPOD NAUPLII,1.68,,
4/28/09,20601,MESOCYCLOPS EDAX,1.68,3,1.09
4/28/09,50700,BOSMINIDAE,0.56,1,0.36
4/28/09,60200,ASCOMORPHA,0.56,,
4/28/09,61200,ENCENTRUM,0.56,1,0.13
4/28/09,88888,UNKNOWN ROTIFER,0.56,,
5/29/09,10000,COPEPOD NAUPLII,12.32,,
5/29/09,20000,CYCLOPOID,1.12,2,0.43
5/29/09,20601,MESOCYCLOPS EDAX,3.36,4,0.86
5/29/09,50700,BOSMINIDAE,2.8,5,0.32
5/29/09,51130,DAPHNIA PULICARIA,1.12,2,1.29
5/29/09,61805,KERATELLA HIEMALIS,0.56,,
5/29/09,62407,MONOSTYLA OBTUSA,0.56,,
6/22/09,10000,COPEPOD NAUPLII,24.36,,
6/22/09,20000,CYCLOPOID,0.56,2,0.41
6/22/09,20601,MESOCYCLOPS EDAX,20.72,59,0.93
6/22/09,50700,BOSMINIDAE,62.16,30,0.36
6/22/09,51000,CHYDORUS,0.56,2,0.22
6/22/09,51130,DAPHNIA PULICARIA,8.12,25,0.78
6/22/09,53200,SCAPHOLEBERIS,0.56,1,0.71
6/22/09,60300,ASPLANCHNA,0.28,,
6/22/09,62406,MONOSTYLA LUNARIS,0.28,,
6/22/09,63004,POLYARTHRA REMATA,1.12,,
6/22/09,63005,POLYARTHRA VULGARIS,2.52,,
6/22/09,63612,TRICHOCERCA MULTICRINIS,1.12,,
7/21/09,10000,COPEPOD NAUPLII,3.36,,
7/21/09,20000,CYCLOPOID,0.56,2,0.42
7/21/09,20601,MESOCYCLOPS EDAX,7,16,1.08
7/21/09,30801,SKISTODIAPTOMUS OREGONENSIS,0.28,1,1.34
7/21/09,50700,BOSMINIDAE,1.12,3,0.41
7/21/09,51130,DAPHNIA PULICARIA,7.28,25,0.88
7/21/09,63005,POLYARTHRA VULGARIS,2.8,,
8/17/09,10000,COPEPOD NAUPLII,3.64,,
8/17/09,20601,MESOCYCLOPS EDAX,3.36,12,1.08
8/17/09,50700,BOSMINIDAE,0.84,3,0.32
8/17/09,51130,DAPHNIA PULICARIA,2.52,9,0.84
8/17/09,61502,GASTROPUS STYLIFER,0.28,,
8/17/09,61801,KERATELLA COCHLEARIS,0.28,,
8/17/09,63005,POLYARTHRA VULGARIS,1.12,,
9/15/09,10000,COPEPOD NAUPLII,6.44,,
9/15/09,20000,CYCLOPOID,4.2,12,0.5
9/15/09,20601,MESOCYCLOPS EDAX,15.12,40,0.82
9/15/09,30000,CALANOID,2.8,7,0.77
9/15/09,30801,SKISTODIAPTOMUS OREGONENSIS,0.56,1,1.12
9/15/09,50700,BOSMINIDAE,13.16,25,0.34
9/15/09,51130,DAPHNIA PULICARIA,2.52,8,0.81
9/15/09,51800,HOLOPEDIUM,0.28,,
9/15/09,51801,HOLOPEDIUM GIBBERUM,14.84,25,0.63
9/15/09,61502,GASTROPUS STYLIFER,1.4,,
9/15/09,61801,KERATELLA COCHLEARIS,0.28,,
9/15/09,61803,KERATELLA CRASSA,0.28,,
9/15/09,61804,KERATELLA EARLINAE,0.28,,
9/15/09,61810,KERATELLA TICINENSIS,0.28,,
9/15/09,63004,POLYARTHRA REMATA,0.28,,
9/15/09,63005,POLYARTHRA VULGARIS,21.84,,
10/12/09,10000,COPEPOD NAUPLII,1.12,,
10/12/09,20000,CYCLOPOID,0.28,1,0.47
10/12/09,20302,DIACYCLOPS THOMASI,0.28,1,0.7
10/12/09,20601,MESOCYCLOPS EDAX,5.6,11,0.67
10/12/09,30801,SKISTODIAPTOMUS OREGONENSIS,0.84,1,1.21
10/12/09,50700,BOSMINIDAE,12.32,25,0.38
10/12/09,51130,DAPHNIA PULICARIA,1.12,2,0.73
10/12/09,51801,HOLOPEDIUM GIBBERUM,4.2,7,0.61
10/12/09,60200,ASCOMORPHA,0.28,,
10/12/09,62005,LEPADELLA PATELLA,0.28,,
10/12/09,62400,MONOSTYLA,0.28,,
10/12/09,63005,POLYARTHRA VULGARIS,1.68,,
11/16/09,10000,COPEPOD NAUPLII,0.28,,
11/16/09,20000,CYCLOPOID,0.28,1,0.46
11/16/09,20302,DIACYCLOPS THOMASI,1.4,4,1.05
11/16/09,20601,MESOCYCLOPS EDAX,0.56,2,0.75
11/16/09,30801,SKISTODIAPTOMUS OREGONENSIS,2.52,9,1.24
11/16/09,50000,CLADOCERAN,0.28,1,0.31
11/16/09,50700,BOSMINIDAE,21.28,40,0.41
11/16/09,51000,CHYDORUS,0.56,2,0.32
11/16/09,51130,DAPHNIA PULICARIA,0.28,1,0.86
11/16/09,51801,HOLOPEDIUM GIBBERUM,1.68,6,0.67
11/16/09,60203,ASCOMORPHA SALTANS,0.84,,
11/16/09,62000,LEPADELLA,0.28,,
11/16/09,63005,POLYARTHRA VULGARIS,5.04,,
2/22/10,60200,ASCOMORPHA,0.56,,
2/22/10,61801,KERATELLA COCHLEARIS,0.56,,
2/22/10,88888,UNKNOWN ROTIFER,0.28,,
4/13/10,10000,COPEPOD NAUPLII,34.16,,
4/13/10,20000,CYCLOPOID,0.56,2,0.47
4/13/10,20601,MESOCYCLOPS EDAX,3.36,12,0.98
4/13/10,61801,KERATELLA COCHLEARIS,0.56,,
4/13/10,61805,KERATELLA HIEMALIS,1.12,,
4/13/10,63400,SYNCHAETA,0.84,,
4/13/10,88888,UNKNOWN ROTIFER,0.56,,
5/11/10,10000,COPEPOD NAUPLII,4.48,,
5/11/10,20000,CYCLOPOID,0.56,1,0.51
5/11/10,20601,MESOCYCLOPS EDAX,2.24,3,0.74
5/11/10,50700,BOSMINIDAE,0.56,,
5/11/10,61502,GASTROPUS STYLIFER,0.28,,
5/11/10,61800,KERATELLA,0.28,,
5/11/10,61804,KERATELLA EARLINAE,0.28,,
5/11/10,62406,MONOSTYLA LUNARIS,0.56,,
5/11/10,63004,POLYARTHRA REMATA,0.28,,
5/11/10,63005,POLYARTHRA VULGARIS,2.24,,
6/10/10,10000,COPEPOD NAUPLII,8.4,,
6/10/10,20000,CYCLOPOID,0.56,2,0.43
6/10/10,20601,MESOCYCLOPS EDAX,11.76,36,0.73
6/10/10,30000,CALANOID,0.28,1,0.82
6/10/10,50700,BOSMINIDAE,68.32,30,0.34
6/10/10,51000,CHYDORUS,0.28,1,0.24
6/10/10,63005,POLYARTHRA VULGARIS,11.48,,
7/7/10,10000,COPEPOD NAUPLII,10.64,,
7/7/10,20000,CYCLOPOID,0.28,1,0.43
7/7/10,20601,MESOCYCLOPS EDAX,9.8,11,0.77
7/7/10,30000,CALANOID,1.96,3,0.5
7/7/10,50700,BOSMINIDAE,36.96,29,0.36
7/7/10,51130,DAPHNIA PULICARIA,5.04,11,0.74
7/7/10,61800,KERATELLA,0.28,,
7/7/10,61801,KERATELLA COCHLEARIS,0.28,,
7/7/10,63005,POLYARTHRA VULGARIS,11.2,,
7/7/10,63616,TRICHOCERCA ROUSSELETI,0.28,,
8/3/10,10000,COPEPOD NAUPLII,10.36,,
8/3/10,20000,CYCLOPOID,0.84,3,0.41
8/3/10,20601,MESOCYCLOPS EDAX,0.56,1,0.89
8/3/10,30000,CALANOID,3.08,11,0.68
8/3/10,30801,SKISTODIAPTOMUS OREGONENSIS,0.28,1,1.25
8/3/10,51130,DAPHNIA PULICARIA,1.4,5,0.97
8/3/10,61801,KERATELLA COCHLEARIS,0.28,,
8/3/10,63005,POLYARTHRA VULGARIS,1.96,,
9/1/10,10000,COPEPOD NAUPLII,3.08,,
9/1/10,20000,CYCLOPOID,0.28,,
9/1/10,20302,DIACYCLOPS THOMASI,0.28,,
9/1/10,30000,CALANOID,7,11,0.68
9/1/10,30801,SKISTODIAPTOMUS OREGONENSIS,1.4,3,1.1
9/1/10,51801,HOLOPEDIUM GIBBERUM,0.28,1,0.5
9/1/10,60200,ASCOMORPHA,17.36,,
9/1/10,60800,CONOCHILOIDES,0.28,,
9/1/10,61402,FILINIA TERMINALIS,0.28,,
9/1/10,61502,GASTROPUS STYLIFER,0.28,,
9/1/10,61701,KELLICOTTIA BOSTONIENSIS,7.56,,
9/1/10,61804,KERATELLA EARLINAE,0.28,,
9/1/10,61808,KERATELLA TAUROCEPHALA,0.28,,
9/1/10,63005,POLYARTHRA VULGARIS,1.12,,
9/1/10,63400,SYNCHAETA,0.28,,
9/28/10,20601,MESOCYCLOPS EDAX,2.52,4,0.61
9/28/10,30000,CALANOID,4.2,12,0.98
9/28/10,30801,SKISTODIAPTOMUS OREGONENSIS,4.2,10,1.13
9/28/10,50700,BOSMINIDAE,13.16,26,0.3
9/28/10,51801,HOLOPEDIUM GIBBERUM,7.56,20,0.58
9/28/10,60800,CONOCHILOIDES,122.08,,
9/28/10,61701,KELLICOTTIA BOSTONIENSIS,217.28,,
9/28/10,61808,KERATELLA TAUROCEPHALA,0.56,,
9/28/10,61900,LECANE,6.16,,
9/28/10,63005,POLYARTHRA VULGARIS,2.24,,
9/28/10,63612,TRICHOCERCA MULTICRINIS,0.56,,
11/15/10,20302,DIACYCLOPS THOMASI,0.28,1,0.73
11/15/10,20601,MESOCYCLOPS EDAX,0.28,1,0.88
11/15/10,30000,CALANOID,0.28,1,0.79
11/15/10,30801,SKISTODIAPTOMUS OREGONENSIS,5.88,21,1.11
11/15/10,50700,BOSMINIDAE,11.76,29,0.36
11/15/10,51801,HOLOPEDIUM GIBBERUM,0.28,,
11/15/10,60800,CONOCHILOIDES,635.04,,
11/15/10,61701,KELLICOTTIA BOSTONIENSIS,72.8,,
11/15/10,61808,KERATELLA TAUROCEPHALA,1.12,,
11/15/10,61900,LECANE,3.92,,
11/15/10,63005,POLYARTHRA VULGARIS,10.08,,
2/15/11,10000,COPEPOD NAUPLII,0.56,,
2/15/11,20701,ORTHOCYCLOPS MODESTUS,1.12,4,0.92
2/15/11,30801,SKISTODIAPTOMUS OREGONENSIS,2.24,8,1.06
2/15/11,50700,BOSMINIDAE,1.68,6,0.36
2/15/11,60200,ASCOMORPHA,0.56,,
2/15/11,60800,CONOCHILOIDES,17.36,,
2/15/11,61701,KELLICOTTIA BOSTONIENSIS,119.28,,
2/15/11,88888,UNKNOWN ROTIFER,2.8,,
5/3/11,10000,COPEPOD NAUPLII,9.52,,
5/3/11,60200,ASCOMORPHA,0.28,,
5/3/11,60900,CONOCHILUS,0.28,,
5/3/11,61701,KELLICOTTIA BOSTONIENSIS,0.28,,
5/3/11,61810,KERATELLA TICINENSIS,0.28,,
5/3/11,61911,LECANE MIRA,1.12,,
5/3/11,88888,UNKNOWN ROTIFER,1.12,,
6/1/11,10000,COPEPOD NAUPLII,14.56,,
6/1/11,20000,CYCLOPOID,1.68,5,0.46
6/1/11,20302,DIACYCLOPS THOMASI,3.36,11,0.75
6/1/11,20601,MESOCYCLOPS EDAX,5.04,16,0.77
6/1/11,50700,BOSMINIDAE,11.76,16,0.34
6/1/11,60900,CONOCHILUS,0.28,,
6/1/11,61701,KELLICOTTIA BOSTONIENSIS,33.04,,
6/1/11,61800,KERATELLA,0.56,,
6/1/11,63005,POLYARTHRA VULGARIS,9.24,,
6/27/11,10000,COPEPOD NAUPLII,15.68,,
6/27/11,20000,CYCLOPOID,0.28,1,0.45
6/27/11,20601,MESOCYCLOPS EDAX,15.96,45,0.92
6/27/11,30000,CALANOID,0.56,2,0.76
6/27/11,50700,BOSMINIDAE,82.6,25,0.35
6/27/11,51130,DAPHNIA PULICARIA,0.84,3,0.7
6/27/11,51801,HOLOPEDIUM GIBBERUM,9.52,25,0.75
6/27/11,60900,CONOCHILUS,3.64,,
6/27/11,61502,GASTROPUS STYLIFER,0.56,,
6/27/11,61701,KELLICOTTIA BOSTONIENSIS,47.04,,
6/27/11,61801,KERATELLA COCHLEARIS,1.12,,
6/27/11,61804,KERATELLA EARLINAE,0.56,,
6/27/11,61904,LECANE INERMIS,3.08,,
6/27/11,61918,LECANE TENUISETA,2.24,,
6/27/11,63004,POLYARTHRA REMATA,1.4,,
6/27/11,63005,POLYARTHRA VULGARIS,18.2,,
7/25/11,10000,COPEPOD NAUPLII,53.76,,
7/25/11,20000,CYCLOPOID,6.72,10,0.44
7/25/11,20601,MESOCYCLOPS EDAX,7.56,25,0.89
7/25/11,30000,CALANOID,2.52,9,0.56
7/25/11,30801,SKISTODIAPTOMUS OREGONENSIS,0.28,1,1.3
7/25/11,50700,BOSMINIDAE,18.76,26,0.4
7/25/11,51130,DAPHNIA PULICARIA,25.48,26,0.77
7/25/11,60900,CONOCHILUS,1.12,,
7/25/11,61502,GASTROPUS STYLIFER,1.12,,
7/25/11,61701,KELLICOTTIA BOSTONIENSIS,5.6,,
7/25/11,61801,KERATELLA COCHLEARIS,0.56,,
7/25/11,61804,KERATELLA EARLINAE,0.56,,
7/25/11,61806,KERATELLA QUADRATA,0.56,,
7/25/11,61918,LECANE TENUISETA,0.56,,
7/25/11,63005,POLYARTHRA VULGARIS,63.84,,
7/25/11,63612,TRICHOCERCA MULTICRINIS,0.56,,
8/23/11,10000,COPEPOD NAUPLII,4.2,,
8/23/11,20000,CYCLOPOID,1.12,4,0.54
8/23/11,20601,MESOCYCLOPS EDAX,7,17,0.86
8/23/11,30000,CALANOID,5.88,17,0.72
8/23/11,30801,SKISTODIAPTOMUS OREGONENSIS,0.28,1,1.02
8/23/11,50700,BOSMINIDAE,1.68,6,0.42
8/23/11,51130,DAPHNIA PULICARIA,8.68,22,1.03
8/23/11,51801,HOLOPEDIUM GIBBERUM,0.28,1,0.99
8/23/11,60900,CONOCHILUS,0.28,,
8/23/11,61502,GASTROPUS STYLIFER,3.64,,
8/23/11,61701,KELLICOTTIA BOSTONIENSIS,0.84,,
8/23/11,61806,KERATELLA QUADRATA,0.28,,
8/23/11,61918,LECANE TENUISETA,1.96,,
8/23/11,63005,POLYARTHRA VULGARIS,13.72,,
9/20/11,20000,CYCLOPOID,0.28,1,0.42
9/20/11,20601,MESOCYCLOPS EDAX,0.84,3,0.69
9/20/11,30000,CALANOID,0.28,1,0.67
9/20/11,30801,SKISTODIAPTOMUS OREGONENSIS,0.56,2,1.11
9/20/11,50700,BOSMINIDAE,1.12,4,0.4
9/20/11,51130,DAPHNIA PULICARIA,0.84,3,0.85
9/20/11,60200,ASCOMORPHA,4.2,,
9/20/11,61502,GASTROPUS STYLIFER,0.56,,
9/20/11,63005,POLYARTHRA VULGARIS,1.4,,
10/18/11,20000,CYCLOPOID,0.28,1,0.71
10/18/11,20601,MESOCYCLOPS EDAX,0.84,3,0.86
10/18/11,30000,CALANOID,0.28,1,0.52
10/18/11,30801,SKISTODIAPTOMUS OREGONENSIS,0.56,2,1.18
10/18/11,50700,BOSMINIDAE,17.08,22,0.4
10/18/11,51000,CHYDORUS,0.56,2,0.33
10/18/11,51130,DAPHNIA PULICARIA,1.96,6,0.87
10/18/11,60200,ASCOMORPHA,0.84,,
10/18/11,61701,KELLICOTTIA BOSTONIENSIS,10.08,,
10/18/11,61801,KERATELLA COCHLEARIS,0.28,,
10/18/11,62400,MONOSTYLA,0.28,,
10/18/11,63004,POLYARTHRA REMATA,0.56,,
10/18/11,63005,POLYARTHRA VULGARIS,33.6,,
11/11/11,20601,MESOCYCLOPS EDAX,0.28,,
11/11/11,30801,SKISTODIAPTOMUS OREGONENSIS,0.28,,
11/11/11,50700,BOSMINIDAE,10.64,,
11/11/11,51000,CHYDORUS,0.28,,
11/11/11,51130,DAPHNIA PULICARIA,1.68,,
11/11/11,60200,ASCOMORPHA,2.8,,
11/11/11,60800,CONOCHILOIDES,0.28,,
11/11/11,61701,KELLICOTTIA BOSTONIENSIS,26.6,,
11/11/11,61911,LECANE MIRA,0.28,,
11/11/11,63005,POLYARTHRA VULGARIS,47.6,,
2/20/12,10000,COPEPOD NAUPLII,0.56,,
2/20/12,61918,LECANE TENUISETA,0.28,,
4/2/12,10000,COPEPOD NAUPLII,27.44,,
4/2/12,20601,MESOCYCLOPS EDAX,2.24,8,1.02
4/2/12,61701,KELLICOTTIA BOSTONIENSIS,0.56,,
4/2/12,61918,LECANE TENUISETA,0.56,,
4/2/12,62406,MONOSTYLA LUNARIS,0.28,,
4/2/12,63400,SYNCHAETA,0.28,,
4/2/12,88888,UNKNOWN ROTIFER,2.52,,
5/2/12,10000,COPEPOD NAUPLII,10.64,,
5/2/12,20000,CYCLOPOID,4.76,15,0.49
5/2/12,20302,DIACYCLOPS THOMASI,14.84,20,0.75
5/2/12,20601,MESOCYCLOPS EDAX,4.76,16,1.28
5/2/12,50700,BOSMINIDAE,7.84,25,0.44
5/2/12,51000,CHYDORUS,3.36,12,0.27
5/2/12,61701,KELLICOTTIA BOSTONIENSIS,14.84,,
5/2/12,61900,LECANE,0.28,,
5/2/12,61918,LECANE TENUISETA,1.12,,
5/2/12,63005,POLYARTHRA VULGARIS,4.2,,
5/30/12,10000,COPEPOD NAUPLII,3.92,,
5/30/12,20000,CYCLOPOID,1.12,3,0.46
5/30/12,20601,MESOCYCLOPS EDAX,2.24,3,0.67
5/30/12,50700,BOSMINIDAE,3.08,11,0.35
5/30/12,51000,CHYDORUS,0.28,1,0.22
5/30/12,51100,DAPHNIA,0.28,,
5/30/12,51130,DAPHNIA PULICARIA,5.6,18,1.05
5/30/12,61701,KELLICOTTIA BOSTONIENSIS,39.48,,
5/30/12,61801,KERATELLA COCHLEARIS,0.28,,
5/30/12,62607,NOTHOLCA MICHIGANENSIS,0.28,,
5/30/12,63005,POLYARTHRA VULGARIS,3.36,,
6/26/12,20601,MESOCYCLOPS EDAX,0.28,1,1.38
6/26/12,51100,DAPHNIA,0.28,1,0.46
7/23/12,10000,COPEPOD NAUPLII,0.56,,
7/23/12,20601,MESOCYCLOPS EDAX,1.4,4,0.84
7/23/12,50700,BOSMINIDAE,0.56,2,0.26
7/23/12,51100,DAPHNIA,0.28,1,0.48
7/23/12,51801,HOLOPEDIUM GIBBERUM,0.28,1,0.51
7/23/12,61502,GASTROPUS STYLIFER,0.28,,
7/23/12,63005,POLYARTHRA VULGARIS,0.84,,
8/21/12,10000,COPEPOD NAUPLII,0.56,,
8/21/12,20601,MESOCYCLOPS EDAX,1.68,3,0.65
8/21/12,51801,HOLOPEDIUM GIBBERUM,1.68,6,0.52
8/21/12,61502,GASTROPUS STYLIFER,0.28,,
9/19/12,10000,COPEPOD NAUPLII,0.28,,
9/19/12,20601,MESOCYCLOPS EDAX,4.2,10,0.93
9/19/12,50700,BOSMINIDAE,8.4,15,0.33
9/19/12,51801,HOLOPEDIUM GIBBERUM,6.72,16,0.56
9/19/12,60200,ASCOMORPHA,0.28,,
9/19/12,61502,GASTROPUS STYLIFER,0.56,,
9/19/12,63005,POLYARTHRA VULGARIS,3.92,,
10/16/12,10000,COPEPOD NAUPLII,0.28,,
10/16/12,20302,DIACYCLOPS THOMASI,0.84,1,0.65
10/16/12,20601,MESOCYCLOPS EDAX,1.68,6,0.99
10/16/12,30801,SKISTODIAPTOMUS OREGONENSIS,0.28,1,1.23
10/16/12,50700,BOSMINIDAE,8.96,15,0.35
10/16/12,51000,CHYDORUS,0.56,2,0.28
10/16/12,51801,HOLOPEDIUM GIBBERUM,10.92,15,0.65
10/16/12,60800,CONOCHILOIDES,0.28,,
10/16/12,61300,EUCHLANIS,0.28,,
10/16/12,61801,KERATELLA COCHLEARIS,0.56,,
10/16/12,61804,KERATELLA EARLINAE,0.28,,
10/16/12,61900,LECANE,0.28,,
10/16/12,61918,LECANE TENUISETA,0.28,,
10/16/12,62000,LEPADELLA,0.28,,
10/16/12,62902,PLOESOMA LENTICULARE,0.28,,
10/16/12,63005,POLYARTHRA VULGARIS,15.12,,
10/16/12,63602,TRICHOCERCA BIROSTRIS,0.28,,
11/5/12,10000,COPEPOD NAUPLII,0.28,,
11/5/12,20302,DIACYCLOPS THOMASI,5.6,19,0.94
11/5/12,50700,BOSMINIDAE,13.16,17,0.38
11/5/12,51000,CHYDORUS,0.84,3,0.33
11/5/12,51801,HOLOPEDIUM GIBBERUM,0.56,1,0.91
11/5/12,60800,CONOCHILOIDES,0.28,,
11/5/12,61801,KERATELLA COCHLEARIS,0.56,,
11/5/12,61808,KERATELLA TAUROCEPHALA,0.28,,
11/5/12,62400,MONOSTYLA,1.12,,
11/5/12,63004,POLYARTHRA REMATA,0.28,,
11/5/12,63005,POLYARTHRA VULGARIS,3.92,,
2/18/13,20701,ORTHOCYCLOPS MODESTUS,1.12,2,0.95
2/18/13,30801,SKISTODIAPTOMUS OREGONENSIS,10.64,18,1.17
2/18/13,50700,BOSMINIDAE,336,25,0.41
2/18/13,60200,ASCOMORPHA,350,,
2/18/13,60800,CONOCHILOIDES,1.12,,
2/18/13,61701,KELLICOTTIA BOSTONIENSIS,10.08,,
2/18/13,61808,KERATELLA TAUROCEPHALA,2.24,,
2/18/13,63005,POLYARTHRA VULGARIS,1.12,,
2/18/13,88888,UNKNOWN ROTIFER,4.48,,
5/13/13,10000,COPEPOD NAUPLII,23.52,,
5/13/13,20000,CYCLOPOID,0.28,1,0.43
5/13/13,20601,MESOCYCLOPS EDAX,0.28,1,1.33
5/13/13,60200,ASCOMORPHA,2.52,,
5/13/13,61300,EUCHLANIS,0.28,,
5/13/13,61402,FILINIA TERMINALIS,0.28,,
5/13/13,61801,KERATELLA COCHLEARIS,0.28,,
5/13/13,61918,LECANE TENUISETA,0.28,,
5/13/13,63005,POLYARTHRA VULGARIS,0.28,,
5/13/13,63400,SYNCHAETA,15.4,,
5/13/13,88888,UNKNOWN ROTIFER,1.4,,
6/13/13,10000,COPEPOD NAUPLII,1.12,,
6/13/13,20302,DIACYCLOPS THOMASI,0.56,2,0.71
6/13/13,20601,MESOCYCLOPS EDAX,1.4,4,0.76
6/13/13,50700,BOSMINIDAE,7,21,0.35
6/13/13,61701,KELLICOTTIA BOSTONIENSIS,2.24,,
6/13/13,61702,KELLICOTTIA LONGISPINA,0.28,,
6/13/13,61801,KERATELLA COCHLEARIS,0.28,,
