"sampledate.x","wtemp","o2","o2sat","cond","frlight","chlor.int","phaeo","ph","phair","alk","dic","tic","doc","toc","no3no2","no2","nh4","totnf","totnuf","totpf","totpuf","drsif","brsif","brsiuf","tpm","cl","so4","ca","mg","na","k","fe","mn","chlDate","chlor.surf","datePlus1","dateMinus1","year4","daynum","avsnow","totice","whiteice","blueice","sampledate","Genus.x","CellBioVol.x","bv.datePlus1","bv.dateMinus1","Genus.y","CellBioVol.y"
1985-03-26,2.83,10.05,78.55,83.2,0.28,0.77,0.1,7.03,NA,NA,NA,NA,NA,NA,89.34,NA,25.2,NA,NA,NA,NA,3824.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-03-26,0.1,1985-03-27,1985-03-25,1985,85,0.5,56,12,44,NA,NA,NA,NA,NA,NA,NA
1985-04-11,NA,NA,NA,NA,NA,1.59,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-04-11,1.4,1985-04-12,1985-04-10,1985,101,0,50,50,NA,NA,NA,NA,NA,NA,NA,NA
1985-04-29,6.01,11.21,95.87,73.76,0.19,4.45,0.04,7.17,NA,562.41,NA,NA,NA,NA,64.18,NA,22.06,NA,NA,5.69,NA,3825.79,NA,NA,NA,2.81,3.23,8.83,2.68,1.65,0.62,NA,NA,1985-04-29,4.3,1985-04-30,1985-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985-04-29,6.01,11.21,95.87,73.76,0.19,4.45,0.04,7.17,NA,562.41,NA,NA,NA,NA,64.18,NA,22.06,NA,NA,5.69,NA,3825.79,NA,NA,NA,2.81,3.23,8.83,2.68,1.65,0.62,NA,NA,1985-04-29,4.7,1985-04-30,1985-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985-05-15,9.75,9.96,93.8,74.57,0.14,4.27,0.24,7.24,NA,NA,NA,NA,NA,NA,36.73,NA,30.13,NA,NA,NA,NA,3530.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-05-15,5.4,1985-05-16,1985-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985-05-29,10.73,9.81,94.42,73.86,0.16,2.63,0.28,7.21,NA,NA,NA,NA,NA,NA,33.38,NA,29.68,NA,NA,NA,NA,3454.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-05-29,2.5,1985-05-30,1985-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985-06-10,11.76,9.46,93.11,75.09,0.22,3.03,0.09,7.28,NA,NA,NA,NA,NA,NA,22.88,NA,29.49,NA,NA,NA,NA,3474.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-06-10,1.4,1985-06-11,1985-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985-06-25,12.39,9.07,91.01,75.23,0.22,3.03,0.21,7.14,NA,NA,NA,NA,NA,NA,23.76,NA,38.89,NA,NA,NA,NA,3343.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-06-25,1.4,1985-06-26,1985-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985-07-10,14.47,8.49,88.9,75.74,0.24,3.09,0.13,7.28,NA,NA,NA,NA,NA,NA,9.44,NA,11.35,NA,NA,NA,NA,3307.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-07-10,1.4,1985-07-11,1985-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985-07-22,15.08,9.04,95.49,75.74,0.22,3.36,0.32,7.26,NA,NA,NA,NA,NA,NA,9.58,NA,23.89,NA,NA,NA,NA,3251.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-07-22,2.2,1985-07-23,1985-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985-08-05,15.58,8.95,96,76.71,0.22,3.1,0.12,7.26,NA,NA,NA,NA,NA,NA,7.13,NA,21.42,NA,NA,NA,NA,3327.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-08-05,1.1,1985-08-06,1985-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985-08-19,14.64,8.65,91.24,75.26,0.2,3.36,0.76,7.3,NA,589.57,7.48,NA,3.35,NA,3.27,NA,41.35,NA,NA,5.09,NA,3309.76,NA,NA,NA,2.86,3.07,8.92,2.61,1.75,0.63,NA,NA,1985-08-19,2.2,1985-08-20,1985-08-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985-09-10,14.59,8.28,87.9,76.75,0.24,3.66,0.79,7.27,NA,NA,NA,NA,NA,NA,0.35,NA,32.7,NA,NA,NA,NA,3327.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-09-10,1.7,1985-09-11,1985-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985-09-30,11.73,8.01,79.93,75.98,0.3,3.95,0.75,7.21,NA,NA,NA,NA,NA,NA,0.11,NA,31.73,NA,NA,NA,NA,3272.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-09-30,2.5,1985-10-01,1985-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985-10-23,9.2,8.7,80.93,76.62,0.18,3.21,0.72,7.08,NA,NA,NA,NA,NA,NA,0,NA,35.3,NA,NA,NA,NA,3367.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-10-23,2.2,1985-10-24,1985-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985-11-11,6.11,10.06,86.04,75.49,0.13,3.65,0.18,7.19,NA,586.72,NA,NA,NA,NA,0,NA,18.49,NA,NA,9.55,NA,3388.73,NA,NA,NA,2.92,3.19,8.85,2.57,1.7,0.67,NA,NA,1985-11-11,3.9,1985-11-12,1985-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986-01-14,3.24,9.73,76.9,77.56,0.2,1.23,0.21,7.07,NA,NA,NA,NA,NA,NA,31.61,NA,80.32,NA,NA,NA,NA,3724.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986-01-14,4.2,1986-01-15,1986-01-13,1986,14,17.5,29,6,23,NA,NA,NA,NA,NA,NA,NA
1986-02-27,3.16,8.64,68.15,79.17,0.33,0.66,0.27,6.98,NA,647.99,8.38,NA,3.03,NA,70.02,NA,102.51,NA,NA,9.03,NA,3906.12,NA,NA,NA,3.18,3.13,9.41,2.68,1.81,0.66,NA,NA,1986-02-27,2.5,1986-02-28,1986-02-26,1986,58,17.7,51,34,17,NA,NA,NA,NA,NA,NA,NA
1986-04-24,5.87,11.5,97.77,74,0.15,5.68,0.26,7.36,NA,567.58,7.51,7.67,3,2.94,50.61,NA,5.52,147.12,213.86,4.38,15.08,3572.03,3194.83,3258.83,0.71,3.04,3.16,8.75,2.45,1.74,0.64,NA,NA,1986-04-24,5.8,1986-04-25,1986-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986-05-07,9.07,10.98,101.26,NA,0.17,7.82,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986-05-07,4.9,1986-05-08,1986-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986-05-19,10.47,10.56,101.06,NA,0.21,7.34,0.79,7.55,NA,NA,7.21,7.36,3.12,3.02,0.84,NA,17.26,346.33,424.51,7.76,14.45,3372.27,3621.84,3576.04,1.37,NA,NA,NA,NA,NA,NA,NA,NA,1986-05-19,2.4,1986-05-20,1986-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986-05-19,10.47,10.56,101.06,NA,0.21,7.34,0.79,7.55,NA,NA,7.21,7.36,3.12,3.02,0.84,NA,17.26,346.33,424.51,7.76,14.45,3372.27,3621.84,3576.04,1.37,NA,NA,NA,NA,NA,NA,NA,NA,1986-05-19,1.4,1986-05-20,1986-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986-06-03,12.21,9.73,97.14,NA,0.23,3.94,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986-06-03,1.2,1986-06-04,1986-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986-06-16,13.37,9.23,94.42,NA,0.24,3.53,0.87,7.47,NA,NA,7.22,7.37,3.02,2.99,0,NA,8.47,171.53,249.03,0,8.73,3372.78,3158.53,3241.87,1,NA,NA,NA,NA,NA,NA,NA,NA,1986-06-16,1.2,1986-06-17,1986-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986-06-30,14.9,8.5,90.66,NA,0.25,2.95,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986-06-30,0.9,1986-07-01,1986-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986-07-14,15.34,7.99,86.31,NA,0.22,2.47,0.97,7.44,NA,NA,7.46,7.55,3.03,3.07,0.45,NA,19.95,235.03,257.63,7.23,7.16,3313.91,3282.03,3343.85,0.27,NA,NA,NA,NA,NA,NA,NA,NA,1986-07-14,1.1,1986-07-15,1986-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986-07-29,17.33,8,90.58,NA,0.23,2.36,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986-07-29,0.9,1986-07-30,1986-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986-08-11,16.55,7.7,86.09,74.87,0.21,2.67,1.11,7.44,NA,557.59,7.58,7.69,3.68,3.18,0,NA,16.75,231.18,266.99,2.13,7.75,3322.8,3418.84,3523.74,0.32,3.11,3.1,8.96,2.72,1.78,0.63,NA,NA,1986-08-11,1.6,1986-08-12,1986-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986-08-25,15.92,8.04,88.96,NA,0.21,3.05,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986-08-25,1.7,1986-08-26,1986-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986-09-08,14.63,7.51,81.09,NA,0.25,2.44,0.81,7.25,NA,NA,7.69,7.86,3.39,3.31,0,NA,14.67,259.86,292.91,2.41,6.78,3319.35,3217.37,3234.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986-09-08,1.2,1986-09-09,1986-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986-09-22,13.1,7.61,79.06,NA,0.2,3.38,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986-09-22,2.4,1986-09-23,1986-09-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986-10-07,12.24,7.18,72.97,NA,0.18,3.18,1,7.26,NA,NA,7.93,8.02,3.18,3.15,0,NA,30.35,220.67,261.61,7.21,15.77,3225.59,3163.23,3302.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986-10-07,3,1986-10-08,1986-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986-10-21,9.77,8.06,75.9,NA,0.18,2.74,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986-10-21,1.4,1986-10-22,1986-10-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986-11-12,5.89,10.95,93.16,76.13,0.14,3.3,0.78,7.45,NA,585.49,7.52,7.63,3.43,3.24,2.01,NA,20.11,204.32,276.72,7.27,13.22,3178.43,3145.55,3245.12,1.03,3.15,3.01,8.91,2.68,1.87,0.63,NA,NA,1986-11-12,3.4,1986-11-13,1986-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987-01-14,2.84,11.11,87.06,NA,0.23,2.19,0.49,7.4,7.95,NA,8.07,8.16,3.04,3,17.78,NA,72.01,298.46,311.41,0,3.72,3573.77,3417.88,3416.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987-01-14,2.8,1987-01-15,1987-01-13,1987,14,3.5,24,0,24,NA,NA,NA,NA,NA,NA,NA
1987-02-24,2.83,10.44,81.65,83.32,0.24,2.18,0.52,7.22,7.94,596.83,8.44,8.52,2.91,2.87,110.02,NA,18.96,332.41,359.86,2.64,7.63,3551.75,3407.23,3537.19,NA,3.5,3.28,9.28,2.7,1.86,0.66,NA,NA,1987-02-24,9.6,1987-02-25,1987-02-23,1987,55,13.4,41,0,41,NA,NA,NA,NA,NA,NA,NA
1987-03-24,4.03,10.81,87.66,NA,0.25,4.16,0.73,7.19,7.9,NA,7.7,7.87,3.02,2.89,61.37,NA,15.42,231.11,268.39,4.13,8.62,3168.37,3121.71,3245.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987-03-24,0.2,1987-03-25,1987-03-23,1987,83,0,34,34,0,NA,NA,NA,NA,NA,NA,NA
1987-04-20,6.74,11.51,100.54,71.6,0.19,3.96,0.58,7.35,7.92,588.41,7.54,7.61,2.75,2.85,23.45,NA,23.68,232.17,212.21,3.92,7.72,3265.15,3207.22,3287.52,0.91,3.43,3.04,8.99,2.58,1.86,0.68,NA,NA,1987-04-20,2.8,1987-04-21,1987-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987-05-05,8.88,11.44,105.37,NA,0.23,4.89,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987-05-05,2.2,1987-05-06,1987-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987-05-20,10.8,10.1,97.27,NA,0.23,3.66,1.12,7.48,8.02,NA,7.41,7.53,2.97,2.99,0.69,NA,12.33,180.7,247,0.1,5.96,3034.88,2897.67,2990.28,0.53,NA,NA,NA,NA,NA,NA,NA,NA,1987-05-20,1.8,1987-05-21,1987-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987-06-02,12.97,10.09,102,NA,NA,2.59,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987-06-02,0.8,1987-06-03,1987-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987-06-11,13.2,9.87,100.32,NA,0.25,2.62,0.39,7.47,7.92,NA,7.49,7.6,2.94,2.98,2.49,NA,49.56,177.02,205.85,4.86,11.59,3119.96,3077.16,3130.95,0.89,NA,NA,NA,NA,NA,NA,NA,NA,1987-06-11,1,1987-06-12,1987-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987-06-29,15.22,8.99,95.82,NA,0.25,2.21,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987-06-29,0.1,1987-06-30,1987-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987-07-13,15.77,8.83,95.16,NA,0.23,2.51,0.64,7.49,8,NA,7.57,7.69,3.14,3.09,5.11,NA,68.77,183.43,220.07,1.01,8.46,3045.29,3079.03,3200.72,0.47,NA,NA,NA,NA,NA,NA,NA,NA,1987-07-13,1.4,1987-07-14,1987-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987-07-29,17.36,8.36,93.61,NA,0.26,2.36,3.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987-07-29,0.4,1987-07-30,1987-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987-08-11,16.67,8.54,94.28,78.12,0.27,3.35,0.72,7.41,7.97,595.69,7.73,7.82,3.35,3.27,4.11,NA,86.18,192.45,227.35,6.06,12.45,3027.55,2957.44,3124.69,0.93,3.28,3.01,9.21,2.59,1.82,0.62,NA,NA,1987-08-11,1.1,1987-08-12,1987-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987-08-26,15.53,8.25,89.59,NA,0.27,2.26,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987-08-26,0.9,1987-08-27,1987-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987-09-08,14.62,8.03,86.06,NA,0.26,1.86,1.2,7.42,7.98,NA,7.95,8.07,3.32,3.29,0.83,NA,75.55,206.61,252.92,4.92,12.47,3137.98,2978.43,3115.91,0.63,NA,NA,NA,NA,NA,NA,NA,NA,1987-09-08,1.1,1987-09-09,1987-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987-09-21,13.37,8.04,83.7,NA,0.24,2.18,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987-09-21,1.1,1987-09-22,1987-09-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987-10-05,12.82,8.09,82.96,NA,0.22,2.51,1.45,7.36,7.86,NA,8.15,8.26,3.31,3.25,0,NA,34.56,203.97,270.02,3.37,12.42,3110.83,2980.26,3111.64,1.15,NA,NA,NA,NA,NA,NA,NA,NA,1987-10-05,1.6,1987-10-06,1987-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987-10-20,9.84,8.47,79.94,NA,0.17,2.59,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987-10-20,2.3,1987-10-21,1987-10-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987-11-02,7.98,8.96,80.29,80.1,0.13,2.42,0.71,7.34,7.8,609.34,7.93,7.98,3.1,3.14,2.33,NA,26.17,211.73,273.38,8.91,9.17,3062.44,3123.46,3144,1.51,3.21,2.95,9.29,2.69,1.82,0.67,NA,NA,1987-11-02,3.1,1987-11-03,1987-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987-11-16,6.21,9.16,78.57,NA,0.14,3.74,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987-11-16,3.9,1987-11-17,1987-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988-01-19,3.24,10.62,84.12,NA,0.23,2.11,0.22,7.33,7.92,NA,8.34,8.3,3.07,3.14,30.08,NA,106.25,205.89,228.3,0,3.1,3259.96,3245.14,3277.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-01-19,1.1,1988-01-20,1988-01-18,1988,19,2.8,35,16,19,NA,NA,NA,NA,NA,NA,NA
1988-02-29,3.22,10.09,79.62,92.24,0.31,0.83,0.1,7.22,8.03,644.52,9.32,9.33,3.22,3.13,78.99,NA,109.34,331.12,369.46,1.6,6.89,3631.7,3673.9,3637.73,NA,3.53,3.28,10.66,2.87,2.06,0.74,NA,NA,1988-02-29,2.6,1988-03-01,1988-02-28,1988,60,10.4,54,51,3,NA,NA,NA,NA,NA,NA,NA
1988-04-04,3.57,10.36,82.77,NA,0.29,1.49,0.45,7.17,7.81,NA,7.35,7.48,2.57,2.49,75.29,NA,135.95,465.03,473.23,14.08,20.01,3128.57,3049.96,3070.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-04-04,0.5,1988-04-05,1988-04-03,1988,95,0,58,9.5,48.5,NA,NA,NA,NA,NA,NA,NA
1988-04-04,3.57,10.36,82.77,NA,0.29,1.49,0.45,7.17,7.81,NA,7.35,7.48,2.57,2.49,75.29,NA,135.95,465.03,473.23,14.08,20.01,3128.57,3049.96,3070.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-04-04,0.7,1988-04-05,1988-04-03,1988,95,0,58,9.5,48.5,NA,NA,NA,NA,NA,NA,NA
1988-04-25,4.87,12.18,100.93,80.49,0.13,5.4,1.11,7.5,7.88,583.49,7.32,7.72,2.76,3.01,22.28,NA,20.79,372.24,399.45,7.6,14.02,3279.29,3117.69,3238.43,NA,3.33,3.13,10.05,2.66,1.84,0.66,NA,NA,1988-04-25,4.4,1988-04-26,1988-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988-05-09,8.55,12.05,109.1,NA,0.21,4.47,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-05-09,2.1,1988-05-10,1988-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988-05-24,10.77,11.47,108.86,NA,0.28,4.27,0.87,7.75,8,NA,7.39,7.51,3.06,3.02,2.17,NA,116.92,291.49,325.75,1.97,7.09,3031.25,2940.49,3086.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-05-24,0.9,1988-05-25,1988-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988-06-06,13.31,11.1,110.97,NA,0.27,4.89,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-06-06,0.8,1988-06-07,1988-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988-06-21,15.09,11.14,115.46,NA,0.22,2.67,0.42,7.85,8.05,NA,7.42,7.49,3.41,3.31,4.02,NA,50.32,210.6,260.3,1.17,5.84,2570.26,2535.06,2894.14,1.39,NA,NA,NA,NA,NA,NA,NA,NA,1988-06-21,1.7,1988-06-22,1988-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988-07-05,15.39,10.6,110.66,NA,0.26,2.19,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-07-05,1.2,1988-07-06,1988-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988-07-18,16.46,10.15,108.33,NA,0.26,1.22,2.36,7.67,7.98,NA,7.83,7.84,3.46,3.44,2.36,NA,49.8,288.6,326.59,3.08,7.35,2543.21,2552.39,2707.02,0.84,NA,NA,NA,NA,NA,NA,NA,NA,1988-07-18,1.6,1988-07-19,1988-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988-08-01,17.2,9.79,106.28,NA,0.27,2.08,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-08-01,0.8,1988-08-02,1988-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988-08-16,18.19,9.87,110.13,82.49,0.25,1.96,0.23,7.6,7.95,596.62,7.48,7.58,3.76,3.76,1.22,NA,39.78,159.61,218.51,0.74,5.35,2641.09,2614.12,2746.9,0.86,3.39,3.03,9.5,2.68,1.98,0.69,NA,NA,1988-08-16,0.8,1988-08-17,1988-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988-08-16,18.19,9.87,110.13,82.49,0.25,1.96,0.23,7.6,7.95,596.62,7.48,7.58,3.76,3.76,1.22,NA,39.78,159.61,218.51,0.74,5.35,2641.09,2614.12,2746.9,0.86,3.39,3.03,9.5,2.68,1.98,0.69,NA,NA,1988-08-16,0.8,1988-08-17,1988-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988-08-29,16.01,8.97,97.15,NA,0.26,1.87,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-08-29,1.3,1988-08-30,1988-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988-09-12,14.48,8.55,90.67,NA,0.26,2.89,1.55,7.35,7.81,NA,8.34,8.45,3.33,3.33,1.52,NA,117.36,178.89,298.51,2.3,13.5,2750.74,2830.89,3196.66,0.65,NA,NA,NA,NA,NA,NA,NA,NA,1988-09-12,1.7,1988-09-13,1988-09-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988-09-27,13.6,8.2,85.59,NA,0.21,4.08,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-09-27,3.1,1988-09-28,1988-09-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988-10-10,11.58,8.47,83.83,NA,0.21,1.87,0.85,7.41,7.92,NA,8.26,8.87,3.34,3.35,2.35,NA,80.74,234.8,276.23,5.46,16.45,2792.51,2707.19,2921.49,0.77,NA,NA,NA,NA,NA,NA,NA,NA,1988-10-10,1.5,1988-10-11,1988-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988-10-24,9.16,9.17,84.68,NA,0.16,2.66,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-10-24,2.7,1988-10-25,1988-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988-11-08,5.15,10.08,84.14,73,0.14,3.32,0.65,7.49,7.83,602,8.28,8.35,3.29,3.23,4.51,NA,38.06,209.52,228.84,0.76,7,3746.27,2515.14,2595.14,0.58,3.3,3.1,9.36,2.7,1.92,0.67,NA,NA,1988-11-08,3.2,1988-11-09,1988-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
