raw_id,lakeid,year4,sampledate,sta,depth_range,division,taxa_name,gald,relative_total_biovolume,genus,cells_per_nu,nu_per_ml,cells_per_ml,biovolume_conc,biomass_conc,taxa_id
1240,SP,2014,2014-7-14,,0m,Bacillariophyta,Cyclotella pseudostelligera,6,0.403451,Cyclotella,1,42.3462,42.3462,3591.9308,0.00359193,9361
1241,SP,2014,2014-7-14,,0m,Bacillariophyta,Fragilaria delicatissima,116.6667,10.421257,Fragilaria,1,63.5193,63.5193,92780.5026,0.0927805,1314
1242,SP,2014,2014-7-14,,0m,Bacillariophyta,Fragilaria filiformis,86.3333,6.037447,Fragilaria,1,169.3848,169.3848,53751.4238,0.05375142,1477
1243,SP,2014,2014-7-14,,0m,Bacillariophyta,Stephanodiscus alpinus,20,0.225509,Stephanodiscus,1,0.6391,0.6391,2007.7128,0.00200771,1468
1244,SP,2014,2014-7-14,,0m,Bacillariophyta,Tabellaria flocculosa,81.3333,6.963359,Tabellaria,1.3333,42.3462,56.4602,61994.8209,0.06199482,1332
1245,SP,2014,2014-7-14,,0m,Bacillariophyta,Urosolenia longiseta,120,41.092284,Urosolenia,1,232.904,232.904,365844.8049,0.3658448,111368
1246,SP,2014,2014-7-14,,0m,Chlorophyta,Chlorococcaceae,6,1.344838,,1,105.8655,105.8655,11973.0991,0.0119731,2683
1247,SP,2014,2014-7-14,,0m,Chlorophyta,Chlamydomonas ,10,1.444456,Chlamydomonas,1,42.3462,42.3462,12859.9999,0.01286,2080
1248,SP,2014,2014-7-14,,0m,Chlorophyta,Monoraphidium griffithii,20,0.044828,Monoraphidium,1,21.1731,21.1731,399.1044,0.0003991,1000031
1249,SP,2014,2014-7-14,,0m,Chlorophyta,Scenedesmus serratus,12,0.494104,Scenedesmus,2,169.3848,338.7695,4399.0068,0.00439901,8308
1250,SP,2014,2014-7-14,,0m,Chrysophyta,Chrysophyceae,2,0.488172,,1,1058.6547,1058.6547,4346.2011,0.0043462,1652
1251,SP,2014,2014-7-14,,0m,Chrysophyta,Dinobryon ,12,0.95633,Dinobryon,1,21.1731,21.1731,8514.2074,0.00851421,1123
1252,SP,2014,2014-7-14,,0m,Chrysophyta,Dinobryon sociale,80,0.004811,Dinobryon,1,0.6391,0.6391,42.8312,0.00004283,9733
1253,SP,2014,2014-7-14,,0m,Chrysophyta,Mallomonas ,12,0.95633,Mallomonas,1,21.1731,21.1731,8514.2074,0.00851421,1180
1254,SP,2014,2014-7-14,,0m,Chrysophyta,Stichogloea olivacea,12,1.005341,Stichogloea,2,42.3462,84.6924,8950.5616,0.00895056,1611
1255,SP,2014,2014-7-14,,0m,Cryptophyta,Cryptomonas erosa,22.6667,8.507348,Cryptomonas,1,63.5193,63.5193,75740.9593,0.07574096,3015
1256,SP,2014,2014-7-14,,0m,Cryptophyta,Rhodomonas minuta,8,0.079694,Rhodomonas,1,21.1731,21.1731,709.5168,0.00070952,3043
1257,SP,2014,2014-7-14,,0m,Cyanophyta,Aphanocapsa delicatissima,10,0.014942,Aphanocapsa,4,63.5193,254.0771,133.0348,0.00013303,4054
1258,SP,2014,2014-7-14,,0m,Cyanophyta,Aphanocapsa elachista,16,0.536255,Aphanocapsa,11.6,232.904,2701.6869,4774.2766,0.00477428,4051
1259,SP,2014,2014-7-14,,0m,Cyanophyta,Aphanocapsa holsatica,40,0.062261,Aphanocapsa,50,21.1731,1058.6547,554.3095,0.00055431,1000545
1260,SP,2014,2014-7-14,,0m,Cyanophyta,Aphanothece nidulans,60,0.44828,Aphanothece,60,63.5193,3811.157,3991.0373,0.00399104,4062
1261,SP,2014,2014-7-14,,0m,Cyanophyta,Arthrospira ,68,0.717248,Arthrospira,16,21.1731,338.7695,6385.655,0.00638566,4070
1262,SP,2014,2014-7-14,,0m,Cyanophyta,Chroococcus minimus,10,0.119541,Chroococcus,6,42.3462,254.0771,1064.2741,0.00106427,4083
1263,SP,2014,2014-7-14,,0m,Cyanophyta,Planktothrix agardhii,216,2.151742,Planktothrix,54,21.1731,381.1157,19156.965,0.01915697,107710
1264,SP,2014,2014-7-14,,0m,Cyanophyta,Pseudanabaena galeata,12,0.089656,Pseudanabaena,3,21.1731,63.5193,798.2066,0.00079821,4463
1265,SP,2014,2014-7-14,,0m,Cyanophyta,Snowella litoralis,50,0.351487,Snowella,36,21.1731,762.2314,3129.2902,0.00312929,1000586
1266,SP,2014,2014-7-14,,0m,Cyanophyta,Synechococcus ,3,0.756474,Synechococcus,1,1905.5785,1905.5785,6734.8861,0.00673489,4320
1267,SP,2014,2014-7-14,,0m,Cyanophyta,Synechococcus elongatus,3,0.003736,Synechococcus,1,21.1731,21.1731,33.2587,0.00003326,4321
1268,SP,2014,2014-7-14,,0m,Cyanophyta,Synechocystis ,4,0.079694,Synechocystis,1,21.1731,21.1731,709.5168,0.00070952,1000513
1269,SP,2014,2014-7-14,,0m,Cyanophyta,Synechocystis ,1.5,0.504302,Synechocystis,1,2540.7713,2540.7713,4489.7971,0.0044898,4285
1270,SP,2014,2014-7-14,,0m,Haptophyta,Chrysochromulina parva,4,5.034682,Chrysochromulina,1,1482.1166,1482.1166,44823.8012,0.0448238,1731
1271,SP,2014,2014-7-14,,0m,Pyrrhophyta,Peridinium bipes,56,2.424679,Peridinium,1,0.6391,0.6391,21586.9276,0.02158693,124819
1272,SP,2014,2014-8-12,,0m,,Rhodospirillum rubrum,4,0.065837,Rhodospirillum,1,317.5964,317.5964,249.4402,0.00024944,1000986
1273,SP,2014,2014-8-12,,0m,Bacillariophyta,Cyclostephanos damasii,20,17.556593,Cyclostephanos,1,21.1731,21.1731,66517.2394,0.06651724,1523
1274,SP,2014,2014-8-12,,0m,Bacillariophyta,Cyclotella atomus,4,0.140453,Cyclotella,1,21.1731,21.1731,532.137,0.00053214,9856
1275,SP,2014,2014-8-12,,0m,Bacillariophyta,Cyclotella sp. 1,14,0.385778,Cyclotella,1,1.2781,1.2781,1461.6149,0.00146161,1071
1276,SP,2014,2014-8-12,,0m,Bacillariophyta,Fragilaria filiformis,80,1.7883,Fragilaria,1,21.1731,21.1731,6775.3903,0.00677539,1477
1277,SP,2014,2014-8-12,,0m,Bacillariophyta,Stephanodiscus alpinus,16,0.271318,Stephanodiscus,1,0.6391,0.6391,1027.9489,0.00102795,1468
1278,SP,2014,2014-8-12,,0m,Bacillariophyta,Tabellaria flocculosa,80,12.071023,Tabellaria,1.5,42.3462,63.5193,45733.8843,0.04573388,1332
1279,SP,2014,2014-8-12,,0m,Chlorophyta,Closterium moniliferum,100,8.083386,Closterium,1,21.1731,21.1731,30625.7867,0.03062579,2162
1280,SP,2014,2014-8-12,,0m,Chlorophyta,Monoraphidium capricornutum,4,0.04365,Monoraphidium,1,21.1731,21.1731,165.3788,0.00016538,8041
1281,SP,2014,2014-8-12,,0m,Chlorophyta,Monoraphidium griffithii,20,0.046818,Monoraphidium,1,21.1731,21.1731,177.3797,0.00017738,1000031
1282,SP,2014,2014-8-12,,0m,Chlorophyta,Scenedesmus serratus,6.3333,0.887584,Scenedesmus,2.3333,148.2117,345.8223,3362.8189,0.00336282,8308
1283,SP,2014,2014-8-12,,0m,Chrysophyta,Chrysophyceae,2,0.825938,,1,762.2314,762.2314,3129.2648,0.00312926,1652
1284,SP,2014,2014-8-12,,0m,Chrysophyta,Mallomonas ,32,16.05843,Mallomonas,1,21.1731,21.1731,60841.1011,0.0608411,1180
1285,SP,2014,2014-8-12,,0m,Cryptophyta,Cryptomonas erosa,17,13.787779,Cryptomonas,1,84.6924,84.6924,52238.2081,0.05223821,3015
1286,SP,2014,2014-8-12,,0m,Cryptophyta,Rhodomonas minuta,8,0.561811,Rhodomonas,1,63.5193,63.5193,2128.5503,0.00212855,3043
1287,SP,2014,2014-8-12,,0m,Cyanophyta,Aphanocapsa delicatissima,12,0.118507,Aphanocapsa,12,21.1731,254.0771,448.9924,0.00044899,4054
1288,SP,2014,2014-8-12,,0m,Cyanophyta,Aphanocapsa elachista,20,1.316741,Aphanocapsa,13.3333,211.7309,2823.0722,4988.7834,0.00498878,4051
1289,SP,2014,2014-8-12,,0m,Cyanophyta,Arthrospira ,80,4.045039,Arthrospira,25.6,63.5193,1626.0937,15325.5707,0.01532557,4070
1290,SP,2014,2014-8-12,,0m,Cyanophyta,Planktothrix agardhii,478.6667,4.062408,Planktothrix,150.5856,3.8344,577.4128,15391.3768,0.01539138,107710
1291,SP,2014,2014-8-12,,0m,Cyanophyta,Pseudanabaena limnetica,80,0.790048,Pseudanabaena,20,21.1731,423.4619,2993.2764,0.00299328,4172
1292,SP,2014,2014-8-12,,0m,Cyanophyta,Synechococcus ,3,3.581554,Synechococcus,1,2159.6556,2159.6556,13569.5484,0.01356955,4320
1293,SP,2014,2014-8-12,,0m,Cyanophyta,Synechococcus elongatus,4,0.023409,Synechococcus,1,42.3462,42.3462,88.6899,0.00008869,4321
1294,SP,2014,2014-8-12,,0m,Cyanophyta,Synechocystis ,1.5,0.681397,Synechocystis,1,1460.9435,1460.9435,2581.6333,0.00258163,4285
1295,SP,2014,2014-8-12,,0m,Cyanophyta,Synechocystis ,2,0.093636,Synechocystis,1,84.6924,84.6924,354.7594,0.00035476,1000513
1296,SP,2014,2014-8-12,,0m,Euglenophyta,Trachelomonas volvocina,16,0.763081,Trachelomonas,1,3.1954,3.1954,2891.1064,0.00289111,5047
1297,SP,2014,2014-8-12,,0m,Haptophyta,Chrysochromulina parva,4,10.140699,Chrysochromulina,1,1270.3857,1270.3857,38420.401,0.0384204,1731
1298,SP,2014,2014-8-12,,0m,Pyrrhophyta,Gymnodinium helveticum,40,1.808782,Gymnodinium,1,0.6391,0.6391,6852.9929,0.00685299,124569
1299,SP,2014,2014-11-10,,0m,Bacillariophyta,Asterionella formosa,90,7.904424,Asterionella,2.5,18.8205,47.0513,18519.4001,0.0185194,1021
1300,SP,2014,2014-11-10,,0m,Bacillariophyta,Cyclotella sp. 1,5,0.591477,Cyclotella,1,28.2308,28.2308,1385.7762,0.00138578,1071
1301,SP,2014,2014-11-10,,0m,Bacillariophyta,Stephanodiscus alpinus,20,1.105716,Stephanodiscus,1,0.8246,0.8246,2590.5972,0.0025906,1468
1302,SP,2014,2014-11-10,,0m,Bacillariophyta,Tabellaria flocculosa,90,6.297832,Tabellaria,1,9.4103,9.4103,14755.2944,0.01475529,1332
1303,SP,2014,2014-11-10,,0m,Bacillariophyta,Urosolenia longiseta,120,12.618132,Urosolenia,1,18.8205,18.8205,29563.2166,0.02956322,111368
1304,SP,2014,2014-11-10,,0m,Chlorophyta,Chlorococcaceae,3.25,0.381175,,1,47.0513,47.0513,893.0576,0.00089306,2683
1305,SP,2014,2014-11-10,,0m,Chlorophyta,Chlamydomonas ,7.6,5.183528,Chlamydomonas,1,56.4616,56.4616,12144.5709,0.01214457,2080
1306,SP,2014,2014-11-10,,0m,Chlorophyta,Monoraphidium arcuatum,20,0.05179,Monoraphidium,1,9.4103,9.4103,121.3369,0.00012134,2031
1307,SP,2014,2014-11-10,,0m,Chlorophyta,Monoraphidium capricornutum,4,0.094118,Monoraphidium,1,28.2308,28.2308,220.5051,0.00022051,8041
1308,SP,2014,2014-11-10,,0m,Chlorophyta,Monoraphidium griffithii,67,0.360039,Monoraphidium,1,18.8205,18.8205,843.538,0.00084354,1000031
1309,SP,2014,2014-11-10,,0m,Chlorophyta,Quadrigula chodatti,50,1.507446,Quadrigula,14,9.4103,131.7437,3531.819,0.00353182,2461
1310,SP,2014,2014-11-10,,0m,Chlorophyta,Scenedesmus serratus,5.6,0.835318,Scenedesmus,2.2,112.9232,248.431,1957.0828,0.00195708,8308
1311,SP,2014,2014-11-10,,0m,Chrysophyta,Chrysophyceae,2,1.731368,,1,988.0777,988.0777,4056.4544,0.00405645,1652
1312,SP,2014,2014-11-10,,0m,Chrysophyta,Chrysophyceae,4,0.485882,,1,37.6411,37.6411,1138.3823,0.00113838,1653
1313,SP,2014,2014-11-10,,0m,Chrysophyta,Chrysococcus minutus,6,0.121473,Chrysococcus,1,9.4103,9.4103,284.5956,0.0002846,1472
1314,SP,2014,2014-11-10,,0m,Chrysophyta,Kephyrion spirale,8,0.151418,Kephyrion,1,18.8205,18.8205,354.7594,0.00035476,1000644
1315,SP,2014,2014-11-10,,0m,Chrysophyta,Mallomonas ,16,4.845364,Mallomonas,1,9.4103,9.4103,11352.2756,0.01135228,1180
1316,SP,2014,2014-11-10,,0m,Chrysophyta,Ochromonas ,6,6.367109,Ochromonas,1,141.154,141.154,14917.6026,0.0149176,1570
1317,SP,2014,2014-11-10,,0m,Cryptophyta,Cryptomonas erosa,28,15.293175,Cryptomonas,1,18.8205,18.8205,35830.6182,0.03583062,3015
1318,SP,2014,2014-11-10,,0m,Cryptophyta,Rhodomonas minuta,12,4.163982,Rhodomonas,1,103.5129,103.5129,9755.8637,0.00975586,3041
1319,SP,2014,2014-11-10,,0m,Cryptophyta,Rhodomonas minuta,8,2.691868,Rhodomonas,1,188.2053,188.2053,6306.8156,0.00630682,3043
1320,SP,2014,2014-11-10,,0m,Cyanophyta,Planktothrix agardhii,480,2.122974,Planktothrix,120,0.8246,98.9535,4973.9465,0.00497395,107710
1321,SP,2014,2014-11-10,,0m,Cyanophyta,Pseudanabaena limnetica,50,0.709769,Pseudanabaena,12,18.8205,225.8463,1662.9311,0.00166293,4172
1322,SP,2014,2014-11-10,,0m,Cyanophyta,Synechococcus elongatus,4,0.03365,Synechococcus,1,37.6411,37.6411,78.8354,0.00007884,4321
1323,SP,2014,2014-11-10,,0m,Cyanophyta,Synechocystis ,1.5,1.064626,Synechocystis,1,1411.5396,1411.5396,2494.3317,0.00249433,4285
1324,SP,2014,2014-11-10,,0m,Euglenophyta,Trachelomonas volvocina,20,8.613976,Trachelomonas,1,9.4103,9.4103,20181.823,0.02018182,5047
1325,SP,2014,2014-11-10,,0m,Haptophyta,Chrysochromulina parva,4,12.754419,Chrysochromulina,1,988.0777,988.0777,29882.5341,0.02988253,1731
1326,SP,2014,2014-11-10,,0m,Miscellaneous,Miscellaneous,12,1.61512,,1,9.4103,9.4103,3784.0922,0.00378409,7140
1327,SP,2014,2014-11-10,,0m,Pyrrhophyta,Gymnodinium sp. 3,8,0.302836,Gymnodinium,1,9.4103,9.4103,709.517,0.00070952,6034
1328,TB,2015,2015-3-6,,0m,,Rhodospirillum rubrum,4.6667,0.638589,Rhodospirillum,1,1891.4631,1891.4631,1733.1477,0.00173315,1000986
1329,TB,2015,2015-3-6,,0m,Chlorophyta,Chlorococcaceae,20,0.39214,,1,9.4103,9.4103,1064.2755,0.00106428,2683
1330,TB,2015,2015-3-6,,0m,Chlorophyta,Chlamydomonas ,10.4,65.866688,Chlamydomonas,1,263.4874,263.4874,178764.1327,0.17876413,2080
1331,TB,2015,2015-3-6,,0m,Chlorophyta,Monomastix minuta,5,0.565819,Monomastix,1,103.5129,103.5129,1535.645,0.00153565,1000538
1332,TB,2015,2015-3-6,,0m,Chlorophyta,Oocystis parva,10,0.453864,Oocystis,1,9.4103,9.4103,1231.8008,0.0012318,2363
1333,TB,2015,2015-3-6,,0m,Chrysophyta,Chrysophyceae,2.25,0.250443,,1,103.5129,103.5129,679.7072,0.00067971,1652
1334,TB,2015,2015-3-6,,0m,Cryptophyta,Cryptomonas erosa,24,1.010011,Cryptomonas,1,1.7042,1.7042,2741.1971,0.0027412,3015
1335,TB,2015,2015-3-6,,0m,Cryptophyta,Rhodomonas minuta,8,0.801071,Rhodomonas,1,47.0513,47.0513,2174.1286,0.00217413,3043
1336,TB,2015,2015-3-6,,0m,Cryptophyta,Rhodomonas minuta,12,0.326783,Rhodomonas,1,9.4103,9.4103,886.8967,0.0008869,3041
1337,TB,2015,2015-3-6,,0m,Cyanophyta,Aphanothece ,12,7.698959,Aphanothece,6.2,3218.3104,19953.5243,20895.202,0.0208952,4060
1338,TB,2015,2015-3-6,,0m,Cyanophyta,Synechococcus ,8,0.304997,Synechococcus,1,197.6155,197.6155,827.772,0.00082777,4320
1339,TB,2015,2015-3-6,,0m,Cyanophyta,Synechococcus elongatus,3,0.032678,Synechococcus,1,56.4616,56.4616,88.6899,0.00008869,4321
1340,TB,2015,2015-3-6,,0m,Euglenophyta,Lepocinclis ,70,18.299805,Lepocinclis,1,9.4103,9.4103,49666.2051,0.04966621,5050
1341,TB,2015,2015-3-6,,0m,Haptophyta,Chrysochromulina parva,4,0.104863,Chrysochromulina,1,9.4103,9.4103,284.5956,0.0002846,1731
1342,TB,2015,2015-3-6,,0m,Miscellaneous,Miscellaneous,14,3.253299,,1,18.8205,18.8205,8829.5474,0.00882955,7140
1343,TB,2015,2015-4-21,,0m,,Rhodospirillum rubrum,4.6667,0.160292,Rhodospirillum,1,4375.7729,4375.7729,4009.5207,0.00400952,1000986
1344,TB,2015,2015-4-21,,0m,Bacillariophyta,Asterionella formosa,50,0.150481,Asterionella,2,9.4103,18.8205,3764.1057,0.00376411,1021
1345,TB,2015,2015-4-21,,0m,Bacillariophyta,Cyclotella sp. 1,5,0.018467,Cyclotella,1,9.4103,9.4103,461.9254,0.00046193,1071
1346,TB,2015,2015-4-21,,0m,Bacillariophyta,Actinella punctata,84,0.39711,Actinella,1,9.4103,9.4103,9933.2406,0.00993324,9611
1347,TB,2015,2015-4-21,,0m,Bacillariophyta,Stephanodiscus medius,24,2.042282,Stephanodiscus,1,9.4103,9.4103,51085.239,0.05108524,9818
1348,TB,2015,2015-4-21,,0m,Bacillariophyta,Tabellaria flocculosa,64,0.470917,Tabellaria,1,2.5563,2.5563,11779.4271,0.01177943,1332
1349,TB,2015,2015-4-21,,0m,Chlorophyta,Chlamydomonas ,8.6667,75.388769,Chlamydomonas,1,7707.0064,7707.0064,1885759.581,1.88575958,2080
1350,TB,2015,2015-4-21,,0m,Chlorophyta,Monomastix astigmata,5,0.004432,Monomastix,1,9.4103,9.4103,110.8623,0.00011086,2861
1351,TB,2015,2015-4-21,,0m,Chlorophyta,Monomastix minuta,5,0.030778,Monomastix,1,47.0513,47.0513,769.8772,0.00076988,1000538
1352,TB,2015,2015-4-21,,0m,Chlorophyta,Schroederia judayi,31.3333,0.019855,Schroederia,1,28.2308,28.2308,496.6615,0.00049666,2491
1353,TB,2015,2015-4-21,,0m,Chrysophyta,Chrysophyceae,7,2.130925,,1,235.2566,235.2566,53302.5363,0.05330254,1653
1354,TB,2015,2015-4-21,,0m,Chrysophyta,Chrysophyceae,3,0.015743,,1,28.2308,28.2308,393.7998,0.0003938,1652
1355,TB,2015,2015-4-21,,0m,Chrysophyta,Chrysococcus minutus,8,0.011378,Chrysococcus,1,9.4103,9.4103,284.5956,0.0002846,1472
1356,TB,2015,2015-4-21,,0m,Chrysophyta,Gonyostomum semen,70,11.030845,Gonyostomum,1,9.4103,9.4103,275923.3589,0.27592336,7111
1357,TB,2015,2015-4-21,,0m,Cryptophyta,Rhodomonas minuta,12,0.035456,Rhodomonas,1,9.4103,9.4103,886.8967,0.0008869,3041
1358,TB,2015,2015-4-21,,0m,Cryptophyta,Rhodomonas minuta,8,0.012607,Rhodomonas,1,9.4103,9.4103,315.3408,0.00031534,3043
1359,TB,2015,2015-4-21,,0m,Cyanophyta,Aphanothece ,9,0.025607,Aphanothece,5,122.3334,611.6672,640.5379,0.00064054,4060
1360,TB,2015,2015-4-21,,0m,Cyanophyta,Synechococcus ,5,0.010834,Synechococcus,1,103.5129,103.5129,270.9968,0.000271,4320
1361,TB,2015,2015-4-21,,0m,Euglenophyta,Lepocinclis ,30,1.544476,Lepocinclis,1,9.4103,9.4103,38633.2122,0.03863321,5050
1362,TB,2015,2015-4-21,,0m,Pyrrhophyta,Gymnodinium sp. 2,16,0.22692,Gymnodinium,1,9.4103,9.4103,5676.1378,0.00567614,6033
1363,TB,2015,2015-4-21,,0m,Pyrrhophyta,Peridinium cinctum,40,6.271824,Peridinium,1,9.4103,9.4103,156882.1384,0.15688214,6041
1364,TB,2015,2015-6-17,,0m,,Rhodospirillum rubrum,4.6667,0.230027,Rhodospirillum,1,3599.4261,3599.4261,3298.1541,0.00329815,1000986
1365,TB,2015,2015-6-17,,0m,Bacillariophyta,Asterionella formosa,96,0.025632,Asterionella,4,0.8521,3.4084,367.5181,0.00036752,1021
1366,TB,2015,2015-6-17,,0m,Bacillariophyta,Cyclotella sp. 1,6.6667,0.36495,Cyclotella,1,42.3462,42.3462,5232.689,0.00523269,1071
1367,TB,2015,2015-6-17,,0m,Chlorophyta,Chlorococcaceae,2,0.004124,,1,14.1154,14.1154,59.1266,0.00005913,2683
1368,TB,2015,2015-6-17,,0m,Chlorophyta,Chlamydomonas ,10.25,75.940754,Chlamydomonas,1,2244.348,2244.348,1088847.465,1.08884746,2080
1369,TB,2015,2015-6-17,,0m,Chlorophyta,Monomastix astigmata,4,0.024742,Monomastix,1,84.6924,84.6924,354.7594,0.00035476,2861
1370,TB,2015,2015-6-17,,0m,Chlorophyta,Monomastix minuta,5,1.06949,Monomastix,1,917.5008,917.5008,15334.4655,0.01533447,1000538
1371,TB,2015,2015-6-17,,0m,Chlorophyta,Monoraphidium griffithii,20,0.026804,Monoraphidium,1,28.2308,28.2308,384.3227,0.00038432,1000031
1372,TB,2015,2015-6-17,,0m,Chlorophyta,Oocystis parva,10,1.686603,Oocystis,1,112.9232,112.9232,24182.7116,0.02418271,2363
1373,TB,2015,2015-6-17,,0m,Chlorophyta,Schroederia judayi,40,0.11134,Schroederia,1,42.3462,42.3462,1596.4132,0.00159641,2491
1374,TB,2015,2015-6-17,,0m,Chrysophyta,Chrysophyceae,3.8333,3.414575,,1,1778.5399,1778.5399,48958.5805,0.04895858,1652
1375,TB,2015,2015-6-17,,0m,Cryptophyta,Cryptomonas erosa,30,16.979432,Cryptomonas,1,127.0386,127.0386,243453.0901,0.24345309,3015
1376,TB,2015,2015-6-17,,0m,Cryptophyta,Rhodomonas minuta,8,0.03299,Rhodomonas,1,14.1154,14.1154,473.0112,0.00047301,3043
1377,TB,2015,2015-6-17,,0m,Cyanophyta,Aphanothece ,8,0.037114,Aphanothece,6,84.6924,508.1543,532.1392,0.00053214,4060
1378,TB,2015,2015-6-17,,0m,Cyanophyta,Synechococcus ,6,0.006186,Synechococcus,1,28.2308,28.2308,88.6899,0.00008869,4320
1379,TB,2015,2015-6-17,,0m,Cyanophyta,Synechococcus elongatus,3.3333,0.015464,Synechococcus,1,127.0386,127.0386,221.7204,0.00022172,4321
1380,TB,2015,2015-6-17,,0m,Haptophyta,Chrysochromulina parva,4,0.029773,Chrysochromulina,1,14.1154,14.1154,426.8933,0.00042689,1731
1381,TB,2015,2015-7-15,,0m,,Rhodospirillum rubrum,5,0.261933,Rhodospirillum,1,4573.3884,4573.3884,4489.6954,0.0044897,1000986
1382,TB,2015,2015-7-15,,0m,Bacillariophyta,Asterionella formosa,96,0.076358,Asterionella,8,0.8521,6.8168,1308.8252,0.00130883,1021
1383,TB,2015,2015-7-15,,0m,Bacillariophyta,Cyclotella sp. 1,6,0.069852,Cyclotella,1,14.1154,14.1154,1197.3103,0.00119731,1071
1384,TB,2015,2015-7-15,,0m,Chlorophyta,Chlorococcaceae,3.5,0.057348,,1,28.2308,28.2308,982.9764,0.00098298,2683
1385,TB,2015,2015-7-15,,0m,Chlorophyta,Chlamydomonas ,11.7778,72.458278,Chlamydomonas,1,1891.4631,1891.4631,1241982.725,1.24198273,2080
1386,TB,2015,2015-7-15,,0m,Chlorophyta,Monomastix astigmata,5,0.009701,Monomastix,1,14.1154,14.1154,166.2935,0.00016629,2861
1387,TB,2015,2015-7-15,,0m,Chlorophyta,Monomastix minuta,4,0.006899,Monomastix,1,28.2308,28.2308,118.2531,0.00011825,1000538
1388,TB,2015,2015-7-15,,0m,Chlorophyta,Monoraphidium griffithii,22,0.0683,Monoraphidium,1,56.4616,56.4616,1170.7027,0.0011707,1000031
1389,TB,2015,2015-7-15,,0m,Chlorophyta,Oocystis parva,11.2,14.960758,Oocystis,1,861.0392,861.0392,256437.2716,0.25643727,2363
1390,TB,2015,2015-7-15,,0m,Chlorophyta,Schroederia judayi,64,0.024836,Schroederia,1,28.2308,28.2308,425.7091,0.00042571,2491
1391,TB,2015,2015-7-15,,0m,Chrysophyta,Chrysophyceae,2.25,0.72755,,1,2681.9253,2681.9253,12470.6845,0.01247068,1652
1392,TB,2015,2015-7-15,,0m,Chrysophyta,Chrysophyceae,4,0.024905,,1,14.1154,14.1154,426.8933,0.00042689,1653
1393,TB,2015,2015-7-15,,0m,Chrysophyta,Dinobryon ,6,0.129356,Dinobryon,1,28.2308,28.2308,2217.2408,0.00221724,1123
1394,TB,2015,2015-7-15,,0m,Chrysophyta,Dinobryon cyst,10,0.828221,Dinobryon,1,28.2308,28.2308,14196.2578,0.01419626,1126
1395,TB,2015,2015-7-15,,0m,Chrysophyta,Dinobryon sociale,40,0.086237,Dinobryon,1,14.1154,14.1154,1478.1615,0.00147816,9733
1396,TB,2015,2015-7-15,,0m,Chrysophyta,Dinobryon sociale,112,0.862371,Dinobryon,8,14.1154,112.9232,14781.6092,0.01478161,9736
1397,TB,2015,2015-7-15,,0m,Cryptophyta,Cryptomonas erosa,24,7.35016,Cryptomonas,1,98.8078,98.8078,125986.6021,0.1259866,3015
1398,TB,2015,2015-7-15,,0m,Cryptophyta,Rhodomonas minuta,8,0.055192,Rhodomonas,1,28.2308,28.2308,946.0223,0.00094602,3043
1399,TB,2015,2015-7-15,,0m,Cryptophyta,Rhodomonas minuta,12,0.077614,Rhodomonas,1,14.1154,14.1154,1330.3451,0.00133035,3041
1400,TB,2015,2015-7-15,,0m,Cyanophyta,Synechococcus ,7.3333,0.569161,Synechococcus,1,2540.7713,2540.7713,9755.7998,0.0097558,4320
1401,TB,2015,2015-7-15,,0m,Cyanophyta,Synechococcus elongatus,3,0.11642,Synechococcus,1,1270.3857,1270.3857,1995.5218,0.00199552,4321
1402,TB,2015,2015-7-15,,0m,Haptophyta,Chrysochromulina parva,4,0.074716,Chrysochromulina,1,42.3462,42.3462,1280.68,0.00128068,1731
1403,TB,2015,2015-7-15,,0m,Pyrrhophyta,Glenodinium quadridens,20,1.103835,Glenodinium,1,14.1154,14.1154,18920.4594,0.01892046,6021
1404,TB,2015,2015-8-11,,0m,,Rhodospirillum rubrum,4.5,0.258758,Rhodospirillum,1,3387.6951,3387.6951,2993.3674,0.00299337,1000986
1405,TB,2015,2015-8-11,,0m,Chlorophyta,Chlorococcaceae,3,0.1725,,1,105.8655,105.8655,1995.5218,0.00199552,2683
1406,TB,2015,2015-8-11,,0m,Chlorophyta,Chlamydomonas ,9.7143,54.968406,Chlamydomonas,1,1175.1067,1175.1067,635887.748,0.63588775,2080
1407,TB,2015,2015-8-11,,0m,Chlorophyta,Monomastix minuta,4.5,0.248448,Monomastix,1,359.9426,359.9426,2874.1057,0.00287411,1000538
1408,TB,2015,2015-8-11,,0m,Chlorophyta,Mougeotia ,60,12.419973,Mougeotia,1,21.1731,21.1731,143677.2343,0.14367723,2340
1409,TB,2015,2015-8-11,,0m,Chlorophyta,Oocystis parva,11.1429,11.913975,Oocystis,1,444.635,444.635,137823.729,0.13782373,2363
1410,TB,2015,2015-8-11,,0m,Chlorophyta,Schroederia judayi,40,0.23,Schroederia,1,105.8655,105.8655,2660.6852,0.00266069,2491
1411,TB,2015,2015-8-11,,0m,Chrysophyta,Chrysophyceae,2.25,3.365134,,1,5928.4665,5928.4665,38928.6823,0.03892868,1652
1412,TB,2015,2015-8-11,,0m,Chrysophyta,Chrysocapsaceae,6,0.206999,,1,21.1731,21.1731,2394.6198,0.00239462,1000035
1413,TB,2015,2015-8-11,,0m,Chrysophyta,Mallomonas ,12,0.735999,Mallomonas,1,21.1731,21.1731,8514.2074,0.00851421,1180
