"sampledate.x","wtemp","o2","o2sat","cond","frlight","chlor.x","phaeo","ph","phair","alk","dic","tic","doc","toc","no3no2","no2","nh4","totnf","totnuf","totpf","totpuf","drsif","brsif","brsiuf","tpm","cl","so4","ca","mg","na","k","fe","mn","chlDate","chlor.y","datePlus1","dateMinus1","year4","daynum","avsnow","totice","whiteice","blueice","CBV.date","Genus.x","CellBioVol.x","bv.datePlus1","bv.dateMinus1","Genus.y","CellBioVol.y","PerBioVol"
2006-06-15,14.42,9.8,102.84,NA,0.27,4.92,0.72,7.46,7.98,NA,NA,NA,NA,NA,0.99,NA,44.47,204.2,285.38,5.24,11.88,2895.57,NA,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,2006-06-15,2.1,2006-06-16,2006-06-14,NA,NA,NA,NA,NA,NA,2006-06-16,"TotalBiovolume",95462.29186,2006-06-17,2006-06-15,"Asterionella",3819.107249,0.040006448
2006-06-15,14.42,9.8,102.84,NA,0.27,4.92,0.72,7.46,7.98,NA,NA,NA,NA,NA,0.99,NA,44.47,204.2,285.38,5.24,11.88,2895.57,NA,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,2006-06-15,2.1,2006-06-16,2006-06-14,NA,NA,NA,NA,NA,NA,2006-06-16,"TotalBiovolume",95462.29186,2006-06-17,2006-06-15,"Segmented green",542.3171,0.005680956
2006-06-15,14.42,9.8,102.84,NA,0.27,4.92,0.72,7.46,7.98,NA,NA,NA,NA,NA,0.99,NA,44.47,204.2,285.38,5.24,11.88,2895.57,NA,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,2006-06-15,2.1,2006-06-16,2006-06-14,NA,NA,NA,NA,NA,NA,2006-06-16,"TotalBiovolume",95462.29186,2006-06-17,2006-06-15,"TotalBiovolume",95564.66686,NA
2006-06-28,15.38,9.55,102.3,NA,0.26,5,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2006-06-28,2.3,2006-06-29,2006-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07-12,16.54,9.26,102.36,NA,0.28,2.4,0.65,7.41,7.88,NA,8.52,9.01,3.25,3.15,1.26,NA,95.52,227.47,285.29,5.18,12.94,2928.73,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2006-07-12,0.6,2006-07-13,2006-07-11,NA,NA,NA,NA,NA,NA,2006-07-12,"TotalBiovolume",55725.91462,2006-07-13,2006-07-11,"Mallomonas colony",120,0.002153397
2006-07-12,16.54,9.26,102.36,NA,0.28,2.4,0.65,7.41,7.88,NA,8.52,9.01,3.25,3.15,1.26,NA,95.52,227.47,285.29,5.18,12.94,2928.73,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2006-07-12,0.6,2006-07-13,2006-07-11,NA,NA,NA,NA,NA,NA,2006-07-12,"TotalBiovolume",55725.91462,2006-07-13,2006-07-11,"?11",1545.356039,0.027731371
2006-07-12,16.54,9.26,102.36,NA,0.28,2.4,0.65,7.41,7.88,NA,8.52,9.01,3.25,3.15,1.26,NA,95.52,227.47,285.29,5.18,12.94,2928.73,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2006-07-12,0.6,2006-07-13,2006-07-11,NA,NA,NA,NA,NA,NA,2006-07-12,"TotalBiovolume",55725.91462,2006-07-13,2006-07-11,"unID Naviculoid diatom",0,0
2006-07-12,16.54,9.26,102.36,NA,0.28,2.4,0.65,7.41,7.88,NA,8.52,9.01,3.25,3.15,1.26,NA,95.52,227.47,285.29,5.18,12.94,2928.73,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2006-07-12,0.6,2006-07-13,2006-07-11,NA,NA,NA,NA,NA,NA,2006-07-12,"TotalBiovolume",55725.91462,2006-07-13,2006-07-11,"Large Cryptomonad-esque cell husks",390.4708,0.005085938
2006-07-12,16.54,9.26,102.36,NA,0.28,2.4,0.65,7.41,7.88,NA,8.52,9.01,3.25,3.15,1.26,NA,95.52,227.47,285.29,5.18,12.94,2928.73,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2006-07-12,0.6,2006-07-13,2006-07-11,NA,NA,NA,NA,NA,NA,2006-07-12,"TotalBiovolume",55725.91462,2006-07-13,2006-07-11,"Limnothrix",287.781321,0.003748393
2006-07-12,16.54,9.26,102.36,NA,0.28,2.4,0.65,7.41,7.88,NA,8.52,9.01,3.25,3.15,1.26,NA,95.52,227.47,285.29,5.18,12.94,2928.73,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2006-07-12,0.6,2006-07-13,2006-07-11,NA,NA,NA,NA,NA,NA,2006-07-12,"TotalBiovolume",55725.91462,2006-07-13,2006-07-11,"Microcystis",416.6524202,0.005426958
2006-07-12,16.54,9.26,102.36,NA,0.28,2.4,0.65,7.41,7.88,NA,8.52,9.01,3.25,3.15,1.26,NA,95.52,227.47,285.29,5.18,12.94,2928.73,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2006-07-12,0.6,2006-07-13,2006-07-11,NA,NA,NA,NA,NA,NA,2006-07-12,"TotalBiovolume",55725.91462,2006-07-13,2006-07-11,"Planktolyngabia",21048.67078,0.27416196
2006-07-12,16.54,9.26,102.36,NA,0.28,2.4,0.65,7.41,7.88,NA,8.52,9.01,3.25,3.15,1.26,NA,95.52,227.47,285.29,5.18,12.94,2928.73,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2006-07-12,0.6,2006-07-13,2006-07-11,NA,NA,NA,NA,NA,NA,2006-07-12,"TotalBiovolume",55725.91462,2006-07-13,2006-07-11,"Cf. Komvophoron / Trichormus",244.5213375,0.003184926
2006-07-12,16.54,9.26,102.36,NA,0.28,2.4,0.65,7.41,7.88,NA,8.52,9.01,3.25,3.15,1.26,NA,95.52,227.47,285.29,5.18,12.94,2928.73,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2006-07-12,0.6,2006-07-13,2006-07-11,NA,NA,NA,NA,NA,NA,2006-07-12,"TotalBiovolume",55725.91462,2006-07-13,2006-07-11,"Cryptomonad",2342.8248,0.030515629
2006-07-12,16.54,9.26,102.36,NA,0.28,2.4,0.65,7.41,7.88,NA,8.52,9.01,3.25,3.15,1.26,NA,95.52,227.47,285.29,5.18,12.94,2928.73,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2006-07-12,0.6,2006-07-13,2006-07-11,NA,NA,NA,NA,NA,NA,2006-07-12,"TotalBiovolume",55725.91462,2006-07-13,2006-07-11,"Armored Dinoflagellate",2624.589509,0.034185655
2006-07-12,16.54,9.26,102.36,NA,0.28,2.4,0.65,7.41,7.88,NA,8.52,9.01,3.25,3.15,1.26,NA,95.52,227.47,285.29,5.18,12.94,2928.73,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2006-07-12,0.6,2006-07-13,2006-07-11,NA,NA,NA,NA,NA,NA,2006-07-12,"TotalBiovolume",55725.91462,2006-07-13,2006-07-11,"Cf. Cryptomonad",1757.1186,0.022886722
2006-07-12,16.54,9.26,102.36,NA,0.28,2.4,0.65,7.41,7.88,NA,8.52,9.01,3.25,3.15,1.26,NA,95.52,227.47,285.29,5.18,12.94,2928.73,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2006-07-12,0.6,2006-07-13,2006-07-11,NA,NA,NA,NA,NA,NA,2006-07-12,"TotalBiovolume",55725.91462,2006-07-13,2006-07-11,"Dinobryon",38261.219,0.498357872
2006-07-12,16.54,9.26,102.36,NA,0.28,2.4,0.65,7.41,7.88,NA,8.52,9.01,3.25,3.15,1.26,NA,95.52,227.47,285.29,5.18,12.94,2928.73,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2006-07-12,0.6,2006-07-13,2006-07-11,NA,NA,NA,NA,NA,NA,2006-07-12,"TotalBiovolume",55725.91462,2006-07-13,2006-07-11,"Fragilaria",2800.395,0.036475547
2006-07-12,16.54,9.26,102.36,NA,0.28,2.4,0.65,7.41,7.88,NA,8.52,9.01,3.25,3.15,1.26,NA,95.52,227.47,285.29,5.18,12.94,2928.73,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2006-07-12,0.6,2006-07-13,2006-07-11,NA,NA,NA,NA,NA,NA,2006-07-12,"TotalBiovolume",55725.91462,2006-07-13,2006-07-11,"Lindavia comensis",1688.065406,0.021987294
2006-07-12,16.54,9.26,102.36,NA,0.28,2.4,0.65,7.41,7.88,NA,8.52,9.01,3.25,3.15,1.26,NA,95.52,227.47,285.29,5.18,12.94,2928.73,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2006-07-12,0.6,2006-07-13,2006-07-11,NA,NA,NA,NA,NA,NA,2006-07-12,"TotalBiovolume",55725.91462,2006-07-13,2006-07-11,"Elakatothrix",119.490014,0.001556375
2006-07-12,16.54,9.26,102.36,NA,0.28,2.4,0.65,7.41,7.88,NA,8.52,9.01,3.25,3.15,1.26,NA,95.52,227.47,285.29,5.18,12.94,2928.73,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2006-07-12,0.6,2006-07-13,2006-07-11,NA,NA,NA,NA,NA,NA,2006-07-12,"TotalBiovolume",55725.91462,2006-07-13,2006-07-11,"Flagellated green",1832.66097,0.023870672
2006-07-12,16.54,9.26,102.36,NA,0.28,2.4,0.65,7.41,7.88,NA,8.52,9.01,3.25,3.15,1.26,NA,95.52,227.47,285.29,5.18,12.94,2928.73,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2006-07-12,0.6,2006-07-13,2006-07-11,NA,NA,NA,NA,NA,NA,2006-07-12,"TotalBiovolume",55725.91462,2006-07-13,2006-07-11,"Segmented green",1209.7843,0.015757614
2006-07-12,16.54,9.26,102.36,NA,0.28,2.4,0.65,7.41,7.88,NA,8.52,9.01,3.25,3.15,1.26,NA,95.52,227.47,285.29,5.18,12.94,2928.73,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2006-07-12,0.6,2006-07-13,2006-07-11,NA,NA,NA,NA,NA,NA,2006-07-12,"TotalBiovolume",55725.91462,2006-07-13,2006-07-11,"Peanut",84.9851,0.001106943
2006-07-12,16.54,9.26,102.36,NA,0.28,2.4,0.65,7.41,7.88,NA,8.52,9.01,3.25,3.15,1.26,NA,95.52,227.47,285.29,5.18,12.94,2928.73,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2006-07-12,0.6,2006-07-13,2006-07-11,NA,NA,NA,NA,NA,NA,2006-07-12,"TotalBiovolume",55725.91462,2006-07-13,2006-07-11,"TotalBiovolume",76774.5854,NA
2006-07-26,17.9,8.66,98.28,NA,0.23,5.93,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2006-07-26,0.9,2006-07-27,2006-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-08-09,18.63,8.98,103.25,98.83,0.29,4.23,2.27,7.53,8,655.47,8.29,8.41,3.24,3.37,1.22,NA,45.09,172.49,195.2,2.05,6.96,2788.33,NA,NA,0.28,7.67,2.37,14.76,4.18,3.63,0.62,0.14,0.02,2006-08-09,-0.8,2006-08-10,2006-08-08,NA,NA,NA,NA,NA,NA,2006-08-09,"TotalBiovolume",18557.99633,2006-08-10,2006-08-08,"Large Cryptomonad-esque cell husks",195.2354,0.010520284
2006-08-09,18.63,8.98,103.25,98.83,0.29,4.23,2.27,7.53,8,655.47,8.29,8.41,3.24,3.37,1.22,NA,45.09,172.49,195.2,2.05,6.96,2788.33,NA,NA,0.28,7.67,2.37,14.76,4.18,3.63,0.62,0.14,0.02,2006-08-09,-0.8,2006-08-10,2006-08-08,NA,NA,NA,NA,NA,NA,2006-08-09,"TotalBiovolume",18557.99633,2006-08-10,2006-08-08,"Limnothrix",665.846978,0.035879249
2006-08-09,18.63,8.98,103.25,98.83,0.29,4.23,2.27,7.53,8,655.47,8.29,8.41,3.24,3.37,1.22,NA,45.09,172.49,195.2,2.05,6.96,2788.33,NA,NA,0.28,7.67,2.37,14.76,4.18,3.63,0.62,0.14,0.02,2006-08-09,-0.8,2006-08-10,2006-08-08,NA,NA,NA,NA,NA,NA,2006-08-09,"TotalBiovolume",18557.99633,2006-08-10,2006-08-08,"Microcystis",520.8155253,0.028064211
2006-08-09,18.63,8.98,103.25,98.83,0.29,4.23,2.27,7.53,8,655.47,8.29,8.41,3.24,3.37,1.22,NA,45.09,172.49,195.2,2.05,6.96,2788.33,NA,NA,0.28,7.67,2.37,14.76,4.18,3.63,0.62,0.14,0.02,2006-08-09,-0.8,2006-08-10,2006-08-08,NA,NA,NA,NA,NA,NA,2006-08-09,"TotalBiovolume",18557.99633,2006-08-10,2006-08-08,"Planktolyngabia",3455.751919,0.186213633
2006-08-09,18.63,8.98,103.25,98.83,0.29,4.23,2.27,7.53,8,655.47,8.29,8.41,3.24,3.37,1.22,NA,45.09,172.49,195.2,2.05,6.96,2788.33,NA,NA,0.28,7.67,2.37,14.76,4.18,3.63,0.62,0.14,0.02,2006-08-09,-0.8,2006-08-10,2006-08-08,NA,NA,NA,NA,NA,NA,2006-08-09,"TotalBiovolume",18557.99633,2006-08-10,2006-08-08,"Cf. Komvophoron / Trichormus",332.549019,0.017919446
2006-08-09,18.63,8.98,103.25,98.83,0.29,4.23,2.27,7.53,8,655.47,8.29,8.41,3.24,3.37,1.22,NA,45.09,172.49,195.2,2.05,6.96,2788.33,NA,NA,0.28,7.67,2.37,14.76,4.18,3.63,0.62,0.14,0.02,2006-08-09,-0.8,2006-08-10,2006-08-08,NA,NA,NA,NA,NA,NA,2006-08-09,"TotalBiovolume",18557.99633,2006-08-10,2006-08-08,"Cryptomonad",4295.1788,0.231446258
2006-08-09,18.63,8.98,103.25,98.83,0.29,4.23,2.27,7.53,8,655.47,8.29,8.41,3.24,3.37,1.22,NA,45.09,172.49,195.2,2.05,6.96,2788.33,NA,NA,0.28,7.67,2.37,14.76,4.18,3.63,0.62,0.14,0.02,2006-08-09,-0.8,2006-08-10,2006-08-08,NA,NA,NA,NA,NA,NA,2006-08-09,"TotalBiovolume",18557.99633,2006-08-10,2006-08-08,"Dinobryon",3102.261,0.16716573
2006-08-09,18.63,8.98,103.25,98.83,0.29,4.23,2.27,7.53,8,655.47,8.29,8.41,3.24,3.37,1.22,NA,45.09,172.49,195.2,2.05,6.96,2788.33,NA,NA,0.28,7.67,2.37,14.76,4.18,3.63,0.62,0.14,0.02,2006-08-09,-0.8,2006-08-10,2006-08-08,NA,NA,NA,NA,NA,NA,2006-08-09,"TotalBiovolume",18557.99633,2006-08-10,2006-08-08,"Fragilaria",1555.775,0.083833134
2006-08-09,18.63,8.98,103.25,98.83,0.29,4.23,2.27,7.53,8,655.47,8.29,8.41,3.24,3.37,1.22,NA,45.09,172.49,195.2,2.05,6.96,2788.33,NA,NA,0.28,7.67,2.37,14.76,4.18,3.63,0.62,0.14,0.02,2006-08-09,-0.8,2006-08-10,2006-08-08,NA,NA,NA,NA,NA,NA,2006-08-09,"TotalBiovolume",18557.99633,2006-08-10,2006-08-08,"Lindavia comensis",1465.951537,0.078992986
2006-08-09,18.63,8.98,103.25,98.83,0.29,4.23,2.27,7.53,8,655.47,8.29,8.41,3.24,3.37,1.22,NA,45.09,172.49,195.2,2.05,6.96,2788.33,NA,NA,0.28,7.67,2.37,14.76,4.18,3.63,0.62,0.14,0.02,2006-08-09,-0.8,2006-08-10,2006-08-08,NA,NA,NA,NA,NA,NA,2006-08-09,"TotalBiovolume",18557.99633,2006-08-10,2006-08-08,"Elakatothrix",168.844585,0.009098212
2006-08-09,18.63,8.98,103.25,98.83,0.29,4.23,2.27,7.53,8,655.47,8.29,8.41,3.24,3.37,1.22,NA,45.09,172.49,195.2,2.05,6.96,2788.33,NA,NA,0.28,7.67,2.37,14.76,4.18,3.63,0.62,0.14,0.02,2006-08-09,-0.8,2006-08-10,2006-08-08,NA,NA,NA,NA,NA,NA,2006-08-09,"TotalBiovolume",18557.99633,2006-08-10,2006-08-08,"Flagellated green",872.6957,0.047025319
2006-08-09,18.63,8.98,103.25,98.83,0.29,4.23,2.27,7.53,8,655.47,8.29,8.41,3.24,3.37,1.22,NA,45.09,172.49,195.2,2.05,6.96,2788.33,NA,NA,0.28,7.67,2.37,14.76,4.18,3.63,0.62,0.14,0.02,2006-08-09,-0.8,2006-08-10,2006-08-08,NA,NA,NA,NA,NA,NA,2006-08-09,"TotalBiovolume",18557.99633,2006-08-10,2006-08-08,"Segmented green",542.3171,0.029222826
2006-08-09,18.63,8.98,103.25,98.83,0.29,4.23,2.27,7.53,8,655.47,8.29,8.41,3.24,3.37,1.22,NA,45.09,172.49,195.2,2.05,6.96,2788.33,NA,NA,0.28,7.67,2.37,14.76,4.18,3.63,0.62,0.14,0.02,2006-08-09,-0.8,2006-08-10,2006-08-08,NA,NA,NA,NA,NA,NA,2006-08-09,"TotalBiovolume",18557.99633,2006-08-10,2006-08-08,"Peanut",509.9106,0.027476598
2006-08-09,18.63,8.98,103.25,98.83,0.29,4.23,2.27,7.53,8,655.47,8.29,8.41,3.24,3.37,1.22,NA,45.09,172.49,195.2,2.05,6.96,2788.33,NA,NA,0.28,7.67,2.37,14.76,4.18,3.63,0.62,0.14,0.02,2006-08-09,-0.8,2006-08-10,2006-08-08,NA,NA,NA,NA,NA,NA,2006-08-09,"TotalBiovolume",18557.99633,2006-08-10,2006-08-08,"Cf. Actinastrum falcatus",0,0
2006-08-09,18.63,8.98,103.25,98.83,0.29,4.23,2.27,7.53,8,655.47,8.29,8.41,3.24,3.37,1.22,NA,45.09,172.49,195.2,2.05,6.96,2788.33,NA,NA,0.28,7.67,2.37,14.76,4.18,3.63,0.62,0.14,0.02,2006-08-09,-0.8,2006-08-10,2006-08-08,NA,NA,NA,NA,NA,NA,2006-08-09,"TotalBiovolume",18557.99633,2006-08-10,2006-08-08,"Cf. Chlorallantus oblongus",0,0
2006-08-09,18.63,8.98,103.25,98.83,0.29,4.23,2.27,7.53,8,655.47,8.29,8.41,3.24,3.37,1.22,NA,45.09,172.49,195.2,2.05,6.96,2788.33,NA,NA,0.28,7.67,2.37,14.76,4.18,3.63,0.62,0.14,0.02,2006-08-09,-0.8,2006-08-10,2006-08-08,NA,NA,NA,NA,NA,NA,2006-08-09,"TotalBiovolume",18557.99633,2006-08-10,2006-08-08,"Armored Dinoflagellate",874.8631698,0.047142114
2006-08-09,18.63,8.98,103.25,98.83,0.29,4.23,2.27,7.53,8,655.47,8.29,8.41,3.24,3.37,1.22,NA,45.09,172.49,195.2,2.05,6.96,2788.33,NA,NA,0.28,7.67,2.37,14.76,4.18,3.63,0.62,0.14,0.02,2006-08-09,-0.8,2006-08-10,2006-08-08,NA,NA,NA,NA,NA,NA,2006-08-09,"TotalBiovolume",18557.99633,2006-08-10,2006-08-08,"TotalBiovolume",18557.99633,NA
2006-08-24,17.92,8.67,99.14,NA,0.26,3.67,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2006-08-24,0.8,2006-08-25,2006-08-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-09-08,17.52,8.2,93.17,NA,0.25,2.88,2.09,7.52,8.07,NA,8.53,8.51,2.9,2.91,1.62,NA,46.4,213.49,247.59,7,14.12,2874.91,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,2006-09-08,1.2,2006-09-09,2006-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-09-08,17.52,8.2,93.17,NA,0.25,2.88,2.09,7.52,8.07,NA,8.53,8.51,2.9,2.91,1.62,NA,46.4,213.49,247.59,7,14.12,2874.91,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,2006-09-08,1.1,2006-09-09,2006-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-09-21,15.01,7.77,83.88,NA,0.22,2.85,2.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2006-09-21,1.3,2006-09-22,2006-09-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-10-04,13.61,7.85,81.83,NA,0.22,3.13,1.61,7.37,7.75,NA,9.17,9.64,3.08,3.03,1.46,NA,42.98,247.59,289.99,4.64,9.99,2876.2,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,2006-10-04,1.2,2006-10-05,2006-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-10-19,10.14,8.53,80.85,NA,0.17,2.47,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2006-10-19,2.1,2006-10-20,2006-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-10-30,8.18,9.31,83.82,101.38,0.12,3.12,0.62,7.37,7.86,655.02,8.46,8.57,3.03,2.97,2.57,NA,36,222.19,246.75,6,8.9,2856.98,NA,NA,0.05,5.73,2.1,10.36,3.11,2.96,0.68,0.06,0,2006-10-30,2.8,2006-10-31,2006-10-29,NA,NA,NA,NA,NA,NA,2006-10-30,"TotalBiovolume",49288.15794,2006-10-31,2006-10-29,"Cf. Actinastrum falcatus",0,0
2006-10-30,8.18,9.31,83.82,101.38,0.12,3.12,0.62,7.37,7.86,655.02,8.46,8.57,3.03,2.97,2.57,NA,36,222.19,246.75,6,8.9,2856.98,NA,NA,0.05,5.73,2.1,10.36,3.11,2.96,0.68,0.06,0,2006-10-30,2.8,2006-10-31,2006-10-29,NA,NA,NA,NA,NA,NA,2006-10-30,"TotalBiovolume",49288.15794,2006-10-31,2006-10-29,"Mallomonas colony",96,0.00194773
2006-10-30,8.18,9.31,83.82,101.38,0.12,3.12,0.62,7.37,7.86,655.02,8.46,8.57,3.03,2.97,2.57,NA,36,222.19,246.75,6,8.9,2856.98,NA,NA,0.05,5.73,2.1,10.36,3.11,2.96,0.68,0.06,0,2006-10-30,2.8,2006-10-31,2006-10-29,NA,NA,NA,NA,NA,NA,2006-10-30,"TotalBiovolume",49288.15794,2006-10-31,2006-10-29,"Cf. Chlorallantus oblongus",0,0
2006-10-30,8.18,9.31,83.82,101.38,0.12,3.12,0.62,7.37,7.86,655.02,8.46,8.57,3.03,2.97,2.57,NA,36,222.19,246.75,6,8.9,2856.98,NA,NA,0.05,5.73,2.1,10.36,3.11,2.96,0.68,0.06,0,2006-10-30,2.8,2006-10-31,2006-10-29,NA,NA,NA,NA,NA,NA,2006-10-30,"TotalBiovolume",49288.15794,2006-10-31,2006-10-29,"Large Cryptomonad-esque cell husks",195.2354,0.003961102
2006-10-30,8.18,9.31,83.82,101.38,0.12,3.12,0.62,7.37,7.86,655.02,8.46,8.57,3.03,2.97,2.57,NA,36,222.19,246.75,6,8.9,2856.98,NA,NA,0.05,5.73,2.1,10.36,3.11,2.96,0.68,0.06,0,2006-10-30,2.8,2006-10-31,2006-10-29,NA,NA,NA,NA,NA,NA,2006-10-30,"TotalBiovolume",49288.15794,2006-10-31,2006-10-29,"Lindavia cf. bodanica",44.42277385,0.000901287
2006-10-30,8.18,9.31,83.82,101.38,0.12,3.12,0.62,7.37,7.86,655.02,8.46,8.57,3.03,2.97,2.57,NA,36,222.19,246.75,6,8.9,2856.98,NA,NA,0.05,5.73,2.1,10.36,3.11,2.96,0.68,0.06,0,2006-10-30,2.8,2006-10-31,2006-10-29,NA,NA,NA,NA,NA,NA,2006-10-30,"TotalBiovolume",49288.15794,2006-10-31,2006-10-29,"Pinnularia",0,0
2006-10-30,8.18,9.31,83.82,101.38,0.12,3.12,0.62,7.37,7.86,655.02,8.46,8.57,3.03,2.97,2.57,NA,36,222.19,246.75,6,8.9,2856.98,NA,NA,0.05,5.73,2.1,10.36,3.11,2.96,0.68,0.06,0,2006-10-30,2.8,2006-10-31,2006-10-29,NA,NA,NA,NA,NA,NA,2006-10-30,"TotalBiovolume",49288.15794,2006-10-31,2006-10-29,"Limnothrix",299.066863,0.006067722
2006-10-30,8.18,9.31,83.82,101.38,0.12,3.12,0.62,7.37,7.86,655.02,8.46,8.57,3.03,2.97,2.57,NA,36,222.19,246.75,6,8.9,2856.98,NA,NA,0.05,5.73,2.1,10.36,3.11,2.96,0.68,0.06,0,2006-10-30,2.8,2006-10-31,2006-10-29,NA,NA,NA,NA,NA,NA,2006-10-30,"TotalBiovolume",49288.15794,2006-10-31,2006-10-29,"Microcystis",22.0952041,0.000448286
2006-10-30,8.18,9.31,83.82,101.38,0.12,3.12,0.62,7.37,7.86,655.02,8.46,8.57,3.03,2.97,2.57,NA,36,222.19,246.75,6,8.9,2856.98,NA,NA,0.05,5.73,2.1,10.36,3.11,2.96,0.68,0.06,0,2006-10-30,2.8,2006-10-31,2006-10-29,NA,NA,NA,NA,NA,NA,2006-10-30,"TotalBiovolume",49288.15794,2006-10-31,2006-10-29,"Planktolyngabia",8168.1409,0.165722178
2006-10-30,8.18,9.31,83.82,101.38,0.12,3.12,0.62,7.37,7.86,655.02,8.46,8.57,3.03,2.97,2.57,NA,36,222.19,246.75,6,8.9,2856.98,NA,NA,0.05,5.73,2.1,10.36,3.11,2.96,0.68,0.06,0,2006-10-30,2.8,2006-10-31,2006-10-29,NA,NA,NA,NA,NA,NA,2006-10-30,"TotalBiovolume",49288.15794,2006-10-31,2006-10-29,"Cryptomonad",4685.6496,0.095066438
2006-10-30,8.18,9.31,83.82,101.38,0.12,3.12,0.62,7.37,7.86,655.02,8.46,8.57,3.03,2.97,2.57,NA,36,222.19,246.75,6,8.9,2856.98,NA,NA,0.05,5.73,2.1,10.36,3.11,2.96,0.68,0.06,0,2006-10-30,2.8,2006-10-31,2006-10-29,NA,NA,NA,NA,NA,NA,2006-10-30,"TotalBiovolume",49288.15794,2006-10-31,2006-10-29,"Naked Dinoflagellate",7003.540037,0.142093767
2006-10-30,8.18,9.31,83.82,101.38,0.12,3.12,0.62,7.37,7.86,655.02,8.46,8.57,3.03,2.97,2.57,NA,36,222.19,246.75,6,8.9,2856.98,NA,NA,0.05,5.73,2.1,10.36,3.11,2.96,0.68,0.06,0,2006-10-30,2.8,2006-10-31,2006-10-29,NA,NA,NA,NA,NA,NA,2006-10-30,"TotalBiovolume",49288.15794,2006-10-31,2006-10-29,"Armored Dinoflagellate",3499.452679,0.070999867
2006-10-30,8.18,9.31,83.82,101.38,0.12,3.12,0.62,7.37,7.86,655.02,8.46,8.57,3.03,2.97,2.57,NA,36,222.19,246.75,6,8.9,2856.98,NA,NA,0.05,5.73,2.1,10.36,3.11,2.96,0.68,0.06,0,2006-10-30,2.8,2006-10-31,2006-10-29,NA,NA,NA,NA,NA,NA,2006-10-30,"TotalBiovolume",49288.15794,2006-10-31,2006-10-29,"Dinobryon",12409.044,0.251765221
2006-10-30,8.18,9.31,83.82,101.38,0.12,3.12,0.62,7.37,7.86,655.02,8.46,8.57,3.03,2.97,2.57,NA,36,222.19,246.75,6,8.9,2856.98,NA,NA,0.05,5.73,2.1,10.36,3.11,2.96,0.68,0.06,0,2006-10-30,2.8,2006-10-31,2006-10-29,NA,NA,NA,NA,NA,NA,2006-10-30,"TotalBiovolume",49288.15794,2006-10-31,2006-10-29,"Fragilaria",2800.395,0.056816792
