"sampledate","taxa_name","genus","division","biovolume_conc"
2014-08-11,"Asterionella formosa","Asterionella","Cyanophyta",0
2014-08-11,"Asterionella formosa","Asterionella","Euglenophyta",0
2014-08-11,"Asterionella formosa","Asterionella","Miscellaneous",0
2014-08-11,"Asterionella formosa","Asterionella","NA",0
2014-08-11,"Asterionella formosa","Asterionella","Total",0
2014-08-11,"Asterionella formosa","Asterionella","Bacillariophyta",18052.2011
2014-08-11,"Asterionella formosa","Asterionella","Chrysophyta",0
2014-08-11,"Asterionella formosa","Asterionella","Pyrrhophyta",0
2014-08-11,"Asterionella formosa","Asterionella","Haptophyta",0
2014-08-11,"Chlamydomonas ","Chlamydomonas","Chlorophyta",328887.0455
2014-08-11,"Chlamydomonas ","Chlamydomonas","Cryptophyta",0
2014-08-11,"Chlamydomonas ","Chlamydomonas","Cyanophyta",0
2014-08-11,"Chlamydomonas ","Chlamydomonas","Euglenophyta",0
2014-08-11,"Chlamydomonas ","Chlamydomonas","Miscellaneous",0
2014-08-11,"Chlamydomonas ","Chlamydomonas","NA",0
2014-08-11,"Chlamydomonas ","Chlamydomonas","Total",0
2014-08-11,"Chlamydomonas ","Chlamydomonas","Bacillariophyta",0
2014-08-11,"Chlamydomonas ","Chlamydomonas","Chrysophyta",0
2014-08-11,"Chlamydomonas ","Chlamydomonas","Pyrrhophyta",0
2014-08-11,"Chlamydomonas ","Chlamydomonas","Haptophyta",0
2014-08-11,"Chlorococcaceae","NA","Chlorophyta",2483.3118
2014-08-11,"Chlorococcaceae","NA","Cryptophyta",0
2014-08-11,"Chlorococcaceae","NA","Cyanophyta",0
2014-08-11,"Chlorococcaceae","NA","Euglenophyta",0
2014-08-11,"Chlorococcaceae","NA","Miscellaneous",0
2014-08-11,"Chlorococcaceae","NA","NA",0
2014-08-11,"Chlorococcaceae","NA","Total",0
2014-08-11,"Chlorococcaceae","NA","Bacillariophyta",0
2014-08-11,"Chlorococcaceae","NA","Chrysophyta",0
2014-08-11,"Chlorococcaceae","NA","Pyrrhophyta",0
2014-08-11,"Chlorococcaceae","NA","Haptophyta",0
2014-08-11,"Monomastix minuta","Monomastix","Chlorophyta",498.8805
2014-08-11,"Monomastix minuta","Monomastix","Cryptophyta",0
2014-08-11,"Monomastix minuta","Monomastix","Cyanophyta",0
2014-08-11,"Monomastix minuta","Monomastix","Euglenophyta",0
2014-08-11,"Monomastix minuta","Monomastix","Miscellaneous",0
2014-08-11,"Monomastix minuta","Monomastix","NA",0
2014-08-11,"Monomastix minuta","Monomastix","Total",0
2014-08-11,"Monomastix minuta","Monomastix","Bacillariophyta",0
2014-08-11,"Monomastix minuta","Monomastix","Chrysophyta",0
2014-08-11,"Monomastix minuta","Monomastix","Pyrrhophyta",0
2014-08-11,"Monomastix minuta","Monomastix","Haptophyta",0
2014-08-11,"Oocystis parva","Oocystis","Chlorophyta",159579.2764
2014-08-11,"Oocystis parva","Oocystis","Cryptophyta",0
2014-08-11,"Oocystis parva","Oocystis","Cyanophyta",0
2014-08-11,"Oocystis parva","Oocystis","Euglenophyta",0
2014-08-11,"Oocystis parva","Oocystis","Miscellaneous",0
2014-08-11,"Oocystis parva","Oocystis","NA",0
2014-08-11,"Oocystis parva","Oocystis","Total",0
2014-08-11,"Oocystis parva","Oocystis","Bacillariophyta",0
2014-08-11,"Oocystis parva","Oocystis","Chrysophyta",0
2014-08-11,"Oocystis parva","Oocystis","Pyrrhophyta",0
2014-08-11,"Oocystis parva","Oocystis","Haptophyta",0
2014-08-11,"Quadrigula lacustris","Quadrigula","Chlorophyta",1596.4132
2014-08-11,"Quadrigula lacustris","Quadrigula","Cryptophyta",0
2014-08-11,"Quadrigula lacustris","Quadrigula","Cyanophyta",0
2014-08-11,"Quadrigula lacustris","Quadrigula","Euglenophyta",0
2014-08-11,"Quadrigula lacustris","Quadrigula","Miscellaneous",0
2014-08-11,"Quadrigula lacustris","Quadrigula","NA",0
2014-08-11,"Quadrigula lacustris","Quadrigula","Total",0
2014-08-11,"Quadrigula lacustris","Quadrigula","Bacillariophyta",0
2014-08-11,"Quadrigula lacustris","Quadrigula","Chrysophyta",0
2014-08-11,"Quadrigula lacustris","Quadrigula","Pyrrhophyta",0
2014-08-11,"Quadrigula lacustris","Quadrigula","Haptophyta",0
2014-08-11,"Schroederia judayi","Schroederia","Chlorophyta",319.2818
2014-08-11,"Schroederia judayi","Schroederia","Cryptophyta",0
2014-08-11,"Schroederia judayi","Schroederia","Cyanophyta",0
2014-08-11,"Schroederia judayi","Schroederia","Euglenophyta",0
2014-08-11,"Schroederia judayi","Schroederia","Miscellaneous",0
2014-08-11,"Schroederia judayi","Schroederia","NA",0
2014-08-11,"Schroederia judayi","Schroederia","Total",0
2014-08-11,"Schroederia judayi","Schroederia","Bacillariophyta",0
2014-08-11,"Schroederia judayi","Schroederia","Chrysophyta",0
2014-08-11,"Schroederia judayi","Schroederia","Pyrrhophyta",0
2014-08-11,"Schroederia judayi","Schroederia","Haptophyta",0
2014-08-11,"Chrysophyceae","NA","Chlorophyta",0
2014-08-11,"Chrysophyceae","NA","Cryptophyta",0
2014-08-11,"Chrysophyceae","NA","Cyanophyta",0
2014-08-11,"Chrysophyceae","NA","Euglenophyta",0
2014-08-11,"Chrysophyceae","NA","Miscellaneous",0
2014-08-11,"Chrysophyceae","NA","NA",0
2014-08-11,"Chrysophyceae","NA","Total",0
2014-08-11,"Chrysophyceae","NA","Bacillariophyta",0
2014-08-11,"Chrysophyceae","NA","Chrysophyta",39572.3698
2014-08-11,"Chrysophyceae","NA","Pyrrhophyta",0
2014-08-11,"Chrysophyceae","NA","Haptophyta",0
2014-08-11,"Dinobryon sociale","Dinobryon","Chlorophyta",0
2014-08-11,"Dinobryon sociale","Dinobryon","Cryptophyta",0
2014-08-11,"Dinobryon sociale","Dinobryon","Cyanophyta",0
2014-08-11,"Dinobryon sociale","Dinobryon","Euglenophyta",0
2014-08-11,"Dinobryon sociale","Dinobryon","Miscellaneous",0
2014-08-11,"Dinobryon sociale","Dinobryon","NA",0
2014-08-11,"Dinobryon sociale","Dinobryon","Total",0
2014-08-11,"Dinobryon sociale","Dinobryon","Bacillariophyta",0
2014-08-11,"Dinobryon sociale","Dinobryon","Chrysophyta",43236.2044
2014-08-11,"Dinobryon sociale","Dinobryon","Pyrrhophyta",0
2014-08-11,"Dinobryon sociale","Dinobryon","Haptophyta",0
2014-08-11,"Gonyostomum semen","Gonyostomum","Chlorophyta",0
2014-08-11,"Gonyostomum semen","Gonyostomum","Cryptophyta",0
2014-08-11,"Gonyostomum semen","Gonyostomum","Cyanophyta",0
2014-08-11,"Gonyostomum semen","Gonyostomum","Euglenophyta",0
2014-08-11,"Gonyostomum semen","Gonyostomum","Miscellaneous",0
2014-08-11,"Gonyostomum semen","Gonyostomum","NA",0
2014-08-11,"Gonyostomum semen","Gonyostomum","Total",0
2014-08-11,"Gonyostomum semen","Gonyostomum","Bacillariophyta",0
2014-08-11,"Gonyostomum semen","Gonyostomum","Chrysophyta",28380.6891
2014-08-11,"Gonyostomum semen","Gonyostomum","Pyrrhophyta",0
2014-08-11,"Gonyostomum semen","Gonyostomum","Haptophyta",0
2014-08-11,"Cryptomonas erosa","Cryptomonas","Chlorophyta",0
2014-08-11,"Cryptomonas erosa","Cryptomonas","Cryptophyta",57470.895
2014-08-11,"Cryptomonas erosa","Cryptomonas","Cyanophyta",0
2014-08-11,"Cryptomonas erosa","Cryptomonas","Euglenophyta",0
2014-08-11,"Cryptomonas erosa","Cryptomonas","Miscellaneous",0
2014-08-11,"Cryptomonas erosa","Cryptomonas","NA",0
2014-08-11,"Cryptomonas erosa","Cryptomonas","Total",0
2014-08-11,"Cryptomonas erosa","Cryptomonas","Bacillariophyta",0
2014-08-11,"Cryptomonas erosa","Cryptomonas","Chrysophyta",0
2014-08-11,"Cryptomonas erosa","Cryptomonas","Pyrrhophyta",0
2014-08-11,"Cryptomonas erosa","Cryptomonas","Haptophyta",0
2014-08-11,"Synechococcus ","Synechococcus","Chlorophyta",0
2014-08-11,"Synechococcus ","Synechococcus","Cryptophyta",0
2014-08-11,"Synechococcus ","Synechococcus","Cyanophyta",598.6565
2014-08-11,"Synechococcus ","Synechococcus","Euglenophyta",0
2014-08-11,"Synechococcus ","Synechococcus","Miscellaneous",0
2014-08-11,"Synechococcus ","Synechococcus","NA",0
2014-08-11,"Synechococcus ","Synechococcus","Total",0
2014-08-11,"Synechococcus ","Synechococcus","Bacillariophyta",0
2014-08-11,"Synechococcus ","Synechococcus","Chrysophyta",0
2014-08-11,"Synechococcus ","Synechococcus","Pyrrhophyta",0
2014-08-11,"Synechococcus ","Synechococcus","Haptophyta",0
2014-08-11,"Synechococcus elongatus","Synechococcus","Chlorophyta",0
2014-08-11,"Synechococcus elongatus","Synechococcus","Cryptophyta",0
2014-08-11,"Synechococcus elongatus","Synechococcus","Cyanophyta",1995.5218
2014-08-11,"Synechococcus elongatus","Synechococcus","Euglenophyta",0
2014-08-11,"Synechococcus elongatus","Synechococcus","Miscellaneous",0
2014-08-11,"Synechococcus elongatus","Synechococcus","NA",0
2014-08-11,"Synechococcus elongatus","Synechococcus","Total",0
2014-08-11,"Synechococcus elongatus","Synechococcus","Bacillariophyta",0
2014-08-11,"Synechococcus elongatus","Synechococcus","Chrysophyta",0
2014-08-11,"Synechococcus elongatus","Synechococcus","Pyrrhophyta",0
2014-08-11,"Synechococcus elongatus","Synechococcus","Haptophyta",0
2014-08-11,"Synechocystis ","Synechocystis","Chlorophyta",0
2014-08-11,"Synechocystis ","Synechocystis","Cryptophyta",0
2014-08-11,"Synechocystis ","Synechocystis","Cyanophyta",149.6599
2014-08-11,"Synechocystis ","Synechocystis","Euglenophyta",0
2014-08-11,"Synechocystis ","Synechocystis","Miscellaneous",0
2014-08-11,"Synechocystis ","Synechocystis","NA",0
2014-08-11,"Synechocystis ","Synechocystis","Total",0
2014-08-11,"Synechocystis ","Synechocystis","Bacillariophyta",0
2014-08-11,"Synechocystis ","Synechocystis","Chrysophyta",0
2014-08-11,"Synechocystis ","Synechocystis","Pyrrhophyta",0
2014-08-11,"Synechocystis ","Synechocystis","Haptophyta",0
2014-08-11,"Euglena ","Euglena","Chlorophyta",0
2014-08-11,"Euglena ","Euglena","Cryptophyta",0
2014-08-11,"Euglena ","Euglena","Cyanophyta",0
2014-08-11,"Euglena ","Euglena","Euglenophyta",13835.5862
2014-08-11,"Euglena ","Euglena","Miscellaneous",0
2014-08-11,"Euglena ","Euglena","NA",0
2014-08-11,"Euglena ","Euglena","Total",0
2014-08-11,"Euglena ","Euglena","Bacillariophyta",0
2014-08-11,"Euglena ","Euglena","Chrysophyta",0
2014-08-11,"Euglena ","Euglena","Pyrrhophyta",0
2014-08-11,"Euglena ","Euglena","Haptophyta",0
2014-08-11,"Miscellaneous","Miscellaneous","Chlorophyta",0
2014-08-11,"Miscellaneous","Miscellaneous","Cryptophyta",0
2014-08-11,"Miscellaneous","Miscellaneous","Cyanophyta",0
2014-08-11,"Miscellaneous","Miscellaneous","Euglenophyta",0
2014-08-11,"Miscellaneous","Miscellaneous","Miscellaneous",399103.4108
2014-08-11,"Miscellaneous","Miscellaneous","NA",0
2014-08-11,"Miscellaneous","Miscellaneous","Total",0
2014-08-11,"Miscellaneous","Miscellaneous","Bacillariophyta",0
2014-08-11,"Miscellaneous","Miscellaneous","Chrysophyta",0
2014-08-11,"Miscellaneous","Miscellaneous","Pyrrhophyta",0
2014-08-11,"Miscellaneous","Miscellaneous","Haptophyta",0
2014-08-11,"Rhodospirillum rubrum","Rhodospirillum","Chlorophyta",0
2014-08-11,"Rhodospirillum rubrum","Rhodospirillum","Cryptophyta",0
2014-08-11,"Rhodospirillum rubrum","Rhodospirillum","Cyanophyta",0
2014-08-11,"Rhodospirillum rubrum","Rhodospirillum","Euglenophyta",0
2014-08-11,"Rhodospirillum rubrum","Rhodospirillum","Miscellaneous",0
2014-08-11,"Rhodospirillum rubrum","Rhodospirillum","NA",3783.1768
2014-08-11,"Rhodospirillum rubrum","Rhodospirillum","Total",0
2014-08-11,"Rhodospirillum rubrum","Rhodospirillum","Bacillariophyta",0
2014-08-11,"Rhodospirillum rubrum","Rhodospirillum","Chrysophyta",0
2014-08-11,"Rhodospirillum rubrum","Rhodospirillum","Pyrrhophyta",0
2014-08-11,"Rhodospirillum rubrum","Rhodospirillum","Haptophyta",0
2014-08-11,"Total","Total","Chlorophyta",0
2014-08-11,"Total","Total","Cryptophyta",0
2014-08-11,"Total","Total","Cyanophyta",0
2014-08-11,"Total","Total","Euglenophyta",0
2014-08-11,"Total","Total","Miscellaneous",0
2014-08-11,"Total","Total","NA",0
2014-08-11,"Total","Total","Total",1099542.581
2014-08-11,"Total","Total","Bacillariophyta",0
2014-08-11,"Total","Total","Chrysophyta",0
2014-08-11,"Total","Total","Pyrrhophyta",0
2014-08-11,"Total","Total","Haptophyta",0
2014-11-07,"Asterionella formosa","Asterionella","Chlorophyta",0
2014-11-07,"Asterionella formosa","Asterionella","Cryptophyta",0
2014-11-07,"Asterionella formosa","Asterionella","Cyanophyta",0
2014-11-07,"Asterionella formosa","Asterionella","Euglenophyta",0
2014-11-07,"Asterionella formosa","Asterionella","Miscellaneous",0
2014-11-07,"Asterionella formosa","Asterionella","NA",0
2014-11-07,"Asterionella formosa","Asterionella","Total",0
2014-11-07,"Asterionella formosa","Asterionella","Bacillariophyta",1791.7817
2014-11-07,"Asterionella formosa","Asterionella","Chrysophyta",0
2014-11-07,"Asterionella formosa","Asterionella","Pyrrhophyta",0
2014-11-07,"Asterionella formosa","Asterionella","Haptophyta",0
2014-11-07,"Chlamydomonas ","Chlamydomonas","Chlorophyta",801373.7052
2014-11-07,"Chlamydomonas ","Chlamydomonas","Cryptophyta",0
2014-11-07,"Chlamydomonas ","Chlamydomonas","Cyanophyta",0
2014-11-07,"Chlamydomonas ","Chlamydomonas","Euglenophyta",0
2014-11-07,"Chlamydomonas ","Chlamydomonas","Miscellaneous",0
2014-11-07,"Chlamydomonas ","Chlamydomonas","NA",0
2014-11-07,"Chlamydomonas ","Chlamydomonas","Total",0
2014-11-07,"Chlamydomonas ","Chlamydomonas","Bacillariophyta",0
2014-11-07,"Chlamydomonas ","Chlamydomonas","Chrysophyta",0
2014-11-07,"Chlamydomonas ","Chlamydomonas","Pyrrhophyta",0
2014-11-07,"Chlamydomonas ","Chlamydomonas","Haptophyta",0
2014-11-07,"Chlorococcaceae","NA","Chlorophyta",239.4626
2014-11-07,"Chlorococcaceae","NA","Cryptophyta",0
2014-11-07,"Chlorococcaceae","NA","Cyanophyta",0
2014-11-07,"Chlorococcaceae","NA","Euglenophyta",0
2014-11-07,"Chlorococcaceae","NA","Miscellaneous",0
2014-11-07,"Chlorococcaceae","NA","NA",0
2014-11-07,"Chlorococcaceae","NA","Total",0
2014-11-07,"Chlorococcaceae","NA","Bacillariophyta",0
2014-11-07,"Chlorococcaceae","NA","Chrysophyta",0
2014-11-07,"Chlorococcaceae","NA","Pyrrhophyta",0
2014-11-07,"Chlorococcaceae","NA","Haptophyta",0
2014-11-07,"Monomastix minuta","Monomastix","Chlorophyta",239.4626
2014-11-07,"Monomastix minuta","Monomastix","Cryptophyta",0
2014-11-07,"Monomastix minuta","Monomastix","Cyanophyta",0
2014-11-07,"Monomastix minuta","Monomastix","Euglenophyta",0
2014-11-07,"Monomastix minuta","Monomastix","Miscellaneous",0
2014-11-07,"Monomastix minuta","Monomastix","NA",0
2014-11-07,"Monomastix minuta","Monomastix","Total",0
2014-11-07,"Monomastix minuta","Monomastix","Bacillariophyta",0
2014-11-07,"Monomastix minuta","Monomastix","Chrysophyta",0
2014-11-07,"Monomastix minuta","Monomastix","Pyrrhophyta",0
2014-11-07,"Monomastix minuta","Monomastix","Haptophyta",0
2014-11-07,"Monoraphidium griffithii","Monoraphidium","Chlorophyta",638.567
2014-11-07,"Monoraphidium griffithii","Monoraphidium","Cryptophyta",0
2014-11-07,"Monoraphidium griffithii","Monoraphidium","Cyanophyta",0
2014-11-07,"Monoraphidium griffithii","Monoraphidium","Euglenophyta",0
2014-11-07,"Monoraphidium griffithii","Monoraphidium","Miscellaneous",0
2014-11-07,"Monoraphidium griffithii","Monoraphidium","NA",0
2014-11-07,"Monoraphidium griffithii","Monoraphidium","Total",0
2014-11-07,"Monoraphidium griffithii","Monoraphidium","Bacillariophyta",0
2014-11-07,"Monoraphidium griffithii","Monoraphidium","Chrysophyta",0
2014-11-07,"Monoraphidium griffithii","Monoraphidium","Pyrrhophyta",0
2014-11-07,"Monoraphidium griffithii","Monoraphidium","Haptophyta",0
2014-11-07,"Oocystis parva","Oocystis","Chlorophyta",94011.0299
2014-11-07,"Oocystis parva","Oocystis","Cryptophyta",0
2014-11-07,"Oocystis parva","Oocystis","Cyanophyta",0
2014-11-07,"Oocystis parva","Oocystis","Euglenophyta",0
2014-11-07,"Oocystis parva","Oocystis","Miscellaneous",0
2014-11-07,"Oocystis parva","Oocystis","NA",0
2014-11-07,"Oocystis parva","Oocystis","Total",0
2014-11-07,"Oocystis parva","Oocystis","Bacillariophyta",0
2014-11-07,"Oocystis parva","Oocystis","Chrysophyta",0
2014-11-07,"Oocystis parva","Oocystis","Pyrrhophyta",0
2014-11-07,"Oocystis parva","Oocystis","Haptophyta",0
2014-11-07,"Chrysophyceae","NA","Chlorophyta",0
2014-11-07,"Chrysophyceae","NA","Cryptophyta",0
2014-11-07,"Chrysophyceae","NA","Cyanophyta",0
2014-11-07,"Chrysophyceae","NA","Euglenophyta",0
2014-11-07,"Chrysophyceae","NA","Miscellaneous",0
2014-11-07,"Chrysophyceae","NA","NA",0
2014-11-07,"Chrysophyceae","NA","Total",0
2014-11-07,"Chrysophyceae","NA","Bacillariophyta",0
2014-11-07,"Chrysophyceae","NA","Chrysophyta",71955.7117
2014-11-07,"Chrysophyceae","NA","Pyrrhophyta",0
2014-11-07,"Chrysophyceae","NA","Haptophyta",0
2014-11-07,"Cryptomonas erosa","Cryptomonas","Chlorophyta",0
2014-11-07,"Cryptomonas erosa","Cryptomonas","Cryptophyta",16652.773
2014-11-07,"Cryptomonas erosa","Cryptomonas","Cyanophyta",0
2014-11-07,"Cryptomonas erosa","Cryptomonas","Euglenophyta",0
2014-11-07,"Cryptomonas erosa","Cryptomonas","Miscellaneous",0
2014-11-07,"Cryptomonas erosa","Cryptomonas","NA",0
2014-11-07,"Cryptomonas erosa","Cryptomonas","Total",0
2014-11-07,"Cryptomonas erosa","Cryptomonas","Bacillariophyta",0
2014-11-07,"Cryptomonas erosa","Cryptomonas","Chrysophyta",0
2014-11-07,"Cryptomonas erosa","Cryptomonas","Pyrrhophyta",0
2014-11-07,"Cryptomonas erosa","Cryptomonas","Haptophyta",0
2014-11-07,"Aphanothece ","Aphanothece","Chlorophyta",0
2014-11-07,"Aphanothece ","Aphanothece","Cryptophyta",0
2014-11-07,"Aphanothece ","Aphanothece","Cyanophyta",258619.0179
2014-11-07,"Aphanothece ","Aphanothece","Euglenophyta",0
2014-11-07,"Aphanothece ","Aphanothece","Miscellaneous",0
2014-11-07,"Aphanothece ","Aphanothece","NA",0
2014-11-07,"Aphanothece ","Aphanothece","Total",0
2014-11-07,"Aphanothece ","Aphanothece","Bacillariophyta",0
2014-11-07,"Aphanothece ","Aphanothece","Chrysophyta",0
2014-11-07,"Aphanothece ","Aphanothece","Pyrrhophyta",0
2014-11-07,"Aphanothece ","Aphanothece","Haptophyta",0
2014-11-07,"Miscellaneous","Miscellaneous","Chlorophyta",0
2014-11-07,"Miscellaneous","Miscellaneous","Cryptophyta",0
2014-11-07,"Miscellaneous","Miscellaneous","Cyanophyta",0
2014-11-07,"Miscellaneous","Miscellaneous","Euglenophyta",0
2014-11-07,"Miscellaneous","Miscellaneous","Miscellaneous",87270.6176
2014-11-07,"Miscellaneous","Miscellaneous","NA",0
2014-11-07,"Miscellaneous","Miscellaneous","Total",0
2014-11-07,"Miscellaneous","Miscellaneous","Bacillariophyta",0
2014-11-07,"Miscellaneous","Miscellaneous","Chrysophyta",0
2014-11-07,"Miscellaneous","Miscellaneous","Pyrrhophyta",0
2014-11-07,"Miscellaneous","Miscellaneous","Haptophyta",0
2014-11-07,"Rhodospirillum rubrum","Rhodospirillum","Chlorophyta",0
2014-11-07,"Rhodospirillum rubrum","Rhodospirillum","Cryptophyta",0
2014-11-07,"Rhodospirillum rubrum","Rhodospirillum","Cyanophyta",0
2014-11-07,"Rhodospirillum rubrum","Rhodospirillum","Euglenophyta",0
2014-11-07,"Rhodospirillum rubrum","Rhodospirillum","Miscellaneous",0
2014-11-07,"Rhodospirillum rubrum","Rhodospirillum","NA",3092.9013
2014-11-07,"Rhodospirillum rubrum","Rhodospirillum","Total",0
2014-11-07,"Rhodospirillum rubrum","Rhodospirillum","Bacillariophyta",0
2014-11-07,"Rhodospirillum rubrum","Rhodospirillum","Chrysophyta",0
2014-11-07,"Rhodospirillum rubrum","Rhodospirillum","Pyrrhophyta",0
2014-11-07,"Rhodospirillum rubrum","Rhodospirillum","Haptophyta",0
2014-11-07,"Peridinium ","Peridinium","Chlorophyta",0
2014-11-07,"Peridinium ","Peridinium","Cryptophyta",0
2014-11-07,"Peridinium ","Peridinium","Cyanophyta",0
2014-11-07,"Peridinium ","Peridinium","Euglenophyta",0
2014-11-07,"Peridinium ","Peridinium","Miscellaneous",0
2014-11-07,"Peridinium ","Peridinium","NA",0
2014-11-07,"Peridinium ","Peridinium","Total",0
2014-11-07,"Peridinium ","Peridinium","Bacillariophyta",0
2014-11-07,"Peridinium ","Peridinium","Chrysophyta",0
2014-11-07,"Peridinium ","Peridinium","Pyrrhophyta",10416.5492
2014-11-07,"Peridinium ","Peridinium","Haptophyta",0
2014-11-07,"Total","Total","Chlorophyta",0
2014-11-07,"Total","Total","Cryptophyta",0
2014-11-07,"Total","Total","Cyanophyta",0
2014-11-07,"Total","Total","Euglenophyta",0
2014-11-07,"Total","Total","Miscellaneous",0
2014-11-07,"Total","Total","NA",0
2014-11-07,"Total","Total","Total",1346301.58
2014-11-07,"Total","Total","Bacillariophyta",0
2014-11-07,"Total","Total","Chrysophyta",0
2014-11-07,"Total","Total","Pyrrhophyta",0
2014-11-07,"Total","Total","Haptophyta",0
2015-03-06,"Chlamydomonas ","Chlamydomonas","Chlorophyta",178764.1327
2015-03-06,"Chlamydomonas ","Chlamydomonas","Cryptophyta",0
2015-03-06,"Chlamydomonas ","Chlamydomonas","Cyanophyta",0
2015-03-06,"Chlamydomonas ","Chlamydomonas","Euglenophyta",0
2015-03-06,"Chlamydomonas ","Chlamydomonas","Miscellaneous",0
2015-03-06,"Chlamydomonas ","Chlamydomonas","NA",0
2015-03-06,"Chlamydomonas ","Chlamydomonas","Total",0
2015-03-06,"Chlamydomonas ","Chlamydomonas","Bacillariophyta",0
2015-03-06,"Chlamydomonas ","Chlamydomonas","Chrysophyta",0
2015-03-06,"Chlamydomonas ","Chlamydomonas","Pyrrhophyta",0
2015-03-06,"Chlamydomonas ","Chlamydomonas","Haptophyta",0
2015-03-06,"Chlorococcaceae","NA","Chlorophyta",1064.2755
2015-03-06,"Chlorococcaceae","NA","Cryptophyta",0
2015-03-06,"Chlorococcaceae","NA","Cyanophyta",0
2015-03-06,"Chlorococcaceae","NA","Euglenophyta",0
2015-03-06,"Chlorococcaceae","NA","Miscellaneous",0
2015-03-06,"Chlorococcaceae","NA","NA",0
2015-03-06,"Chlorococcaceae","NA","Total",0
2015-03-06,"Chlorococcaceae","NA","Bacillariophyta",0
2015-03-06,"Chlorococcaceae","NA","Chrysophyta",0
2015-03-06,"Chlorococcaceae","NA","Pyrrhophyta",0
2015-03-06,"Chlorococcaceae","NA","Haptophyta",0
2015-03-06,"Monomastix minuta","Monomastix","Chlorophyta",1535.645
2015-03-06,"Monomastix minuta","Monomastix","Cryptophyta",0
2015-03-06,"Monomastix minuta","Monomastix","Cyanophyta",0
2015-03-06,"Monomastix minuta","Monomastix","Euglenophyta",0
2015-03-06,"Monomastix minuta","Monomastix","Miscellaneous",0
2015-03-06,"Monomastix minuta","Monomastix","NA",0
2015-03-06,"Monomastix minuta","Monomastix","Total",0
2015-03-06,"Monomastix minuta","Monomastix","Bacillariophyta",0
2015-03-06,"Monomastix minuta","Monomastix","Chrysophyta",0
2015-03-06,"Monomastix minuta","Monomastix","Pyrrhophyta",0
2015-03-06,"Monomastix minuta","Monomastix","Haptophyta",0
2015-03-06,"Oocystis parva","Oocystis","Chlorophyta",1231.8008
2015-03-06,"Oocystis parva","Oocystis","Cryptophyta",0
2015-03-06,"Oocystis parva","Oocystis","Cyanophyta",0
2015-03-06,"Oocystis parva","Oocystis","Euglenophyta",0
2015-03-06,"Oocystis parva","Oocystis","Miscellaneous",0
2015-03-06,"Oocystis parva","Oocystis","NA",0
2015-03-06,"Oocystis parva","Oocystis","Total",0
2015-03-06,"Oocystis parva","Oocystis","Bacillariophyta",0
2015-03-06,"Oocystis parva","Oocystis","Chrysophyta",0
2015-03-06,"Oocystis parva","Oocystis","Pyrrhophyta",0
2015-03-06,"Oocystis parva","Oocystis","Haptophyta",0
2015-03-06,"Chrysophyceae","NA","Chlorophyta",0
2015-03-06,"Chrysophyceae","NA","Cryptophyta",0
2015-03-06,"Chrysophyceae","NA","Cyanophyta",0
2015-03-06,"Chrysophyceae","NA","Euglenophyta",0
2015-03-06,"Chrysophyceae","NA","Miscellaneous",0
2015-03-06,"Chrysophyceae","NA","NA",0
2015-03-06,"Chrysophyceae","NA","Total",0
2015-03-06,"Chrysophyceae","NA","Bacillariophyta",0
2015-03-06,"Chrysophyceae","NA","Chrysophyta",679.7072
2015-03-06,"Chrysophyceae","NA","Pyrrhophyta",0
2015-03-06,"Chrysophyceae","NA","Haptophyta",0
2015-03-06,"Cryptomonas erosa","Cryptomonas","Chlorophyta",0
2015-03-06,"Cryptomonas erosa","Cryptomonas","Cryptophyta",2741.1971
2015-03-06,"Cryptomonas erosa","Cryptomonas","Cyanophyta",0
2015-03-06,"Cryptomonas erosa","Cryptomonas","Euglenophyta",0
2015-03-06,"Cryptomonas erosa","Cryptomonas","Miscellaneous",0
2015-03-06,"Cryptomonas erosa","Cryptomonas","NA",0
2015-03-06,"Cryptomonas erosa","Cryptomonas","Total",0
2015-03-06,"Cryptomonas erosa","Cryptomonas","Bacillariophyta",0
2015-03-06,"Cryptomonas erosa","Cryptomonas","Chrysophyta",0
2015-03-06,"Cryptomonas erosa","Cryptomonas","Pyrrhophyta",0
2015-03-06,"Cryptomonas erosa","Cryptomonas","Haptophyta",0
2015-03-06,"Rhodomonas minuta","Rhodomonas","Chlorophyta",0
2015-03-06,"Rhodomonas minuta","Rhodomonas","Cryptophyta",3061.0253
2015-03-06,"Rhodomonas minuta","Rhodomonas","Cyanophyta",0
2015-03-06,"Rhodomonas minuta","Rhodomonas","Euglenophyta",0
2015-03-06,"Rhodomonas minuta","Rhodomonas","Miscellaneous",0
2015-03-06,"Rhodomonas minuta","Rhodomonas","NA",0
2015-03-06,"Rhodomonas minuta","Rhodomonas","Total",0
2015-03-06,"Rhodomonas minuta","Rhodomonas","Bacillariophyta",0
2015-03-06,"Rhodomonas minuta","Rhodomonas","Chrysophyta",0
2015-03-06,"Rhodomonas minuta","Rhodomonas","Pyrrhophyta",0
2015-03-06,"Rhodomonas minuta","Rhodomonas","Haptophyta",0
2015-03-06,"Aphanothece ","Aphanothece","Chlorophyta",0
2015-03-06,"Aphanothece ","Aphanothece","Cryptophyta",0
2015-03-06,"Aphanothece ","Aphanothece","Cyanophyta",20895.202
2015-03-06,"Aphanothece ","Aphanothece","Euglenophyta",0
2015-03-06,"Aphanothece ","Aphanothece","Miscellaneous",0
2015-03-06,"Aphanothece ","Aphanothece","NA",0
