lakeid,sampledate,species_code,species_name,density,individuals_measured,avg_length
SP,9/1/10,60200,ASCOMORPHA,1.96,,
SP,9/1/10,60202,ASCOMORPHA OVALIS,1.12,,
SP,9/1/10,60300,ASPLANCHNA,15.96,,
SP,9/1/10,60600,COLLOTHECA,4.2,,
SP,9/1/10,60900,CONOCHILUS,21.56,,
SP,9/1/10,61402,FILINIA TERMINALIS,9.52,,
SP,9/1/10,61502,GASTROPUS STYLIFER,0.28,,
SP,9/1/10,61702,KELLICOTTIA LONGISPINA,3.08,,
SP,9/1/10,61801,KERATELLA COCHLEARIS,1.4,,
SP,9/1/10,61804,KERATELLA EARLINAE,13.44,,
SP,9/1/10,61806,KERATELLA QUADRATA,3.92,,
SP,9/1/10,62900,PLOESOMA,1.96,,
SP,9/1/10,62901,PLOESOMA HUDSONI,0.56,,
SP,9/1/10,63001,POLYARTHRA DOLICHOPTERA,3.36,,
SP,9/1/10,63004,POLYARTHRA REMATA,39.48,,
SP,9/1/10,63005,POLYARTHRA VULGARIS,1.12,,
SP,9/1/10,63400,SYNCHAETA,1.12,,
SP,9/28/10,10000,COPEPOD NAUPLII,7.28,,
SP,9/28/10,20000,CYCLOPOID,1.4,4,0.44
SP,9/28/10,20101,ACANTHOCYCLOPS VERNALIS,1.4,4,0.68
SP,9/28/10,20302,DIACYCLOPS THOMASI,1.68,5,0.74
SP,9/28/10,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1.68,5,0.46
SP,9/28/10,30000,CALANOID,2.52,9,0.52
SP,9/28/10,30201,EPISCHURA LACUSTRIS,0.28,1,0.62
SP,9/28/10,30402,LEPTODIAPTOMUS MINUTUS,0.56,2,0.74
SP,9/28/10,50700,BOSMINIDAE,8.4,20,0.31
SP,9/28/10,51100,DAPHNIA,1.4,5,0.44
SP,9/28/10,51103,DAPHNIA MENDOTAE,0.28,1,0.84
SP,9/28/10,51104,DAPHNIA LONGIREMIS,34.16,30,0.6
SP,9/28/10,51202,DIAPHANOSOMA BIRGEI,1.96,7,0.66
SP,9/28/10,60200,ASCOMORPHA,0.56,,
SP,9/28/10,60202,ASCOMORPHA OVALIS,0.84,,
SP,9/28/10,60300,ASPLANCHNA,21.56,,
SP,9/28/10,60800,CONOCHILOIDES,0.28,,
SP,9/28/10,60900,CONOCHILUS,24.92,,
SP,9/28/10,61402,FILINIA TERMINALIS,1.68,,
SP,9/28/10,61701,KELLICOTTIA BOSTONIENSIS,0.84,,
SP,9/28/10,61702,KELLICOTTIA LONGISPINA,3.64,,
SP,9/28/10,61801,KERATELLA COCHLEARIS,1.96,,
SP,9/28/10,61803,KERATELLA CRASSA,0.28,,
SP,9/28/10,61804,KERATELLA EARLINAE,7.84,,
SP,9/28/10,61806,KERATELLA QUADRATA,0.56,,
SP,9/28/10,61900,LECANE,0.28,,
SP,9/28/10,62900,PLOESOMA,0.28,,
SP,9/28/10,63001,POLYARTHRA DOLICHOPTERA,5.88,,
SP,9/28/10,63004,POLYARTHRA REMATA,22.96,,
SP,9/28/10,63005,POLYARTHRA VULGARIS,2.24,,
SP,9/28/10,63400,SYNCHAETA,1.4,,
SP,11/11/10,10000,COPEPOD NAUPLII,33.6,,
SP,11/11/10,20000,CYCLOPOID,2.24,8,0.37
SP,11/11/10,20302,DIACYCLOPS THOMASI,5.6,19,0.61
SP,11/11/10,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1.12,4,0.5
SP,11/11/10,30402,LEPTODIAPTOMUS MINUTUS,0.28,1,0.84
SP,11/11/10,50700,BOSMINIDAE,2.8,10,0.35
SP,11/11/10,51103,DAPHNIA MENDOTAE,0.28,1,0.99
SP,11/11/10,51104,DAPHNIA LONGIREMIS,37.24,60,0.63
SP,11/11/10,60300,ASPLANCHNA,3.08,,
SP,11/11/10,60900,CONOCHILUS,11.48,,
SP,11/11/10,61501,GASTROPUS HYPTOPUS,18.76,,
SP,11/11/10,61701,KELLICOTTIA BOSTONIENSIS,5.04,,
SP,11/11/10,61702,KELLICOTTIA LONGISPINA,11.2,,
SP,11/11/10,61801,KERATELLA COCHLEARIS,7.56,,
SP,11/11/10,61804,KERATELLA EARLINAE,11.76,,
SP,11/11/10,61805,KERATELLA HIEMALIS,0.28,,
SP,11/11/10,61806,KERATELLA QUADRATA,0.28,,
SP,11/11/10,61900,LECANE,1.4,,
SP,11/11/10,63001,POLYARTHRA DOLICHOPTERA,2.24,,
SP,11/11/10,63004,POLYARTHRA REMATA,4.76,,
SP,11/11/10,63005,POLYARTHRA VULGARIS,4.2,,
SP,11/11/10,63400,SYNCHAETA,10.64,,
SP,2/14/11,10000,COPEPOD NAUPLII,47.32,,
SP,2/14/11,20000,CYCLOPOID,3.36,8,0.39
SP,2/14/11,20302,DIACYCLOPS THOMASI,9.52,30,0.59
SP,2/14/11,20901,TROPOCYCLOPS PRASINUS MEXICANUS,0.28,1,0.49
SP,2/14/11,50700,BOSMINIDAE,0.56,2,0.39
SP,2/14/11,51104,DAPHNIA LONGIREMIS,14.56,20,0.75
SP,2/14/11,60300,ASPLANCHNA,3.08,,
SP,2/14/11,61701,KELLICOTTIA BOSTONIENSIS,1.68,,
SP,2/14/11,61702,KELLICOTTIA LONGISPINA,19.88,,
SP,2/14/11,61801,KERATELLA COCHLEARIS,12.88,,
SP,2/14/11,61804,KERATELLA EARLINAE,6.16,,
SP,2/14/11,61805,KERATELLA HIEMALIS,0.28,,
SP,2/14/11,61806,KERATELLA QUADRATA,0.56,,
SP,2/14/11,61808,KERATELLA TAUROCEPHALA,0.28,,
SP,2/14/11,61900,LECANE,0.28,,
SP,2/14/11,63001,POLYARTHRA DOLICHOPTERA,3.92,,
SP,2/14/11,63004,POLYARTHRA REMATA,5.04,,
SP,2/14/11,63005,POLYARTHRA VULGARIS,2.52,,
SP,2/14/11,63400,SYNCHAETA,2.24,,
SP,5/3/11,10000,COPEPOD NAUPLII,47.6,,
SP,5/3/11,20000,CYCLOPOID,5.32,10,0.39
SP,5/3/11,20302,DIACYCLOPS THOMASI,40.32,55,0.73
SP,5/3/11,51100,DAPHNIA,1.12,4,0.55
SP,5/3/11,60200,ASCOMORPHA,0.56,,
SP,5/3/11,60300,ASPLANCHNA,1.68,,
SP,5/3/11,61501,GASTROPUS HYPTOPUS,1.68,,
SP,5/3/11,61702,KELLICOTTIA LONGISPINA,11.2,,
SP,5/3/11,61801,KERATELLA COCHLEARIS,37.52,,
SP,5/3/11,61804,KERATELLA EARLINAE,9.52,,
SP,5/3/11,61805,KERATELLA HIEMALIS,1.68,,
SP,5/3/11,61806,KERATELLA QUADRATA,2.24,,
SP,5/3/11,63001,POLYARTHRA DOLICHOPTERA,81.76,,
SP,5/3/11,63004,POLYARTHRA REMATA,1.68,,
SP,5/3/11,63005,POLYARTHRA VULGARIS,7.28,,
SP,5/3/11,63400,SYNCHAETA,0.56,,
SP,6/3/11,10000,COPEPOD NAUPLII,92.4,,
SP,6/3/11,20000,CYCLOPOID,5.88,10,0.36
SP,6/3/11,20302,DIACYCLOPS THOMASI,19.6,53,0.69
SP,6/3/11,30000,CALANOID,1.12,3,0.45
SP,6/3/11,30402,LEPTODIAPTOMUS MINUTUS,3.08,10,0.87
SP,6/3/11,51100,DAPHNIA,0.56,2,0.48
SP,6/3/11,51104,DAPHNIA LONGIREMIS,0.84,3,0.71
SP,6/3/11,60900,CONOCHILUS,18.2,,
SP,6/3/11,61501,GASTROPUS HYPTOPUS,1.4,,
SP,6/3/11,61502,GASTROPUS STYLIFER,1.4,,
SP,6/3/11,61702,KELLICOTTIA LONGISPINA,9.8,,
SP,6/3/11,61801,KERATELLA COCHLEARIS,274.4,,
SP,6/3/11,61803,KERATELLA CRASSA,4.2,,
SP,6/3/11,61804,KERATELLA EARLINAE,35,,
SP,6/3/11,61806,KERATELLA QUADRATA,8.4,,
SP,6/3/11,61904,LECANE INERMIS,1.4,,
SP,6/3/11,61918,LECANE TENUISETA,1.4,,
SP,6/3/11,62400,MONOSTYLA,1.4,,
SP,6/3/11,63001,POLYARTHRA DOLICHOPTERA,58.8,,
SP,6/3/11,63002,POLYARTHRA EURYPTERA,2.8,,
SP,6/3/11,63004,POLYARTHRA REMATA,21,,
SP,6/3/11,63005,POLYARTHRA VULGARIS,68.6,,
SP,6/28/11,10000,COPEPOD NAUPLII,128.8,,
SP,6/28/11,20000,CYCLOPOID,19.6,10,0.33
SP,6/28/11,20302,DIACYCLOPS THOMASI,46.48,33,0.6
SP,6/28/11,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1.12,2,0.5
SP,6/28/11,30000,CALANOID,8.4,14,0.41
SP,6/28/11,30402,LEPTODIAPTOMUS MINUTUS,4.48,8,0.81
SP,6/28/11,30801,SKISTODIAPTOMUS OREGONENSIS,0.56,1,1.15
SP,6/28/11,50700,BOSMINIDAE,5.6,10,0.31
SP,6/28/11,51100,DAPHNIA,0.56,1,0.44
SP,6/28/11,51103,DAPHNIA MENDOTAE,0.56,1,1.01
SP,6/28/11,51104,DAPHNIA LONGIREMIS,1.68,3,0.79
SP,6/28/11,51202,DIAPHANOSOMA BIRGEI,4.48,8,0.61
SP,6/28/11,60600,COLLOTHECA,1.4,,
SP,6/28/11,60900,CONOCHILUS,78.4,,
SP,6/28/11,61501,GASTROPUS HYPTOPUS,4.2,,
SP,6/28/11,61502,GASTROPUS STYLIFER,51.8,,
SP,6/28/11,61702,KELLICOTTIA LONGISPINA,18.2,,
SP,6/28/11,61801,KERATELLA COCHLEARIS,207.2,,
SP,6/28/11,61803,KERATELLA CRASSA,4.2,,
SP,6/28/11,61804,KERATELLA EARLINAE,53.2,,
SP,6/28/11,61805,KERATELLA HIEMALIS,1.4,,
SP,6/28/11,61806,KERATELLA QUADRATA,8.4,,
SP,6/28/11,61904,LECANE INERMIS,7,,
SP,6/28/11,63001,POLYARTHRA DOLICHOPTERA,35,,
SP,6/28/11,63004,POLYARTHRA REMATA,47.6,,
SP,6/28/11,63005,POLYARTHRA VULGARIS,49,,
SP,6/28/11,63400,SYNCHAETA,2.8,,
SP,7/26/11,10000,COPEPOD NAUPLII,45.36,,
SP,7/26/11,20000,CYCLOPOID,1.68,6,0.32
SP,7/26/11,20302,DIACYCLOPS THOMASI,29.96,45,0.62
SP,7/26/11,20901,TROPOCYCLOPS PRASINUS MEXICANUS,4.48,16,0.36
SP,7/26/11,30000,CALANOID,10.64,31,0.53
SP,7/26/11,30402,LEPTODIAPTOMUS MINUTUS,5.88,19,0.74
SP,7/26/11,50700,BOSMINIDAE,7.28,25,0.31
SP,7/26/11,51100,DAPHNIA,0.84,2,0.44
SP,7/26/11,51104,DAPHNIA LONGIREMIS,1.96,7,0.62
SP,7/26/11,51130,DAPHNIA PULICARIA,0.28,1,0.68
SP,7/26/11,51202,DIAPHANOSOMA BIRGEI,3.92,13,0.54
SP,7/26/11,60300,ASPLANCHNA,0.56,,
SP,7/26/11,60600,COLLOTHECA,0.56,,
SP,7/26/11,61502,GASTROPUS STYLIFER,6.16,,
SP,7/26/11,61702,KELLICOTTIA LONGISPINA,2.8,,
SP,7/26/11,61801,KERATELLA COCHLEARIS,71.68,,
SP,7/26/11,61803,KERATELLA CRASSA,2.24,,
SP,7/26/11,61804,KERATELLA EARLINAE,12.88,,
SP,7/26/11,61806,KERATELLA QUADRATA,1.12,,
SP,7/26/11,63001,POLYARTHRA DOLICHOPTERA,0.56,,
SP,7/26/11,63004,POLYARTHRA REMATA,3.92,,
SP,7/26/11,63005,POLYARTHRA VULGARIS,6.16,,
SP,8/22/11,10000,COPEPOD NAUPLII,47.04,,
SP,8/22/11,20000,CYCLOPOID,1.4,4,0.34
SP,8/22/11,20302,DIACYCLOPS THOMASI,19.04,32,0.66
SP,8/22/11,20901,TROPOCYCLOPS PRASINUS MEXICANUS,2.52,9,0.4
SP,8/22/11,30000,CALANOID,3.64,10,0.48
SP,8/22/11,30402,LEPTODIAPTOMUS MINUTUS,5.88,13,0.72
SP,8/22/11,30801,SKISTODIAPTOMUS OREGONENSIS,0.56,2,1.07
SP,8/22/11,50700,BOSMINIDAE,1.68,4,0.29
SP,8/22/11,51100,DAPHNIA,0.56,2,0.47
SP,8/22/11,51103,DAPHNIA MENDOTAE,0.28,,
SP,8/22/11,51202,DIAPHANOSOMA BIRGEI,0.28,1,0.81
SP,8/22/11,60202,ASCOMORPHA OVALIS,0.56,,
SP,8/22/11,60900,CONOCHILUS,65.52,,
SP,8/22/11,61502,GASTROPUS STYLIFER,11.2,,
SP,8/22/11,61702,KELLICOTTIA LONGISPINA,7.28,,
SP,8/22/11,61801,KERATELLA COCHLEARIS,109.2,,
SP,8/22/11,61803,KERATELLA CRASSA,10.64,,
SP,8/22/11,61804,KERATELLA EARLINAE,6.16,,
SP,8/22/11,61806,KERATELLA QUADRATA,3.92,,
SP,8/22/11,63001,POLYARTHRA DOLICHOPTERA,2.8,,
SP,8/22/11,63004,POLYARTHRA REMATA,3.92,,
SP,8/22/11,63005,POLYARTHRA VULGARIS,6.16,,
SP,9/20/11,10000,COPEPOD NAUPLII,26.32,,
SP,9/20/11,20000,CYCLOPOID,0.28,1,0.33
SP,9/20/11,20302,DIACYCLOPS THOMASI,11.2,26,0.68
SP,9/20/11,20901,TROPOCYCLOPS PRASINUS MEXICANUS,0.84,2,0.44
SP,9/20/11,30000,CALANOID,1.68,6,0.61
SP,9/20/11,30201,EPISCHURA LACUSTRIS,0.28,1,0.93
SP,9/20/11,30402,LEPTODIAPTOMUS MINUTUS,2.24,6,0.76
SP,9/20/11,30801,SKISTODIAPTOMUS OREGONENSIS,0.28,1,1.05
SP,9/20/11,50700,BOSMINIDAE,3.08,11,0.28
SP,9/20/11,51103,DAPHNIA MENDOTAE,0.84,3,0.77
SP,9/20/11,60202,ASCOMORPHA OVALIS,1.68,,
SP,9/20/11,60900,CONOCHILUS,3.36,,
SP,9/20/11,61701,KELLICOTTIA BOSTONIENSIS,0.56,,
SP,9/20/11,61702,KELLICOTTIA LONGISPINA,9.52,,
SP,9/20/11,61801,KERATELLA COCHLEARIS,104.16,,
SP,9/20/11,61803,KERATELLA CRASSA,6.16,,
SP,9/20/11,61804,KERATELLA EARLINAE,6.16,,
SP,9/20/11,61806,KERATELLA QUADRATA,2.8,,
SP,9/20/11,63001,POLYARTHRA DOLICHOPTERA,0.56,,
SP,9/20/11,63003,POLYARTHRA MAJOR,0.56,,
SP,9/20/11,63004,POLYARTHRA REMATA,14.56,,
SP,9/20/11,63005,POLYARTHRA VULGARIS,36.96,,
SP,10/17/11,10000,COPEPOD NAUPLII,10.08,,
SP,10/17/11,20000,CYCLOPOID,0.28,1,0.34
SP,10/17/11,20302,DIACYCLOPS THOMASI,8.96,23,0.72
SP,10/17/11,30000,CALANOID,0.56,2,0.61
SP,10/17/11,30402,LEPTODIAPTOMUS MINUTUS,1.68,5,0.76
SP,10/17/11,30801,SKISTODIAPTOMUS OREGONENSIS,0.84,3,1.08
SP,10/17/11,50700,BOSMINIDAE,3.08,10,0.29
SP,10/17/11,51100,DAPHNIA,0.84,3,0.69
SP,10/17/11,51104,DAPHNIA LONGIREMIS,0.28,1,0.84
SP,10/17/11,60202,ASCOMORPHA OVALIS,3.08,,
SP,10/17/11,60900,CONOCHILUS,3.36,,
SP,10/17/11,61501,GASTROPUS HYPTOPUS,4.48,,
SP,10/17/11,61502,GASTROPUS STYLIFER,0.28,,
SP,10/17/11,61701,KELLICOTTIA BOSTONIENSIS,1.4,,
SP,10/17/11,61702,KELLICOTTIA LONGISPINA,6.16,,
SP,10/17/11,61801,KERATELLA COCHLEARIS,42.28,,
SP,10/17/11,61803,KERATELLA CRASSA,7,,
SP,10/17/11,61804,KERATELLA EARLINAE,6.16,,
SP,10/17/11,61806,KERATELLA QUADRATA,1.4,,
SP,10/17/11,63003,POLYARTHRA MAJOR,2.24,,
SP,10/17/11,63004,POLYARTHRA REMATA,57.12,,
SP,10/17/11,63005,POLYARTHRA VULGARIS,10.64,,
SP,10/17/11,63612,TRICHOCERCA MULTICRINIS,0.84,,
SP,11/15/11,10000,COPEPOD NAUPLII,16.24,,
SP,11/15/11,20000,CYCLOPOID,0.56,,
SP,11/15/11,20302,DIACYCLOPS THOMASI,7.28,1,0.53
SP,11/15/11,30000,CALANOID,1.4,2,0.77
SP,11/15/11,30801,SKISTODIAPTOMUS OREGONENSIS,1.4,,
SP,11/15/11,50700,BOSMINIDAE,2.52,,
SP,11/15/11,51100,DAPHNIA,1.12,,
SP,11/15/11,61701,KELLICOTTIA BOSTONIENSIS,2.24,,
SP,11/15/11,61702,KELLICOTTIA LONGISPINA,7,,
SP,11/15/11,61801,KERATELLA COCHLEARIS,23.24,,
SP,11/15/11,61803,KERATELLA CRASSA,0.28,,
SP,11/15/11,61804,KERATELLA EARLINAE,8.96,,
SP,11/15/11,61806,KERATELLA QUADRATA,2.8,,
SP,11/15/11,63001,POLYARTHRA DOLICHOPTERA,0.56,,
SP,11/15/11,63003,POLYARTHRA MAJOR,0.84,,
SP,11/15/11,63004,POLYARTHRA REMATA,5.04,,
SP,11/15/11,63005,POLYARTHRA VULGARIS,3.08,,
SP,11/15/11,63612,TRICHOCERCA MULTICRINIS,1.12,,
SP,2/21/12,10000,COPEPOD NAUPLII,49.28,,
SP,2/21/12,20000,CYCLOPOID,10.64,10,0.35
SP,2/21/12,20302,DIACYCLOPS THOMASI,7,18,0.51
SP,2/21/12,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1.12,3,0.48
SP,2/21/12,30801,SKISTODIAPTOMUS OREGONENSIS,0.56,2,1.14
SP,2/21/12,50700,BOSMINIDAE,1.12,4,0.35
SP,2/21/12,60300,ASPLANCHNA,1.68,,
SP,2/21/12,60900,CONOCHILUS,1.12,,
SP,2/21/12,61402,FILINIA TERMINALIS,42.56,,
SP,2/21/12,61501,GASTROPUS HYPTOPUS,0.28,,
SP,2/21/12,61502,GASTROPUS STYLIFER,0.28,,
SP,2/21/12,61702,KELLICOTTIA LONGISPINA,45.08,,
SP,2/21/12,61801,KERATELLA COCHLEARIS,26.32,,
SP,2/21/12,61803,KERATELLA CRASSA,0.28,,
SP,2/21/12,61804,KERATELLA EARLINAE,8.96,,
SP,2/21/12,61805,KERATELLA HIEMALIS,4.2,,
SP,2/21/12,61806,KERATELLA QUADRATA,22.4,,
SP,2/21/12,63001,POLYARTHRA DOLICHOPTERA,0.84,,
SP,2/21/12,63004,POLYARTHRA REMATA,0.28,,
SP,2/21/12,63005,POLYARTHRA VULGARIS,5.88,,
SP,2/21/12,63400,SYNCHAETA,6.44,,
SP,4/2/12,10000,COPEPOD NAUPLII,59.92,,
SP,4/2/12,20000,CYCLOPOID,20.72,10,0.39
SP,4/2/12,20302,DIACYCLOPS THOMASI,27.16,45,0.61
SP,4/2/12,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1.12,4,0.47
SP,4/2/12,30801,SKISTODIAPTOMUS OREGONENSIS,0.56,2,1.09
SP,4/2/12,50700,BOSMINIDAE,2.24,8,0.39
SP,4/2/12,60200,ASCOMORPHA,2.24,,
SP,4/2/12,60300,ASPLANCHNA,4.48,,
SP,4/2/12,60900,CONOCHILUS,48.16,,
SP,4/2/12,61402,FILINIA TERMINALIS,163.52,,
SP,4/2/12,61502,GASTROPUS STYLIFER,0.56,,
SP,4/2/12,61702,KELLICOTTIA LONGISPINA,70.56,,
SP,4/2/12,61801,KERATELLA COCHLEARIS,17.92,,
SP,4/2/12,61803,KERATELLA CRASSA,0.56,,
SP,4/2/12,61804,KERATELLA EARLINAE,5.04,,
SP,4/2/12,61805,KERATELLA HIEMALIS,6.16,,
SP,4/2/12,61806,KERATELLA QUADRATA,39.76,,
SP,4/2/12,63001,POLYARTHRA DOLICHOPTERA,12.32,,
SP,4/2/12,63004,POLYARTHRA REMATA,1.12,,
SP,4/2/12,63005,POLYARTHRA VULGARIS,19.04,,
SP,4/2/12,63400,SYNCHAETA,10.08,,
SP,5/2/12,10000,COPEPOD NAUPLII,40.6,,
SP,5/2/12,20000,CYCLOPOID,1.96,5,0.38
SP,5/2/12,20302,DIACYCLOPS THOMASI,28.28,44,0.67
SP,5/2/12,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1.4,5,0.47
SP,5/2/12,30000,CALANOID,8.4,28,0.71
SP,5/2/12,30801,SKISTODIAPTOMUS OREGONENSIS,0.56,2,1.09
SP,5/2/12,50700,BOSMINIDAE,1.96,7,0.4
SP,5/2/12,51104,DAPHNIA LONGIREMIS,0.28,1,0.88
SP,5/2/12,60202,ASCOMORPHA OVALIS,1.4,,
SP,5/2/12,60300,ASPLANCHNA,12.6,,
SP,5/2/12,60900,CONOCHILUS,57.4,,
SP,5/2/12,61402,FILINIA TERMINALIS,113.4,,
SP,5/2/12,61502,GASTROPUS STYLIFER,1.4,,
SP,5/2/12,61702,KELLICOTTIA LONGISPINA,92.4,,
SP,5/2/12,61801,KERATELLA COCHLEARIS,74.2,,
SP,5/2/12,61803,KERATELLA CRASSA,1.4,,
SP,5/2/12,61804,KERATELLA EARLINAE,2.8,,
SP,5/2/12,61806,KERATELLA QUADRATA,22.4,,
SP,5/2/12,63001,POLYARTHRA DOLICHOPTERA,126,,
SP,5/2/12,63004,POLYARTHRA REMATA,9.8,,
SP,5/2/12,63005,POLYARTHRA VULGARIS,56,,
SP,5/2/12,63400,SYNCHAETA,2.8,,
SP,5/2/12,63612,TRICHOCERCA MULTICRINIS,1.4,,
SP,5/31/12,10000,COPEPOD NAUPLII,92.4,,
SP,5/31/12,20000,CYCLOPOID,7.56,20,0.42
SP,5/31/12,20302,DIACYCLOPS THOMASI,5.6,17,0.65
SP,5/31/12,20901,TROPOCYCLOPS PRASINUS MEXICANUS,0.28,,
SP,5/31/12,30000,CALANOID,9.52,30,0.57
SP,5/31/12,30402,LEPTODIAPTOMUS MINUTUS,4.2,15,0.79
SP,5/31/12,30801,SKISTODIAPTOMUS OREGONENSIS,1.4,5,1.04
SP,5/31/12,50700,BOSMINIDAE,27.16,20,0.3
SP,5/31/12,51100,DAPHNIA,0.28,1,0.42
SP,5/31/12,51103,DAPHNIA MENDOTAE,0.28,1,0.62
SP,5/31/12,60202,ASCOMORPHA OVALIS,1.12,,
SP,5/31/12,60300,ASPLANCHNA,1.68,,
SP,5/31/12,60600,COLLOTHECA,3.36,,
SP,5/31/12,60900,CONOCHILUS,52.08,,
SP,5/31/12,61402,FILINIA TERMINALIS,49.28,,
SP,5/31/12,61502,GASTROPUS STYLIFER,3.92,,
SP,5/31/12,61702,KELLICOTTIA LONGISPINA,76.72,,
SP,5/31/12,61801,KERATELLA COCHLEARIS,62.16,,
SP,5/31/12,61804,KERATELLA EARLINAE,5.04,,
SP,5/31/12,61806,KERATELLA QUADRATA,12.88,,
SP,5/31/12,61918,LECANE TENUISETA,0.56,,
SP,5/31/12,63001,POLYARTHRA DOLICHOPTERA,2.8,,
SP,5/31/12,63004,POLYARTHRA REMATA,12.32,,
SP,5/31/12,63005,POLYARTHRA VULGARIS,13.44,,
SP,5/31/12,63400,SYNCHAETA,0.56,,
SP,5/31/12,63612,TRICHOCERCA MULTICRINIS,2.8,,
SP,6/27/12,10000,COPEPOD NAUPLII,9.24,,
SP,6/27/12,20000,CYCLOPOID,0.56,2,0.33
SP,6/27/12,20302,DIACYCLOPS THOMASI,7.56,21,0.67
SP,6/27/12,20901,TROPOCYCLOPS PRASINUS MEXICANUS,3.36,12,0.44
SP,6/27/12,30000,CALANOID,19.6,34,0.55
SP,6/27/12,30402,LEPTODIAPTOMUS MINUTUS,5.6,13,0.78
SP,6/27/12,30801,SKISTODIAPTOMUS OREGONENSIS,1.12,4,1.05
SP,6/27/12,50700,BOSMINIDAE,12.04,20,0.3
SP,6/27/12,51100,DAPHNIA,1.12,4,0.5
SP,6/27/12,51104,DAPHNIA LONGIREMIS,4.48,15,0.57
SP,6/27/12,51202,DIAPHANOSOMA BIRGEI,3.92,14,0.63
SP,6/27/12,60200,ASCOMORPHA,0.56,,
SP,6/27/12,60600,COLLOTHECA,1.12,,
SP,6/27/12,60900,CONOCHILUS,5.6,,
SP,6/27/12,61402,FILINIA TERMINALIS,6.16,,
SP,6/27/12,61502,GASTROPUS STYLIFER,2.8,,
SP,6/27/12,61702,KELLICOTTIA LONGISPINA,27.72,,
SP,6/27/12,61801,KERATELLA COCHLEARIS,12.88,,
SP,6/27/12,61803,KERATELLA CRASSA,2.24,,
SP,6/27/12,61804,KERATELLA EARLINAE,0.56,,
SP,6/27/12,61806,KERATELLA QUADRATA,0.28,,
SP,6/27/12,61918,LECANE TENUISETA,3.64,,
SP,6/27/12,63004,POLYARTHRA REMATA,1.68,,
SP,6/27/12,63005,POLYARTHRA VULGARIS,10.64,,
SP,6/27/12,63612,TRICHOCERCA MULTICRINIS,1.96,,
SP,7/25/12,10000,COPEPOD NAUPLII,5.04,,
SP,7/25/12,20302,DIACYCLOPS THOMASI,0.84,3,0.8
SP,7/25/12,20901,TROPOCYCLOPS PRASINUS MEXICANUS,2.8,10,0.4
SP,7/25/12,30000,CALANOID,2.52,9,0.58
SP,7/25/12,30402,LEPTODIAPTOMUS MINUTUS,4.76,16,0.72
SP,7/25/12,50700,BOSMINIDAE,1.68,6,0.34
SP,7/25/12,51104,DAPHNIA LONGIREMIS,5.88,21,0.62
SP,7/25/12,51202,DIAPHANOSOMA BIRGEI,1.96,5,0.48
SP,7/25/12,60200,ASCOMORPHA,0.28,,
SP,7/25/12,60202,ASCOMORPHA OVALIS,1.12,,
SP,7/25/12,60900,CONOCHILUS,12.6,,
SP,7/25/12,61402,FILINIA TERMINALIS,0.56,,
SP,7/25/12,61501,GASTROPUS HYPTOPUS,0.56,,
SP,7/25/12,61502,GASTROPUS STYLIFER,1.12,,
SP,7/25/12,61702,KELLICOTTIA LONGISPINA,11.2,,
SP,7/25/12,61801,KERATELLA COCHLEARIS,26.88,,
SP,7/25/12,61803,KERATELLA CRASSA,1.4,,
SP,7/25/12,61804,KERATELLA EARLINAE,0.84,,
SP,7/25/12,61918,LECANE TENUISETA,3.64,,
SP,7/25/12,62900,PLOESOMA,0.28,,
SP,7/25/12,63003,POLYARTHRA MAJOR,4.2,,
SP,7/25/12,63004,POLYARTHRA REMATA,1.12,,
SP,7/25/12,63005,POLYARTHRA VULGARIS,5.04,,
SP,7/25/12,63612,TRICHOCERCA MULTICRINIS,0.28,,
SP,8/23/12,10000,COPEPOD NAUPLII,16.8,,
SP,8/23/12,20000,CYCLOPOID,0.84,3,0.32
SP,8/23/12,20302,DIACYCLOPS THOMASI,1.68,5,0.76
SP,8/23/12,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1.96,6,0.42
SP,8/23/12,30000,CALANOID,4.76,15,0.71
SP,8/23/12,30801,SKISTODIAPTOMUS OREGONENSIS,0.56,2,0.95
SP,8/23/12,50700,BOSMINIDAE,1.96,7,0.31
SP,8/23/12,51000,CHYDORUS,0.28,1,0.25
SP,8/23/12,51100,DAPHNIA,0.28,1,0.39
SP,8/23/12,51101,DAPHNIA AMBIGUA,0.56,2,0.81
SP,8/23/12,51103,DAPHNIA MENDOTAE,0.56,2,0.76
SP,8/23/12,51104,DAPHNIA LONGIREMIS,2.24,8,0.57
SP,8/23/12,51105,DAPHNIA PARVULA,,,
SP,8/23/12,51202,DIAPHANOSOMA BIRGEI,0.28,1,0.46
SP,8/23/12,60600,COLLOTHECA,1.68,,
SP,8/23/12,60900,CONOCHILUS,1.12,,
SP,8/23/12,61402,FILINIA TERMINALIS,2.8,,
SP,8/23/12,61502,GASTROPUS STYLIFER,0.56,,
SP,8/23/12,61701,KELLICOTTIA BOSTONIENSIS,1.12,,
SP,8/23/12,61702,KELLICOTTIA LONGISPINA,1.12,,
SP,8/23/12,61801,KERATELLA COCHLEARIS,88.48,,
